step,t,atom_id,mol_id,x,y,z,pe,h,xlo,xhi,ylo,yhi,zlo,zhi,h_ave
1,23000000,3521,24.0,10.9852,1.62995,13.397,-5.7168,2.1438,0.0,0.0,0.0,0.0,0.0,0.0,7.830180821917809
1,23000000,2032,14.0,4.65326,5.26102,14.0607,-11.0023,-3.1416,0.0,0.0,0.0,0.0,0.0,0.0,7.099098591549295
1,23000000,2033,14.0,4.30467,5.32431,13.8981,-6.0465,1.8141,0.0,0.0,0.0,0.0,0.0,0.0,7.176951898734174
1,23000000,2034,14.0,4.15071,4.98292,13.7658,-6.3163,1.5443,0.0,0.0,0.0,0.0,0.0,0.0,5.969613513513513
1,23000000,3520,24.0,10.6893,1.82456,13.2338,-8.6815,-0.8209,0.0,0.0,0.0,0.0,0.0,0.0,8.565955405405406
1,23000000,3522,24.0,11.2128,1.84591,13.6301,-3.5809,4.2797,0.0,0.0,0.0,0.0,0.0,0.0,7.5420242857142865
1,23000000,3524,24.0,11.5915,1.80427,14.1278,3.9135,11.7741,0.0,0.0,0.0,0.0,0.0,0.0,7.152467605633802
1,23000000,1334,9.0,13.4823,8.46925,2.13047,-3.9632,3.8974,0.0,0.0,0.0,0.0,0.0,0.0,5.722748684210526
1,23000000,5548,37.0,5.05885,7.0472,13.4731,8.8486,16.7092,0.0,0.0,0.0,0.0,0.0,0.0,7.684357333333334
1,23000000,1336,9.0,13.0776,8.11448,1.78528,-4.6567,3.2039,0.0,0.0,0.0,0.0,0.0,0.0,4.5449191176470585
1,23000000,2035,14.0,3.78511,5.01069,13.6174,-6.8913,0.9693,0.0,0.0,0.0,0.0,0.0,0.0,4.780139436619718
1,23000000,2036,14.0,3.75091,5.17687,13.2714,-6.8852,0.9755,0.0,0.0,0.0,0.0,0.0,0.0,4.965248684210526
1,23000000,2028,14.0,5.59553,5.75898,14.8093,2.4273,10.2879,0.0,0.0,0.0,0.0,0.0,0.0,8.087834782608697
1,23000000,7255,49.0,2.36822,3.02737,2.47735,-2.9085,4.9521,0.0,0.0,0.0,0.0,0.0,0.0,7.684584
1,23000000,7253,49.0,2.8721,2.63096,2.56674,0.4086,8.2692,0.0,0.0,0.0,0.0,0.0,0.0,8.425222972972975
1,23000000,7252,49.0,3.06499,2.28186,2.49987,-0.3141,7.5465,0.0,0.0,0.0,0.0,0.0,0.0,8.462423684210526
1,23000000,2226,15.0,11.9456,14.8975,5.99788,-4.099,3.7616,0.0,0.0,0.0,0.0,0.0,0.0,6.859383333333334
1,23000000,7001,47.0,11.3149,7.82591,11.1682,6.3499,14.2105,0.0,0.0,0.0,0.0,0.0,0.0,6.78796
1,23000000,1999,14.0,11.962,10.8558,3.8688,-11.7463,-3.8857,0.0,0.0,0.0,0.0,0.0,0.0,1.8976734177215193
1,23000000,2233,15.0,10.6093,13.881,5.12014,3.8294,11.69,0.0,0.0,0.0,0.0,0.0,0.0,6.541774324324324
1,23000000,2234,15.0,10.4966,13.7737,4.76761,4.4354,12.296,0.0,0.0,0.0,0.0,0.0,0.0,5.7591285714285725
1,23000000,2148,15.0,11.1379,13.2937,4.07339,-11.2137,-3.3531,0.0,0.0,0.0,0.0,0.0,0.0,3.2352287671232873
1,23000000,2231,15.0,11.0491,14.1622,5.47594,1.8156,9.6762,0.0,0.0,0.0,0.0,0.0,0.0,7.206328767123288
1,23000000,2230,15.0,10.9089,14.445,5.70702,4.5139,12.3745,0.0,0.0,0.0,0.0,0.0,0.0,7.654378378378378
1,23000000,2232,15.0,10.885,14.1509,5.11835,-0.5932,7.2674,0.0,0.0,0.0,0.0,0.0,0.0,5.943371794871794
1,23000000,2227,15.0,11.5558,14.8161,5.9442,2.4771,10.3377,0.0,0.0,0.0,0.0,0.0,0.0,7.2455563380281705
1,23000000,2229,15.0,11.0273,14.4529,6.07409,-2.4203,5.4403,0.0,0.0,0.0,0.0,0.0,0.0,7.642041333333333
1,23000000,5547,37.0,5.0296,7.14314,13.0904,9.7359,17.5965,0.0,0.0,0.0,0.0,0.0,0.0,7.748515277777778
1,23000000,2228,15.0,11.4161,14.5058,6.13623,-6.8769,0.9837,0.0,0.0,0.0,0.0,0.0,0.0,7.820321538461538
1,23000000,2000,14.0,11.5976,10.7381,3.82019,-12.1607,-4.3001,0.0,0.0,0.0,0.0,0.0,0.0,2.307325882352941
1,23000000,2003,14.0,11.0644,10.2421,3.08756,0.052,7.9126,0.0,0.0,0.0,0.0,0.0,0.0,2.3699537499999996
1,23000000,3574,24.0,4.89785,3.81217,3.50206,10.6523,18.5129,0.0,0.0,0.0,0.0,0.0,0.0,10.265397222222223
1,23000000,7007,47.0,12.4667,8.78087,11.9968,0.4633,8.3239,0.0,0.0,0.0,0.0,0.0,0.0,7.660120987654322
1,23000000,2001,14.0,11.5177,10.5656,3.48301,-8.7109,-0.8503,0.0,0.0,0.0,0.0,0.0,0.0,2.222089156626506
1,23000000,2199,15.0,7.75801,12.3613,15.9108,20.6349,28.4955,0.0,0.0,0.0,0.0,0.0,0.0,3.1023850746268655
1,23000000,2002,14.0,11.1527,10.4415,3.42943,-5.3123,2.5483,0.0,0.0,0.0,0.0,0.0,0.0,2.5328809523809523
1,23000000,7251,49.0,3.43251,2.23729,2.62074,-5.429,2.4316,0.0,0.0,0.0,0.0,0.0,0.0,9.251653424657533
1,23000000,7278,49.0,13.6479,7.40963,1.2934,0.3992,8.2599,0.0,0.0,0.0,0.0,0.0,0.0,6.316273611111111
1,23000000,3529,24.0,12.6391,1.20794,15.0887,1.0739,8.9345,0.0,0.0,0.0,0.0,0.0,0.0,7.7294558823529425
1,23000000,3531,24.0,12.9744,1.12532,15.672,-2.4276,5.433,0.0,0.0,0.0,0.0,0.0,0.0,7.056309722222222
1,23000000,3575,24.0,4.69381,4.08016,3.72755,11.2449,19.1055,0.0,0.0,0.0,0.0,0.0,0.0,10.6267
1,23000000,3525,24.0,11.9465,1.67451,14.2212,8.5891,16.4497,0.0,0.0,0.0,0.0,0.0,0.0,7.09530253164557
1,23000000,3526,24.0,11.9439,1.31221,14.3667,-2.9996,4.861,0.0,0.0,0.0,0.0,0.0,0.0,7.496126760563381
1,23000000,3530,24.0,12.6386,1.20906,15.4876,-1.7,6.1606,0.0,0.0,0.0,0.0,0.0,0.0,7.474037142857142
1,23000000,3527,24.0,12.2863,1.21467,14.5277,-3.8545,4.0061,0.0,0.0,0.0,0.0,0.0,0.0,7.496418181818181
1,23000000,7279,49.0,13.6863,7.41578,0.906635,4.122,11.9826,0.0,0.0,0.0,0.0,0.0,0.0,6.6367028169014075
1,23000000,3528,24.0,12.2818,1.27715,14.9166,2.3583,10.2189,0.0,0.0,0.0,0.0,0.0,0.0,7.457250746268656
1,23000000,3541,24.0,12.2346,3.38872,1.47816,12.3491,20.2097,0.0,0.0,0.0,0.0,0.0,0.0,10.35091791044776
1,23000000,7249,49.0,3.92753,1.81335,2.63255,-3.369,4.4916,0.0,0.0,0.0,0.0,0.0,0.0,9.251947826086957
1,23000000,7281,49.0,13.259,7.36884,0.409101,-0.1849,7.6757,0.0,0.0,0.0,0.0,0.0,0.0,5.674511764705882
1,23000000,5067,34.0,10.7643,16.0067,4.84745,-8.0792,-0.2186,0.0,0.0,0.0,0.0,0.0,0.0,4.750546666666668
1,23000000,7277,49.0,13.9508,7.22661,1.45779,1.3487,9.2094,0.0,0.0,0.0,0.0,0.0,0.0,6.955674324324325
1,23000000,3555,24.0,8.80552,4.24099,1.09396,9.3033,17.1639,0.0,0.0,0.0,0.0,0.0,0.0,7.437609589041096
1,23000000,5066,34.0,10.6372,0.558552,4.72031,-6.604,1.2566,0.0,0.0,0.0,0.0,0.0,0.0,6.008481538461538
1,23000000,3553,24.0,9.40958,4.37547,0.963787,0.2247,8.0853,0.0,0.0,0.0,0.0,0.0,0.0,7.550597014925374
1,23000000,3547,24.0,11.3047,4.66101,0.575614,1.3524,9.2131,0.0,0.0,0.0,0.0,0.0,0.0,8.372564179104476
1,23000000,2242,15.0,8.56985,14.9366,4.10037,-1.5005,6.3601,0.0,0.0,0.0,0.0,0.0,0.0,7.228328378378379
1,23000000,2238,15.0,9.39238,14.0772,4.61209,-8.2217,-0.3611,0.0,0.0,0.0,0.0,0.0,0.0,6.290819444444444
1,23000000,2235,15.0,10.2126,13.5157,4.7435,3.0321,10.8927,0.0,0.0,0.0,0.0,0.0,0.0,5.933491891891893
1,23000000,2237,15.0,9.73813,13.9029,4.55419,-3.9485,3.9121,0.0,0.0,0.0,0.0,0.0,0.0,5.7368487179487175
1,23000000,2236,15.0,9.83711,13.6098,4.79549,1.987,9.8476,0.0,0.0,0.0,0.0,0.0,0.0,5.993863636363636
1,23000000,2239,15.0,9.34678,14.3484,4.33853,-7.8956,-0.0349,0.0,0.0,0.0,0.0,0.0,0.0,5.753762686567164
1,23000000,2244,15.0,8.16087,15.3506,3.79502,5.8079,13.6685,0.0,0.0,0.0,0.0,0.0,0.0,7.377656060606061
1,23000000,5063,34.0,10.7725,1.47825,5.04652,0.4025,8.2631,0.0,0.0,0.0,0.0,0.0,0.0,7.107583076923078
1,23000000,2243,15.0,8.5044,15.1541,3.7766,3.2166,11.0772,0.0,0.0,0.0,0.0,0.0,0.0,7.153187671232877
1,23000000,3545,24.0,11.838,4.43382,0.900956,1.2957,9.1563,0.0,0.0,0.0,0.0,0.0,0.0,9.480237313432838
1,23000000,2240,15.0,9.00497,14.5265,4.35403,-9.3416,-1.4809,0.0,0.0,0.0,0.0,0.0,0.0,6.542211267605633
1,23000000,3548,24.0,10.9617,4.51325,0.464249,6.627,14.4876,0.0,0.0,0.0,0.0,0.0,0.0,8.03784117647059
1,23000000,2241,15.0,8.92252,14.7879,4.07007,-4.2283,3.6323,0.0,0.0,0.0,0.0,0.0,0.0,6.409020512820512
1,23000000,3546,24.0,11.464,4.37538,0.795687,3.6849,11.5455,0.0,0.0,0.0,0.0,0.0,0.0,8.66522794117647
1,23000000,2225,15.0,12.0537,15.206,5.78321,-8.1231,-0.2625,0.0,0.0,0.0,0.0,0.0,0.0,6.06687142857143
1,23000000,3542,24.0,11.9224,3.62945,1.47364,9.9217,17.7823,0.0,0.0,0.0,0.0,0.0,0.0,9.941546478873239
1,23000000,3556,24.0,8.46003,4.05455,1.04538,-1.532,6.3286,0.0,0.0,0.0,0.0,0.0,0.0,7.9366439393939405
1,23000000,3532,24.0,13.1832,1.43857,15.7694,-0.9252,6.9354,0.0,0.0,0.0,0.0,0.0,0.0,6.928714705882353
1,23000000,1335,9.0,13.1125,8.39426,2.07001,-0.5193,7.3413,0.0,0.0,0.0,0.0,0.0,0.0,4.759797183098591
1,23000000,3551,24.0,10.0662,4.34782,0.859848,-0.4487,7.4119,0.0,0.0,0.0,0.0,0.0,0.0,7.6502689189189175
1,23000000,5068,34.0,10.7528,15.7071,4.59729,-3.9048,3.9558,0.0,0.0,0.0,0.0,0.0,0.0,4.763110169491527
1,23000000,7003,47.0,11.5787,8.38459,11.3581,0.5385,8.3991,0.0,0.0,0.0,0.0,0.0,0.0,7.154790540540543
1,23000000,2026,14.0,6.14043,6.11533,15.0068,3.8677,11.7283,0.0,0.0,0.0,0.0,0.0,0.0,7.914426086956524
1,23000000,2197,15.0,7.35566,12.0801,15.5225,-7.7378,0.1228,0.0,0.0,0.0,0.0,0.0,0.0,3.07095
1,23000000,2195,15.0,6.99551,11.7623,15.1029,1.3562,9.2168,0.0,0.0,0.0,0.0,0.0,0.0,3.3290986666666664
1,23000000,2196,15.0,7.32558,11.9301,15.1559,1.5197,9.3803,0.0,0.0,0.0,0.0,0.0,0.0,2.962057142857143
1,23000000,2037,14.0,3.37252,5.25266,13.1872,-9.3115,-1.4509,0.0,0.0,0.0,0.0,0.0,0.0,4.731748148148148
1,23000000,2039,14.0,2.94053,5.55326,12.7905,-1.2534,6.6072,0.0,0.0,0.0,0.0,0.0,0.0,4.779231325301206
1,23000000,2038,14.0,3.30482,5.40491,12.8325,-6.4523,1.4083,0.0,0.0,0.0,0.0,0.0,0.0,4.321410126582279
1,23000000,2198,15.0,7.7055,12.2663,15.5584,10.7699,18.6305,0.0,0.0,0.0,0.0,0.0,0.0,3.1391917808219176
1,23000000,7285,49.0,12.7837,6.59316,15.4433,-0.9431,6.9175,0.0,0.0,0.0,0.0,0.0,0.0,5.394778571428571
1,23000000,7254,49.0,2.52132,2.67328,2.40871,-6.2066,1.6541,0.0,0.0,0.0,0.0,0.0,0.0,7.403159210526317
1,23000000,2190,15.0,6.22571,10.7351,14.0601,-7.934,-0.0734,0.0,0.0,0.0,0.0,0.0,0.0,3.162658024691358
1,23000000,2189,15.0,5.85307,10.6633,13.9515,-2.2345,5.6261,0.0,0.0,0.0,0.0,0.0,0.0,4.2892
1,23000000,2193,15.0,6.60217,11.3929,14.7072,-12.8949,-5.0343,0.0,0.0,0.0,0.0,0.0,0.0,4.093069512195122
1,23000000,2191,15.0,6.22548,11.0212,14.32,-10.5927,-2.7321,0.0,0.0,0.0,0.0,0.0,0.0,3.246495121951219
1,23000000,2192,15.0,6.58255,11.1111,14.4336,-10.3606,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3452168674698792
1,23000000,2194,15.0,6.95609,11.529,14.7832,-6.4334,1.4272,0.0,0.0,0.0,0.0,0.0,0.0,3.517835802469136
1,23000000,2146,15.0,11.4954,13.6169,4.48073,2.4917,10.3523,0.0,0.0,0.0,0.0,0.0,0.0,3.9783774999999997
1,23000000,7005,47.0,11.896,8.86274,11.6524,-6.0267,1.8339,0.0,0.0,0.0,0.0,0.0,0.0,7.197172151898734
1,23000000,2187,15.0,5.42948,10.2713,13.6411,-6.044,1.8166,0.0,0.0,0.0,0.0,0.0,0.0,4.791958974358974
1,23000000,2147,15.0,11.466,13.2977,4.28811,1.3954,9.256,0.0,0.0,0.0,0.0,0.0,0.0,3.763814666666667
1,23000000,7006,47.0,12.0876,8.65862,11.9231,-2.839,5.0216,0.0,0.0,0.0,0.0,0.0,0.0,6.877163414634147
1,23000000,2188,15.0,5.80138,10.4082,13.6788,-1.9775,5.8831,0.0,0.0,0.0,0.0,0.0,0.0,3.8068153846153856
1,23000000,1337,9.0,12.703,8.04866,1.66225,-8.3265,-0.4659,0.0,0.0,0.0,0.0,0.0,0.0,3.517371212121212
1,23000000,6992,47.0,13.5323,6.93206,12.343,-2.2855,5.5751,0.0,0.0,0.0,0.0,0.0,0.0,7.1445780821917815
1,23000000,6996,47.0,12.6093,6.83353,11.4348,0.1185,7.9791,0.0,0.0,0.0,0.0,0.0,0.0,6.885825714285714
1,23000000,7284,49.0,12.8404,6.8267,15.738,-1.9155,5.9451,0.0,0.0,0.0,0.0,0.0,0.0,5.645552777777777
1,23000000,6993,47.0,13.2035,7.05878,12.1855,1.7221,9.5827,0.0,0.0,0.0,0.0,0.0,0.0,7.474730769230768
1,23000000,7283,49.0,13.2082,6.78986,15.8697,-6.664,1.1966,0.0,0.0,0.0,0.0,0.0,0.0,6.292485915492957
1,23000000,6994,47.0,13.1161,6.89681,11.8428,-2.5318,5.3288,0.0,0.0,0.0,0.0,0.0,0.0,7.21858552631579
1,23000000,7250,49.0,3.5414,1.86526,2.60705,-7.2101,0.6505,0.0,0.0,0.0,0.0,0.0,0.0,9.009715492957746
1,23000000,2040,14.0,2.84541,5.63943,12.4247,-1.0151,6.8456,0.0,0.0,0.0,0.0,0.0,0.0,4.395257317073171
1,23000000,7280,49.0,13.3518,7.52837,0.749114,2.4465,10.3071,0.0,0.0,0.0,0.0,0.0,0.0,5.846866197183098
1,23000000,6995,47.0,12.77,7.03278,11.7291,-3.2991,4.5615,0.0,0.0,0.0,0.0,0.0,0.0,7.6957432432432435
1,23000000,6991,47.0,13.4676,6.56769,12.4814,0.9453,8.8059,0.0,0.0,0.0,0.0,0.0,0.0,6.910830136986302
1,23000000,7282,49.0,13.3018,6.97604,0.412496,-3.9257,3.9349,0.0,0.0,0.0,0.0,0.0,0.0,5.96650909090909
1,23000000,6990,47.0,13.2207,6.54752,12.7813,3.701,11.5616,0.0,0.0,0.0,0.0,0.0,0.0,6.247415584415585
1,23000000,6997,47.0,12.2257,6.85316,11.3923,9.6048,17.4654,0.0,0.0,0.0,0.0,0.0,0.0,6.770105479452054
1,23000000,6989,47.0,13.2166,6.18601,12.9574,9.9726,17.8332,0.0,0.0,0.0,0.0,0.0,0.0,7.195772972972973
1,23000000,7004,47.0,11.5441,8.72092,11.5567,3.6834,11.544,0.0,0.0,0.0,0.0,0.0,0.0,6.922340506329115
1,23000000,3544,24.0,11.9741,4.22669,1.20613,10.6512,18.5118,0.0,0.0,0.0,0.0,0.0,0.0,9.800750793650792
1,23000000,2142,15.0,12.2688,14.1605,5.40288,-1.3796,6.4811,0.0,0.0,0.0,0.0,0.0,0.0,5.428609090909092
1,23000000,7002,47.0,11.2512,8.19379,11.3175,9.1477,17.0083,0.0,0.0,0.0,0.0,0.0,0.0,6.439463157894737
1,23000000,2145,15.0,11.8049,13.598,4.73187,-6.9452,0.9154,0.0,0.0,0.0,0.0,0.0,0.0,4.1121234567901235
1,23000000,7000,47.0,11.6343,7.69711,11.341,1.6266,9.4872,0.0,0.0,0.0,0.0,0.0,0.0,7.378871951219512
1,23000000,2144,15.0,11.8642,13.9008,4.96508,-8.9667,-1.1061,0.0,0.0,0.0,0.0,0.0,0.0,4.585243037974684
1,23000000,6998,47.0,12.1138,7.23781,11.3533,12.574,20.4346,0.0,0.0,0.0,0.0,0.0,0.0,6.987315189873417
1,23000000,2143,15.0,12.1631,13.829,5.20534,-1.6529,6.2077,0.0,0.0,0.0,0.0,0.0,0.0,4.90763116883117
1,23000000,2149,15.0,11.0773,12.9585,3.86908,-8.8833,-1.0227,0.0,0.0,0.0,0.0,0.0,0.0,3.1212115384615386
1,23000000,3543,24.0,11.9187,3.84326,1.1352,9.7866,17.6472,0.0,0.0,0.0,0.0,0.0,0.0,10.269694117647058
1,23000000,6999,47.0,11.7303,7.32799,11.2489,3.1256,10.9863,0.0,0.0,0.0,0.0,0.0,0.0,6.747561842105262
1,23000000,3606,25.0,15.9028,0.877529,10.0786,-4.2031,3.6575,0.0,0.0,0.0,0.0,0.0,0.0,6.963810526315789
1,23000000,2141,15.0,12.509,14.1044,5.6967,-0.376,7.4846,0.0,0.0,0.0,0.0,0.0,0.0,6.34723164556962
1,23000000,2027,14.0,5.76844,6.10723,14.865,0.6745,8.5351,0.0,0.0,0.0,0.0,0.0,0.0,8.001624999999999
1,23000000,2186,15.0,5.39165,10.0576,13.3137,-10.0138,-2.1532,0.0,0.0,0.0,0.0,0.0,0.0,5.43060253164557
1,23000000,3535,24.0,13.1492,2.17581,0.646607,-4.6357,3.2249,0.0,0.0,0.0,0.0,0.0,0.0,8.73098153846154
1,23000000,3550,24.0,10.3572,4.36187,0.592184,-2.603,5.2576,0.0,0.0,0.0,0.0,0.0,0.0,7.873347761194029
1,23000000,3549,24.0,10.7059,4.45898,0.756093,-5.7118,2.1488,0.0,0.0,0.0,0.0,0.0,0.0,8.211064705882352
1,23000000,3554,24.0,9.09165,4.16809,0.864506,7.3073,15.1679,0.0,0.0,0.0,0.0,0.0,0.0,7.7157825396825395
1,23000000,1333,9.0,13.569,8.7855,2.3506,-7.8902,-0.0296,0.0,0.0,0.0,0.0,0.0,0.0,5.78120789473684
1,23000000,2025,14.0,6.28164,6.44873,15.1168,-3.605,4.2556,0.0,0.0,0.0,0.0,0.0,0.0,7.287260294117647
1,23000000,5069,34.0,10.9249,15.3961,4.75796,-4.2574,3.6032,0.0,0.0,0.0,0.0,0.0,0.0,4.694547619047619
1,23000000,3533,24.0,13.0434,1.64527,16.0801,-3.32,4.5406,0.0,0.0,0.0,0.0,0.0,0.0,6.388675409836065
1,23000000,1151,8.0,2.55609,1.15623,4.68776,2.5562,10.4168,0.0,0.0,0.0,0.0,0.0,0.0,9.071178260869567
1,23000000,2155,15.0,9.86729,11.9665,2.73537,-6.6522,1.2084,0.0,0.0,0.0,0.0,0.0,0.0,1.3691987654320987
1,23000000,1349,9.0,10.2333,5.9324,15.1907,-2.1661,5.6945,0.0,0.0,0.0,0.0,0.0,0.0,5.940321428571429
1,23000000,1348,9.0,10.6073,6.06651,15.2019,-1.4885,6.3721,0.0,0.0,0.0,0.0,0.0,0.0,5.557881690140845
1,23000000,1347,9.0,10.6693,6.17201,15.5785,-5.233,2.6276,0.0,0.0,0.0,0.0,0.0,0.0,5.3162441176470585
1,23000000,1152,8.0,2.26054,1.26995,4.46374,-3.9917,3.8689,0.0,0.0,0.0,0.0,0.0,0.0,8.771377611940299
1,23000000,2046,14.0,1.92899,6.91734,11.588,3.863,11.7236,0.0,0.0,0.0,0.0,0.0,0.0,7.381421428571428
1,23000000,2156,15.0,9.50718,11.9659,2.56984,-10.9762,-3.1156,0.0,0.0,0.0,0.0,0.0,0.0,1.317212048192771
1,23000000,1153,8.0,1.98254,1.49294,4.63239,-1.8698,5.9908,0.0,0.0,0.0,0.0,0.0,0.0,8.862032307692306
1,23000000,1350,9.0,10.1732,5.76242,14.8353,-9.7634,-1.9028,0.0,0.0,0.0,0.0,0.0,0.0,6.473895774647889
1,23000000,1346,9.0,10.9722,6.41296,15.6221,-10.9305,-3.0699,0.0,0.0,0.0,0.0,0.0,0.0,4.405149295774648
1,23000000,1345,9.0,11.0693,6.48894,15.9997,-5.312,2.5486,0.0,0.0,0.0,0.0,0.0,0.0,4.609793055555555
1,23000000,794,6.0,4.86451,14.2512,8.6099,2.3192,10.1798,0.0,0.0,0.0,0.0,0.0,0.0,6.50151506849315
1,23000000,2045,14.0,2.1222,6.91634,11.9315,3.8678,11.7285,0.0,0.0,0.0,0.0,0.0,0.0,7.983552000000001
1,23000000,2160,15.0,8.65943,11.3496,1.76311,-9.9558,-2.0952,0.0,0.0,0.0,0.0,0.0,0.0,0.4523098765432099
1,23000000,5706,39.0,14.5787,7.68983,8.12749,-5.1545,2.7061,0.0,0.0,0.0,0.0,0.0,0.0,7.749446575342466
1,23000000,2154,15.0,9.95358,12.3194,2.8713,-12.5484,-4.6878,0.0,0.0,0.0,0.0,0.0,0.0,1.6960646341463412
1,23000000,2058,14.0,15.9794,9.33375,13.2044,-1.9446,5.916,0.0,0.0,0.0,0.0,0.0,0.0,9.003170588235296
1,23000000,1154,8.0,1.76939,1.71297,4.37678,-2.8845,4.9761,0.0,0.0,0.0,0.0,0.0,0.0,8.77540625
1,23000000,2153,15.0,10.2725,12.337,3.09972,-6.7015,1.1591,0.0,0.0,0.0,0.0,0.0,0.0,1.6857475000000002
1,23000000,3580,24.0,4.10076,3.63815,4.92439,6.9536,14.8142,0.0,0.0,0.0,0.0,0.0,0.0,10.829179999999997
1,23000000,3583,24.0,3.29431,3.96711,4.94199,2.1402,10.0008,0.0,0.0,0.0,0.0,0.0,0.0,10.1570975
1,23000000,3584,24.0,3.02271,4.1288,5.17894,-1.8999,5.9607,0.0,0.0,0.0,0.0,0.0,0.0,9.282389024390243
1,23000000,3582,24.0,3.64629,4.09503,5.06374,0.3127,8.1733,0.0,0.0,0.0,0.0,0.0,0.0,9.864127777777778
1,23000000,3581,24.0,3.94621,3.98977,4.8468,0.9077,8.7683,0.0,0.0,0.0,0.0,0.0,0.0,9.943601470588234
1,23000000,2152,15.0,10.3983,12.6878,3.19317,-7.6367,0.2239,0.0,0.0,0.0,0.0,0.0,0.0,2.811154761904762
1,23000000,3579,24.0,4.38817,3.55102,4.66529,16.852,24.7126,0.0,0.0,0.0,0.0,0.0,0.0,10.957217808219177
1,23000000,820,6.0,3.84471,3.06583,9.29068,-9.7076,-1.847,0.0,0.0,0.0,0.0,0.0,0.0,5.3721
1,23000000,4570,31.0,12.4632,3.12376,3.31584,-0.0135,7.8472,0.0,0.0,0.0,0.0,0.0,0.0,10.55596075949367
1,23000000,3576,24.0,4.5782,3.89425,4.05148,10.7411,18.6017,0.0,0.0,0.0,0.0,0.0,0.0,10.575148484848484
1,23000000,4116,28.0,10.7378,1.53505,7.17297,11.2224,19.083,0.0,0.0,0.0,0.0,0.0,0.0,7.460080303030304
1,23000000,2041,14.0,2.61679,5.95495,12.3712,-1.6249,6.2357,0.0,0.0,0.0,0.0,0.0,0.0,5.248613333333334
1,23000000,3760,26.0,2.38624,2.49658,3.79276,1.3901,9.2507,0.0,0.0,0.0,0.0,0.0,0.0,8.843495945945946
1,23000000,3577,24.0,4.46227,3.53159,4.03221,15.9173,23.7779,0.0,0.0,0.0,0.0,0.0,0.0,11.373834782608695
1,23000000,817,6.0,4.34309,2.5882,10.0662,-8.8561,-0.9955,0.0,0.0,0.0,0.0,0.0,0.0,4.914457692307693
1,23000000,3578,24.0,4.20886,3.44452,4.32697,12.1468,20.0074,0.0,0.0,0.0,0.0,0.0,0.0,11.390187142857144
1,23000000,3585,24.0,2.67407,3.95436,5.11668,-5.7196,2.141,0.0,0.0,0.0,0.0,0.0,0.0,9.249736842105262
1,23000000,3586,24.0,2.53382,4.01072,4.75873,-3.4581,4.4025,0.0,0.0,0.0,0.0,0.0,0.0,9.63177088607595
1,23000000,1338,9.0,12.6717,7.81868,1.34413,-10.1364,-2.2758,0.0,0.0,0.0,0.0,0.0,0.0,4.35605223880597
1,23000000,2060,14.0,15.7292,9.93323,13.1392,2.6763,10.537,0.0,0.0,0.0,0.0,0.0,0.0,9.414051612903227
1,23000000,2057,14.0,0.476362,9.14569,13.3688,-6.7361,1.1245,0.0,0.0,0.0,0.0,0.0,0.0,9.01975223880597
1,23000000,1344,9.0,11.3785,6.74701,16.0183,2.945,10.8056,0.0,0.0,0.0,0.0,0.0,0.0,4.511957746478874
1,23000000,1339,9.0,12.3041,7.72187,1.26556,-8.6454,-0.7848,0.0,0.0,0.0,0.0,0.0,0.0,4.788854929577465
1,23000000,3764,26.0,2.63817,3.67362,3.28027,1.4837,9.3443,0.0,0.0,0.0,0.0,0.0,0.0,9.993682278481012
1,23000000,2055,14.0,0.786697,8.55799,13.4554,-2.4655,5.3951,0.0,0.0,0.0,0.0,0.0,0.0,7.964651612903225
1,23000000,2054,14.0,0.768758,8.18989,13.3513,7.9955,15.8562,0.0,0.0,0.0,0.0,0.0,0.0,8.424257142857144
1,23000000,1342,9.0,11.8136,7.11087,0.600849,-6.1519,1.7087,0.0,0.0,0.0,0.0,0.0,0.0,4.339318055555555
1,23000000,1343,9.0,11.5076,6.87211,0.585994,3.5831,11.4437,0.0,0.0,0.0,0.0,0.0,0.0,4.8795839999999995
1,23000000,1340,9.0,12.2418,7.47869,0.954022,-8.3239,-0.4633,0.0,0.0,0.0,0.0,0.0,0.0,4.571172463768116
1,23000000,1341,9.0,11.8791,7.32725,0.917648,-5.9432,1.9174,0.0,0.0,0.0,0.0,0.0,0.0,4.505991304347826
1,23000000,5704,39.0,13.9217,7.64273,8.22665,-5.461,2.3996,0.0,0.0,0.0,0.0,0.0,0.0,7.761449367088607
1,23000000,2498,17.0,8.30088,3.81745,7.50599,-2.0075,5.8531,0.0,0.0,0.0,0.0,0.0,0.0,7.015350724637681
1,23000000,2056,14.0,0.491963,8.75634,13.2871,-5.4524,2.4082,0.0,0.0,0.0,0.0,0.0,0.0,8.820662903225807
1,23000000,818,6.0,4.15754,2.6576,9.72126,-4.6131,3.2475,0.0,0.0,0.0,0.0,0.0,0.0,5.42524756097561
1,23000000,2053,14.0,0.850248,8.14808,12.9668,4.7086,12.5693,0.0,0.0,0.0,0.0,0.0,0.0,8.225944642857144
1,23000000,2052,14.0,0.968247,7.79321,12.883,8.2873,16.1479,0.0,0.0,0.0,0.0,0.0,0.0,8.737190476190477
1,23000000,2059,14.0,15.9962,9.70898,13.3119,-3.1695,4.6911,0.0,0.0,0.0,0.0,0.0,0.0,9.308814285714286
