step,t,atom_id,mol_id,x,y,z,pe,h,xlo,xhi,ylo,yhi,zlo,zhi
0,22990000,8337,56.0,5.89839,3.95404,9.47176,4.3739,9.0349,0,0,0,0,0,0
0,22990000,7607,51.0,7.97295,8.84873,0.469155,-9.333,-4.672,0,0,0,0,0,0
0,22990000,727,5.0,10.2704,9.08319,15.4897,-7.0812,-2.4201,0,0,0,0,0,0
0,22990000,735,5.0,11.8406,10.5296,1.15542,-6.0442,-1.3831,0,0,0,0,0,0
0,22990000,5797,39.0,2.73201,7.80237,12.4564,-3.891,0.77,0,0,0,0,0,0
0,22990000,5750,39.0,4.90965,15.7334,15.1078,1.5963,6.2574,0,0,0,0,0,0
0,22990000,5759,39.0,6.52412,0.821657,1.32421,-4.9517,-0.2907,0,0,0,0,0,0
0,22990000,737,5.0,12.2052,10.906,1.54807,-6.6673,-2.0062,0,0,0,0,0,0
0,22990000,729,5.0,10.735,9.39438,15.8819,-1.6592,3.0018,0,0,0,0,0,0
0,22990000,7635,51.0,1.35984,7.19162,1.95278,0.4251,5.0862,0,0,0,0,0,0
0,22990000,734,5.0,11.5856,10.2473,1.18711,-6.4915,-1.8304,0,0,0,0,0,0
0,22990000,7640,51.0,0.38576,8.12444,1.72052,-0.721,3.9401,0,0,0,0,0,0
0,22990000,7639,51.0,16.0175,7.7788,1.78584,-1.6424,3.0187,0,0,0,0,0,0
0,22990000,7638,51.0,0.451095,7.45768,1.69917,1.9116,6.5726,0,0,0,0,0,0
0,22990000,7636,51.0,1.00035,7.11361,1.83639,1.0454,5.7065,0,0,0,0,0,0
0,22990000,7637,51.0,0.7586,7.39958,1.92951,-2.456,2.2051,0,0,0,0,0,0
0,22990000,968,7.0,13.1054,4.32094,11.8927,1.8644,6.5255,0,0,0,0,0,0
0,22990000,736,5.0,12.0466,10.5601,1.48254,-8.858,-4.1969,0,0,0,0,0,0
0,22990000,6423,43.0,4.17262,13.7622,12.6025,-7.1861,-2.5251,0,0,0,0,0,0
0,22990000,7646,51.0,1.05745,9.14289,1.15099,4.9982,9.6593,0,0,0,0,0,0
0,22990000,5057,34.0,11.4266,2.87579,5.13637,-0.9544,3.7066,0,0,0,0,0,0
0,22990000,4029,27.0,4.78423,10.9418,8.5018,-1.0021,3.659,0,0,0,0,0,0
0,22990000,4032,27.0,3.88591,11.2644,8.80542,7.2252,11.8863,0,0,0,0,0,0
0,22990000,5058,34.0,11.2933,2.72461,4.80529,1.8886,6.5497,0,0,0,0,0,0
0,22990000,5056,34.0,11.574,3.22872,5.09364,-1.0696,3.5914,0,0,0,0,0,0
0,22990000,7605,51.0,8.33666,9.22238,0.868699,6.9284,11.5894,0,0,0,0,0,0
0,22990000,4028,27.0,4.91647,10.9455,8.87498,-1.8697,2.7913,0,0,0,0,0,0
0,22990000,7641,51.0,15.9462,8.43726,1.80365,-4.8814,-0.2204,0,0,0,0,0,0
0,22990000,7642,51.0,16.0989,8.76976,1.6477,0.2734,4.9345,0,0,0,0,0,0
0,22990000,2095,14.0,16.0155,1.43788,15.5784,-2.2736,2.3874,0,0,0,0,0,0
0,22990000,8325,56.0,7.51101,3.00057,12.4564,8.4346,13.0957,0,0,0,0,0,0
0,22990000,5796,39.0,2.71346,7.6093,12.8014,-1.9206,2.7405,0,0,0,0,0,0
0,22990000,7631,51.0,2.1347,6.71182,1.0983,7.5604,12.2215,0,0,0,0,0,0
0,22990000,7645,51.0,0.70831,9.31904,1.21225,-1.0431,3.6179,0,0,0,0,0,0
0,22990000,7644,51.0,0.426968,9.09899,1.06721,1.8093,6.4704,0,0,0,0,0,0
0,22990000,7643,51.0,16.1323,8.76417,1.25224,0.2318,4.8929,0,0,0,0,0,0
0,22990000,3002,21.0,1.00088,7.34901,5.52342,-10.4128,-5.7518,0,0,0,0,0,0
0,22990000,4030,27.0,4.45514,11.1443,8.46499,5.0246,9.6856,0,0,0,0,0,0
0,22990000,5751,39.0,4.894,15.7425,15.4973,2.623,7.2841,0,0,0,0,0,0
0,22990000,7614,51.0,6.28724,7.67001,15.2939,-1.8405,2.8206,0,0,0,0,0,0
0,22990000,706,5.0,6.97711,4.38589,12.6305,0.0947,4.7558,0,0,0,0,0,0
0,22990000,7617,51.0,5.68633,7.17209,14.5954,7.698,12.359,0,0,0,0,0,0
0,22990000,3001,21.0,0.988151,6.96193,5.47597,-22.1534,-17.4924,0,0,0,0,0,0
0,22990000,2570,18.0,9.55185,4.79229,10.6825,-5.8786,-1.2175,0,0,0,0,0,0
0,22990000,5401,37.0,3.75386,1.16999,0.367876,-11.4836,-6.8225,0,0,0,0,0,0
0,22990000,5402,37.0,3.76955,1.35974,15.797,-2.1775,2.4835,0,0,0,0,0,0
0,22990000,5406,37.0,4.15286,2.40316,15.1683,5.0338,9.6948,0,0,0,0,0,0
0,22990000,7613,51.0,6.65994,7.78072,15.2798,-6.6581,-1.9971,0,0,0,0,0,0
0,22990000,5405,37.0,4.05853,2.22606,15.5107,11.2944,15.9555,0,0,0,0,0,0
0,22990000,5404,37.0,3.8616,1.90968,15.4685,18.3219,22.9829,0,0,0,0,0,0
0,22990000,5403,37.0,3.91017,1.7216,15.8028,-3.4392,1.2219,0,0,0,0,0,0
0,22990000,7620,51.0,4.781,6.95048,14.9766,-6.9974,-2.3364,0,0,0,0,0,0
0,22990000,7615,51.0,6.13934,7.56933,14.9354,1.4824,6.1435,0,0,0,0,0,0
0,22990000,7616,51.0,5.84137,7.30513,14.9297,4.6841,9.3452,0,0,0,0,0,0
0,22990000,7600,51.0,9.18397,10.1597,1.92231,-13.9081,-9.2471,0,0,0,0,0,0
0,22990000,7601,51.0,9.11422,10.0075,1.5652,-9.059,-4.3979,0,0,0,0,0,0
0,22990000,4031,27.0,4.20557,11.0405,8.74927,10.1969,14.858,0,0,0,0,0,0
0,22990000,5793,39.0,3.05528,6.9373,13.2281,-4.6053,0.0557,0,0,0,0,0,0
0,22990000,5791,39.0,2.96924,6.36586,13.5542,-5.9788,-1.3177,0,0,0,0,0,0
0,22990000,2571,18.0,9.53638,4.40774,10.6111,-0.0537,4.6073,0,0,0,0,0,0
0,22990000,7602,51.0,8.8262,9.75746,1.56537,-10.1921,-5.5311,0,0,0,0,0,0
0,22990000,8218,55.0,6.97047,1.81703,2.02082,7.0493,11.7103,0,0,0,0,0,0
0,22990000,7604,51.0,8.45882,9.35137,1.19477,6.3624,11.0234,0,0,0,0,0,0
0,22990000,7599,51.0,9.51703,10.3615,1.9576,-12.6511,-7.99,0,0,0,0,0,0
0,22990000,7603,51.0,8.73772,9.62623,1.20366,-11.0679,-6.4069,0,0,0,0,0,0
0,22990000,5792,39.0,3.03354,6.75374,13.5771,-6.4387,-1.7776,0,0,0,0,0,0
0,22990000,5795,39.0,3.07003,7.52044,12.9372,5.6932,10.3543,0,0,0,0,0,0
0,22990000,7632,51.0,2.03288,6.6657,1.46943,2.5171,7.1781,0,0,0,0,0,0
0,22990000,8327,56.0,7.22062,2.85712,11.8917,0.6765,5.3375,0,0,0,0,0,0
0,22990000,8326,56.0,7.36133,2.71446,12.2343,4.4518,9.1128,0,0,0,0,0,0
0,22990000,8236,55.0,11.9444,4.23338,2.71775,-0.4519,4.2091,0,0,0,0,0,0
0,22990000,5425,37.0,4.88215,5.82914,16.0906,-4.8848,-0.2238,0,0,0,0,0,0
0,22990000,5423,37.0,4.23479,5.96507,0.425705,2.8151,7.4761,0,0,0,0,0,0
0,22990000,5424,37.0,4.60711,6.08908,0.391453,-3.1005,1.5606,0,0,0,0,0,0
0,22990000,5416,37.0,2.8627,4.84883,15.8098,13.209,17.8701,0,0,0,0,0,0
0,22990000,5781,39.0,4.47188,4.96128,15.7284,-4.2452,0.4159,0,0,0,0,0,0
0,22990000,5782,39.0,4.11549,5.12036,15.7163,1.5167,6.1777,0,0,0,0,0,0
0,22990000,6057,41.0,13.7616,16.0732,5.68997,-6.5417,-1.8806,0,0,0,0,0,0
0,22990000,5426,37.0,5.22086,5.98984,16.0194,-2.1539,2.5071,0,0,0,0,0,0
0,22990000,6299,42.0,1.23355,11.4414,6.79475,-2.53,2.1311,0,0,0,0,0,0
0,22990000,6300,42.0,1.57392,11.2611,6.73537,-21.3527,-16.6916,0,0,0,0,0,0
0,22990000,5420,37.0,3.43768,5.76793,0.424238,0.6083,5.2693,0,0,0,0,0,0
0,22990000,5421,37.0,3.6418,6.0123,0.658873,-0.3276,4.3335,0,0,0,0,0,0
0,22990000,6089,41.0,9.01857,10.4857,0.53254,1.3485,6.0095,0,0,0,0,0,0
0,22990000,5422,37.0,3.94675,6.2116,0.495586,5.117,9.7781,0,0,0,0,0,0
0,22990000,5436,37.0,7.79111,6.97135,1.45784,2.5859,7.247,0,0,0,0,0,0
0,22990000,5441,37.0,8.77796,7.89359,2.45515,-8.8453,-4.1842,0,0,0,0,0,0
0,22990000,6055,41.0,13.6292,0.732763,5.22867,-5.4265,-0.7654,0,0,0,0,0,0
0,22990000,5779,39.0,4.87723,4.61432,16.1046,4.2976,8.9586,0,0,0,0,0,0
0,22990000,5780,39.0,4.54469,4.81825,16.0822,-2.1412,2.5198,0,0,0,0,0,0
0,22990000,6295,42.0,0.360453,12.062,6.96215,-0.6987,3.9624,0,0,0,0,0,0
0,22990000,5784,39.0,3.68166,5.30204,15.2359,0.6078,5.2688,0,0,0,0,0,0
0,22990000,6294,42.0,15.9665,12.1522,7.31001,0.9397,5.6008,0,0,0,0,0,0
0,22990000,5466,37.0,14.2745,11.6931,6.71997,3.4512,8.1122,0,0,0,0,0,0
0,22990000,6296,42.0,0.718531,11.9028,6.97281,1.4824,6.1435,0,0,0,0,0,0
0,22990000,6297,42.0,0.76188,11.5851,7.19932,2.1042,6.7653,0,0,0,0,0,0
0,22990000,5778,39.0,4.95067,4.46168,0.681779,9.0155,13.6765,0,0,0,0,0,0
0,22990000,6056,41.0,13.8876,0.465766,5.3604,-7.6878,-3.0267,0,0,0,0,0,0
0,22990000,5783,39.0,4.05087,5.21492,15.352,-0.4275,4.2336,0,0,0,0,0,0
0,22990000,4747,32.0,2.0226,5.35469,15.1049,-1.041,3.6201,0,0,0,0,0,0
0,22990000,8888,60.0,8.4301,7.67992,11.7721,0.756,5.4171,0,0,0,0,0,0
0,22990000,4745,32.0,2.35952,5.91849,15.0775,-1.5223,3.1388,0,0,0,0,0,0
0,22990000,8890,60.0,8.06673,7.33115,11.3184,-6.2632,-1.6021,0,0,0,0,0,0
0,22990000,6051,41.0,13.9292,0.761728,3.95518,1.2397,5.9008,0,0,0,0,0,0
0,22990000,6053,41.0,13.8489,0.739084,4.61531,-1.1085,3.5525,0,0,0,0,0,0
0,22990000,5427,37.0,5.48689,5.73885,15.902,-2.8445,1.8166,0,0,0,0,0,0
0,22990000,8235,55.0,11.8752,4.16051,2.3334,-1.9516,2.7094,0,0,0,0,0,0
0,22990000,5411,37.0,4.16455,3.86519,15.8552,1.0666,5.7277,0,0,0,0,0,0
0,22990000,8233,55.0,11.22,4.11569,2.30262,-1.3002,3.3608,0,0,0,0,0,0
0,22990000,6891,46.0,6.00863,13.7266,5.58921,1.0971,5.7582,0,0,0,0,0,0
0,22990000,4740,32.0,3.44028,6.69112,14.561,-3.5782,1.0828,0,0,0,0,0,0
0,22990000,8234,55.0,11.5377,4.30772,2.19499,-3.4703,1.1908,0,0,0,0,0,0
0,22990000,4695,32.0,12.9479,12.0906,3.83676,-3.22,1.4411,0,0,0,0,0,0
0,22990000,5433,37.0,6.98953,6.49396,1.07275,-8.3721,-3.711,0,0,0,0,0,0
0,22990000,8889,60.0,8.17028,7.67629,11.4861,-5.1077,-0.4467,0,0,0,0,0,0
0,22990000,5465,37.0,13.94,11.5479,6.82337,-2.2184,2.4427,0,0,0,0,0,0
0,22990000,6288,42.0,14.3627,12.61,7.86773,5.6346,10.2956,0,0,0,0,0,0
0,22990000,5464,37.0,13.7008,11.5403,6.50855,-2.1065,2.5545,0,0,0,0,0,0
0,22990000,5777,39.0,4.84063,4.09505,0.744741,6.3384,10.9994,0,0,0,0,0,0
0,22990000,5431,37.0,6.51743,6.25709,0.737036,-4.0572,0.6039,0,0,0,0,0,0
0,22990000,5429,37.0,6.00265,6.03137,0.425538,-1.4177,3.2433,0,0,0,0,0,0
0,22990000,5428,37.0,5.85994,5.88732,15.8921,-0.4019,4.2592,0,0,0,0,0,0
0,22990000,5430,37.0,6.37458,6.15497,0.39336,-11.1674,-6.5063,0,0,0,0,0,0
0,22990000,416,3.0,12.9447,14.9191,4.15936,-6.3993,-1.7383,0,0,0,0,0,0
0,22990000,5432,37.0,6.85604,6.44071,0.705561,-6.4105,-1.7495,0,0,0,0,0,0
0,22990000,414,3.0,13.487,15.1859,4.43601,4.1922,8.8533,0,0,0,0,0,0
0,22990000,419,3.0,12.352,14.269,3.73784,-1.1458,3.5153,0,0,0,0,0,0
0,22990000,415,3.0,13.2046,14.9145,4.44377,-7.9412,-3.2801,0,0,0,0,0,0
0,22990000,418,3.0,12.4895,14.6153,3.82471,-2.761,1.9001,0,0,0,0,0,0
0,22990000,417,3.0,12.7432,14.5803,4.12195,-4.3928,0.2683,0,0,0,0,0,0
0,22990000,6043,41.0,14.3751,14.6548,2.63281,-3.039,1.622,0,0,0,0,0,0
0,22990000,6229,42.0,7.05353,7.65951,1.25226,0.398,5.059,0,0,0,0,0,0
0,22990000,4696,32.0,12.8656,12.0482,3.46726,-2.2066,2.4545,0,0,0,0,0,0
0,22990000,5455,37.0,11.5304,10.2416,5.04875,-9.9683,-5.3072,0,0,0,0,0,0
0,22990000,5456,37.0,11.7802,10.5251,5.1533,-2.6652,1.9959,0,0,0,0,0,0
0,22990000,5442,37.0,9.07492,8.13943,2.39578,-3.1075,1.5536,0,0,0,0,0,0
0,22990000,8242,55.0,13.3262,2.95215,2.48049,-4.2468,0.4143,0,0,0,0,0,0
0,22990000,4735,32.0,4.18902,5.94898,13.6983,3.0975,7.7585,0,0,0,0,0,0
0,22990000,5417,37.0,3.07844,5.11668,15.9744,3.171,7.8321,0,0,0,0,0,0
0,22990000,4737,32.0,3.97035,6.26063,14.2142,-1.8378,2.8233,0,0,0,0,0,0
0,22990000,4736,32.0,4.26059,6.23735,13.9425,-2.0085,2.6526,0,0,0,0,0,0
0,22990000,5450,37.0,10.7079,9.54785,3.81971,-5.9866,-1.3255,0,0,0,0,0,0
0,22990000,5451,37.0,10.7792,9.65237,4.19301,-13.8202,-9.1592,0,0,0,0,0,0
0,22990000,5452,37.0,11.1055,9.86038,4.24332,-7.4827,-2.8217,0,0,0,0,0,0
0,22990000,5449,37.0,10.3743,9.34202,3.80015,-13.5721,-8.911,0,0,0,0,0,0
0,22990000,5448,37.0,10.2491,9.21476,3.45147,-3.8542,0.8069,0,0,0,0,0,0
0,22990000,5454,37.0,11.4518,10.2082,4.66611,-9.3517,-4.6907,0,0,0,0,0,0
0,22990000,5453,37.0,11.1693,9.94426,4.61023,-10.4492,-5.7882,0,0,0,0,0,0
0,22990000,5437,37.0,7.88892,7.114,1.81884,-5.3559,-0.6949,0,0,0,0,0,0
0,22990000,5419,37.0,3.13261,5.62088,0.600447,2.8312,7.4923,0,0,0,0,0,0
0,22990000,6293,42.0,15.6106,12.2965,7.2686,-4.6518,0.0092,0,0,0,0,0,0
0,22990000,4748,32.0,1.74086,5.49008,14.8689,-1.394,3.267,0,0,0,0,0,0
0,22990000,5459,37.0,12.4637,10.7215,5.85885,4.8834,9.5444,0,0,0,0,0,0
0,22990000,5458,37.0,12.1992,10.801,5.57351,-6.3285,-1.6675,0,0,0,0,0,0
0,22990000,5457,37.0,11.9721,10.4838,5.50769,1.7484,6.4094,0,0,0,0,0,0
0,22990000,5460,37.0,12.6953,11.0394,5.94984,3.6495,8.3106,0,0,0,0,0,0
0,22990000,6289,42.0,14.6569,12.8103,8.03262,5.1013,9.7623,0,0,0,0,0,0
0,22990000,6291,42.0,15.1197,12.6017,7.57606,6.1882,10.8493,0,0,0,0,0,0
0,22990000,4746,32.0,2.19913,5.63417,15.2982,-1.5535,3.1075,0,0,0,0,0,0
0,22990000,3304,23.0,7.85204,0.909812,11.367,-1.0609,3.6002,0,0,0,0,0,0
0,22990000,5438,37.0,8.22383,7.33238,1.78138,-3.9092,0.7519,0,0,0,0,0,0
0,22990000,6292,42.0,15.4645,12.4365,7.59376,2.1617,6.8227,0,0,0,0,0,0
0,22990000,8237,55.0,12.3032,4.1574,2.83184,0.1135,4.7745,0,0,0,0,0,0
0,22990000,3302,23.0,7.68787,0.429503,11.786,-0.8162,3.8449,0,0,0,0,0,0
0,22990000,3301,23.0,7.75539,15.8537,11.9248,-15.2631,-10.602,0,0,0,0,0,0
0,22990000,3303,23.0,7.83896,0.516464,11.422,3.7445,8.4056,0,0,0,0,0,0
0,22990000,6882,46.0,3.49243,13.9404,7.0708,-3.0384,1.6227,0,0,0,0,0,0
0,22990000,6290,42.0,15.0089,12.69,7.94548,7.6098,12.2708,0,0,0,0,0,0
0,22990000,6884,46.0,4.05343,13.8021,6.76889,-5.9871,-1.3261,0,0,0,0,0,0
0,22990000,5440,37.0,8.67913,7.71113,2.12017,-10.2022,-5.5411,0,0,0,0,0,0
0,22990000,6048,41.0,14.5367,15.8968,3.54174,-0.4217,4.2393,0,0,0,0,0,0
0,22990000,4743,32.0,2.64511,6.51333,15.1283,0.9994,5.6604,0,0,0,0,0,0
0,22990000,6047,41.0,14.4438,15.5983,3.29899,4.4112,9.0722,0,0,0,0,0,0
0,22990000,6227,42.0,7.54546,7.97748,1.49246,0.2278,4.8888,0,0,0,0,0,0
0,22990000,6045,41.0,14.7064,15.1398,2.89238,-6.102,-1.4409,0,0,0,0,0,0
0,22990000,6046,41.0,14.7543,15.393,3.18966,-6.7904,-2.1293,0,0,0,0,0,0
0,22990000,6888,46.0,5.10704,13.8652,6.06712,2.1255,6.7866,0,0,0,0,0,0
0,22990000,6890,46.0,5.73326,13.8535,5.84558,-3.6139,1.0471,0,0,0,0,0,0
0,22990000,5445,37.0,9.45602,8.76208,3.08003,-7.886,-3.2249,0,0,0,0,0,0
0,22990000,5447,37.0,9.90424,9.03473,3.47976,-9.577,-4.9159,0,0,0,0,0,0
0,22990000,5446,37.0,9.80741,8.92772,3.11683,-5.0001,-0.339,0,0,0,0,0,0
0,22990000,6887,46.0,4.7217,13.8527,6.02683,-2.1924,2.4686,0,0,0,0,0,0
0,22990000,6889,46.0,5.35787,13.8115,5.75585,2.8677,7.5288,0,0,0,0,0,0
0,22990000,5443,37.0,9.14333,8.31037,2.72882,-1.3339,3.3272,0,0,0,0,0,0
0,22990000,5444,37.0,9.44068,8.54996,2.74687,-1.8478,2.8133,0,0,0,0,0,0
0,22990000,6886,46.0,4.56302,13.8624,6.38445,-6.3558,-1.6947,0,0,0,0,0,0
0,22990000,6885,46.0,4.18948,13.7758,6.40533,-4.2524,0.4086,0,0,0,0,0,0
0,22990000,6049,41.0,14.2066,16.0857,3.60381,1.9962,6.6573,0,0,0,0,0,0
0,22990000,6228,42.0,7.34618,7.89856,1.17616,0.5428,5.2038,0,0,0,0,0,0
0,22990000,6054,41.0,13.7403,0.954124,4.91829,-3.9206,0.7405,0,0,0,0,0,0
0,22990000,6230,42.0,6.89413,7.53967,0.908145,2.9129,7.574,0,0,0,0,0,0
0,22990000,5414,37.0,3.3704,4.48584,15.8645,10.1624,14.8235,0,0,0,0,0,0
0,22990000,6879,46.0,2.56731,13.854,7.4026,-0.7031,3.9579,0,0,0,0,0,0
0,22990000,5439,37.0,8.36431,7.46588,2.13216,-7.9824,-3.3214,0,0,0,0,0,0
0,22990000,6880,46.0,2.90679,14.0449,7.32258,-3.695,0.9661,0,0,0,0,0,0
0,22990000,6881,46.0,3.11699,13.8441,7.06084,-4.7828,-0.1218,0,0,0,0,0,0
0,22990000,5434,37.0,7.34849,6.64955,1.10155,-7.3996,-2.7385,0,0,0,0,0,0
0,22990000,5462,37.0,13.1531,11.3386,6.26257,-4.7402,-0.0792,0,0,0,0,0,0
0,22990000,5463,37.0,13.3548,11.3904,6.59481,-4.3027,0.3583,0,0,0,0,0,0
0,22990000,5461,37.0,12.8679,11.0819,6.29393,3.6184,8.2794,0,0,0,0,0,0
0,22990000,6883,46.0,3.66363,13.7525,6.77455,-3.2956,1.3655,0,0,0,0,0,0
0,22990000,6286,42.0,13.7207,12.5298,7.73341,2.3821,7.0431,0,0,0,0,0,0
0,22990000,6225,42.0,7.8313,8.40385,1.88356,-11.9719,-7.3109,0,0,0,0,0,0
0,22990000,6224,42.0,8.0477,8.72316,1.90288,-8.7737,-4.1127,0,0,0,0,0,0
0,22990000,5785,39.0,3.63891,5.42916,14.8809,-4.0505,0.6105,0,0,0,0,0,0
0,22990000,4742,32.0,2.97817,6.45836,14.935,0.5852,5.2462,0,0,0,0,0,0
0,22990000,6287,42.0,13.999,12.783,7.84699,2.7977,7.4587,0,0,0,0,0,0
0,22990000,4744,32.0,2.53666,6.18431,15.2962,-3.024,1.637,0,0,0,0,0,0
0,22990000,8239,55.0,12.748,3.69947,2.86123,-1.6766,2.9844,0,0,0,0,0,0
0,22990000,4749,32.0,1.48148,5.21122,14.799,-1.8099,2.8512,0,0,0,0,0,0
0,22990000,5418,37.0,2.88731,5.40676,0.365146,-1.893,2.7681,0,0,0,0,0,0
0,22990000,4741,32.0,3.12847,6.77089,14.7746,-5.7178,-1.0567,0,0,0,0,0,0
0,22990000,5468,37.0,14.8643,11.894,6.92387,-0.9036,3.7574,0,0,0,0,0,0
0,22990000,5415,37.0,3.06412,4.56466,15.6124,14.516,19.1771,0,0,0,0,0,0
0,22990000,5467,37.0,14.542,11.6857,7.01058,-4.1731,0.4879,0,0,0,0,0,0
0,22990000,6044,41.0,14.4128,14.8877,2.93904,-4.132,0.5291,0,0,0,0,0,0
0,22990000,6090,41.0,8.94602,10.1216,0.417686,-6.7286,-2.0676,0,0,0,0,0,0
0,22990000,6052,41.0,13.8659,0.951019,4.28102,1.4003,6.0613,0,0,0,0,0,0
0,22990000,6050,41.0,14.2439,0.53115,3.92431,0.1908,4.8518,0,0,0,0,0,0
0,22990000,6298,42.0,1.12396,11.4266,7.16892,0.0851,4.7461,0,0,0,0,0,0
0,22990000,8891,60.0,7.78305,7.31914,11.0477,-3.7079,0.9531,0,0,0,0,0,0
0,22990000,5786,39.0,3.27494,5.48241,14.7602,-6.0108,-1.3498,0,0,0,0,0,0
0,22990000,6226,42.0,7.69377,8.33143,1.52388,-4.5161,0.1449,0,0,0,0,0,0
0,22990000,8238,55.0,12.381,3.78107,2.7734,0.3531,5.0142,0,0,0,0,0,0
0,22990000,1092,8.0,16.0497,13.5263,2.81074,-3.2567,1.4043,0,0,0,0,0,0
0,22990000,4734,32.0,4.45406,5.90067,13.4292,-1.231,3.43,0,0,0,0,0,0
0,22990000,4729,32.0,5.98563,6.15446,13.5897,-1.9734,2.6877,0,0,0,0,0,0
0,22990000,1200,8.0,3.37508,2.01991,11.8644,-15.054,-10.393,0,0,0,0,0,0
0,22990000,4210,29.0,7.70775,7.93653,13.6092,4.317,8.9781,0,0,0,0,0,0
0,22990000,1198,8.0,3.23495,2.51093,11.4535,5.6421,10.3032,0,0,0,0,0,0
0,22990000,4214,29.0,8.51492,8.65793,14.3531,-9.8661,-5.205,0,0,0,0,0,0
0,22990000,4213,29.0,8.32846,8.60689,14.0085,-8.753,-4.0919,0,0,0,0,0,0
0,22990000,1197,8.0,2.8632,2.51372,11.5938,-3.0865,1.5745,0,0,0,0,0,0
0,22990000,1196,8.0,2.6193,2.58695,11.2994,-0.7766,3.8844,0,0,0,0,0,0
0,22990000,1199,8.0,3.49927,2.36501,11.7236,-0.3955,4.2655,0,0,0,0,0,0
0,22990000,4732,32.0,5.10246,5.77953,13.3127,1.7956,6.4567,0,0,0,0,0,0
0,22990000,4900,33.0,14.5414,0.644273,13.4739,-1.3806,3.2804,0,0,0,0,0,0
0,22990000,4211,29.0,8.01298,8.18988,13.627,-1.5531,3.1079,0,0,0,0,0,0
0,22990000,4731,32.0,5.46181,5.80978,13.4307,3.0202,7.6812,0,0,0,0,0,0
0,22990000,5894,40.0,3.29488,10.2216,9.90968,-4.5474,0.1137,0,0,0,0,0,0
0,22990000,4728,32.0,6.09162,6.47902,13.803,-2.1595,2.5016,0,0,0,0,0,0
0,22990000,4727,32.0,6.46375,6.45654,13.9367,-3.0569,1.6041,0,0,0,0,0,0
0,22990000,4730,32.0,5.59927,6.16021,13.522,-2.5321,2.1289,0,0,0,0,0,0
0,22990000,4726,32.0,6.58362,6.81193,14.068,-7.4361,-2.775,0,0,0,0,0,0
0,22990000,4495,30.0,14.8055,8.23715,1.32246,0.1801,4.8412,0,0,0,0,0,0
0,22990000,3309,23.0,8.00506,1.74146,9.97583,-1.0823,3.5788,0,0,0,0,0,0
0,22990000,6284,42.0,13.3189,12.0318,7.8983,9.211,13.872,0,0,0,0,0,0
0,22990000,4733,32.0,4.81914,5.88518,13.5595,3.2167,7.8777,0,0,0,0,0,0
0,22990000,4209,29.0,7.54877,7.84336,13.2801,6.2196,10.8806,0,0,0,0,0,0
0,22990000,4491,30.0,14.7897,9.08239,2.08795,6.0396,10.7006,0,0,0,0,0,0
0,22990000,4492,30.0,14.7638,8.83082,1.78758,5.8755,10.5365,0,0,0,0,0,0
0,22990000,4494,30.0,15.0422,8.26026,1.63526,3.503,8.164,0,0,0,0,0,0
0,22990000,3308,23.0,7.89043,1.71971,10.3571,-0.0693,4.5917,0,0,0,0,0,0
0,22990000,4493,30.0,14.8807,8.47271,1.92438,5.5806,10.2416,0,0,0,0,0,0
0,22990000,4500,30.0,16.0449,7.65499,16.1438,-18.1424,-13.4813,0,0,0,0,0,0
0,22990000,5165,35.0,1.31097,8.61087,6.31096,7.5331,12.1941,0,0,0,0,0,0
0,22990000,5164,35.0,1.32099,8.29911,6.53269,1.3611,6.0221,0,0,0,0,0,0
0,22990000,5221,35.0,12.356,0.565539,0.948822,-2.2775,2.3835,0,0,0,0,0,0
0,22990000,4496,30.0,14.9396,8.02309,1.01115,-3.5429,1.1181,0,0,0,0,0,0
0,22990000,5169,35.0,2.32146,9.16022,6.64077,2.1059,6.767,0,0,0,0,0,0
0,22990000,3307,23.0,7.93049,1.36379,10.4857,5.2062,9.8672,0,0,0,0,0,0
0,22990000,4497,30.0,15.3158,8.07681,0.912231,-5.3501,-0.689,0,0,0,0,0,0
0,22990000,6871,46.0,0.404112,14.5141,8.7584,20.4333,25.0943,0,0,0,0,0,0
0,22990000,5891,40.0,3.76265,11.1071,9.91708,-3.6498,1.0113,0,0,0,0,0,0
0,22990000,4899,33.0,14.761,0.908903,13.6541,-0.9995,3.6615,0,0,0,0,0,0
0,22990000,5216,35.0,11.719,15.4054,15.561,-2.8915,1.7695,0,0,0,0,0,0
0,22990000,3306,23.0,7.90226,1.34442,10.8851,3.5549,8.216,0,0,0,0,0,0
0,22990000,4711,32.0,9.7131,9.44295,0.915525,0.8508,5.5119,0,0,0,0,0,0
0,22990000,6869,46.0,15.7429,14.7335,9.09541,0.7013,5.3624,0,0,0,0,0,0
0,22990000,4216,29.0,8.92993,9.05638,14.6562,-9.3321,-4.6711,0,0,0,0,0,0
0,22990000,4215,29.0,8.74422,8.97496,14.3218,-10.9692,-6.3082,0,0,0,0,0,0
0,22990000,4217,29.0,9.20489,9.34123,14.6395,-6.937,-2.2759,0,0,0,0,0,0
0,22990000,4218,29.0,9.278,9.44545,15.005,-4.511,0.1501,0,0,0,0,0,0
0,22990000,6872,46.0,0.804662,14.519,8.68579,-0.139,4.522,0,0,0,0,0,0
0,22990000,6870,46.0,16.0994,14.8153,8.95841,11.0681,15.7292,0,0,0,0,0,0
0,22990000,6241,42.0,3.87607,7.0639,0.928377,5.7685,10.4295,0,0,0,0,0,0
