step,t,atom_id,mol,x,y,z,ent,p2,q2,q4,q6,q8,q10,v,nfaces,h,ent_category,S_i,S_band1,S_band2,S_band3,S_band4,S_band5,S_band6,Cluster_Label
1580,15800000,1871,13,15.691698,12.410067,0.634208,-5.36,-0.0902,0.0689988562965499,0.11892882891181,0.0906375258294117,0.0402689123928089,0.0539542139153597,0.551489,20,2.25120196078431,0,-4.649,-4.81866666666667,-4.52433333333333,-5.2763,-4.69775,-5.3752,-5.52397014925373,0
1580,15800000,1872,13,0.227297,12.320467,0.5067,-5.233,-0.122,0.0536490152222981,0.135570499718213,0.082993342844552,0.046932898352261,0.0527956422374768,0.697268,19,1.58332592592593,0,-4.852,-5.03066666666667,-5.34325,-4.96,-5.23035,-5.14934146341463,-5.51866666666667,0
1580,15800000,1873,13,0.534794,12.459967,0.717278,-5.258,-0.0843,0.0547236180174055,0.140738162663335,0.107420334428354,0.0373300418244024,0.0456314864708426,0.4608,15,0.982969090909091,0,-5.438,-4.9395,-4.9125,-5.36308333333333,-5.13475,-5.30078378378379,-5.60732608695652,0
1580,15800000,1874,13,0.861538,12.374667,0.542938,-5.138,-0.0624,0.0354271248737033,0.154194472661553,0.0959101149306402,0.0328846574278825,0.0452480890836669,0.529305,16,0.695391803278689,0,-5.005,-4.49733333333333,-5.6865,-5.42194117647059,-5.0891724137931,-5.19341379310345,-5.20392156862745,0
1580,15800000,1875,13,1.172188,12.562567,0.693498,-5.206,-0.0886,0.0469335685117275,0.127446997810083,0.0774096389973318,0.0360210975375318,0.0460435506595561,0.41212,15,-0.179801724137931,0,-5.027,-5.0795,-5.65928571428572,-4.85825,-5.72564,-5.09283333333333,-5.33390740740741,0
1580,15800000,1876,13,1.314798,12.466367,1.047918,-5.379,0.2675,0.0415369404631545,0.0948196568101661,0.0635512554036042,0.0372896062634755,0.0522101414803413,0.417971,15,-0.318375,0,-3.613,-5.1525,-5.55185714285714,-5.09166666666667,-5.49917391304348,-5.50917647058824,-5.47598245614035,0
1580,15800000,1877,13,1.465878,12.101067,1.052128,-5.424,0.2805,0.0465836953498329,0.109677810257476,0.0817750287852317,0.0483764744491299,0.0546166885195403,0.430431,17,-0.0808323529411764,0,-6.262,-4.2275,-5.58785714285714,-5.07315789473684,-5.5564,-5.3571875,-5.95917741935484,0
1580,15800000,1878,13,1.537918,12.003067,1.419948,-5.661,0.2061,0.0429994648534488,0.103394216853089,0.071475084799371,0.0383338244900737,0.0416196599227829,0.473205,19,-0.16305671641791,0,-4.316,-4.70925,-5.2754,-5.29984615384615,-5.23926923076923,-5.99688095238095,-6.05166071428571,0
1580,15800000,1879,13,1.743888,11.669567,1.475668,-5.717,0.3654,0.0426353172181475,0.124346936697996,0.0893688930366329,0.0501010630880178,0.0428906370984302,0.472697,15,-0.0290944444444444,0,-3.954,-4.98425,-4.30785714285714,-5.64665,-5.54936666666667,-6.04671111111111,-5.98267857142857,0
1580,15800000,1880,13,1.585438,11.346167,1.321768,-5.729,0.468,0.0315403167557259,0.146667046594726,0.0977560277057014,0.0587776620882079,0.0506285513536294,0.548141,18,0.375685915492958,0,-5.008,-3.92025,-5.751,-5.47373913043478,-5.3070303030303,-6.23183333333333,-5.83040677966102,0
1580,15800000,1881,13,1.769198,11.033567,1.487998,-5.84,0.5307,0.0241626714180474,0.138734226711337,0.105266730178335,0.0498851435936244,0.0498190940178784,0.400952,13,-0.222990410958904,1,-4.351,-4.62475,-5.31671428571429,-5.36685,-5.95012121212121,-6.02188636363636,-6.01048076923077,0
1580,15800000,1882,13,1.648788,10.671767,1.368738,-5.83,0.3956,0.0228237516545555,0.111688683065131,0.10121041904103,0.0543928487697536,0.0454434722618467,0.404208,15,0.103851388888889,1,-3.06,-5.39175,-6.04975,-5.24352380952381,-6.00613793103448,-5.93639024390244,-6.09587931034483,0
1580,15800000,1883,13,1.301028,10.544167,1.505498,-5.845,0.2879,0.0312982059340239,0.0992903000645213,0.0865446796168549,0.0601495150466788,0.048236887032352,0.500986,15,-0.0807294117647058,1,-6.477,-4.7405,-5.4958,-5.69008,-5.39748,-6.25846341463415,-5.97107142857143,0
1580,15800000,1884,13,1.157198,10.202567,1.378018,-5.776,0.2118,0.048079713718756,0.0863700405566716,0.0849401909055104,0.0721072475161153,0.0552991817442418,0.433761,18,-0.358789705882353,0,-5.731,-5.00875,-6.98566666666667,-5.664625,-5.28086956521739,-5.9060487804878,-6.06672058823529,0
1580,15800000,1885,13,0.796298,10.119467,1.523528,-5.757,0.1087,0.0406159267252303,0.0669719148447639,0.0706422538662089,0.0713602751882062,0.0586210996308018,0.452845,14,-0.0007,0,-5.82,-6.10325,-5.012,-5.96268181818182,-5.75234615384616,-5.38075,-5.9372027027027,0
1580,15800000,1886,13,0.603478,9.817267,1.353838,-5.657,-0.0109,0.0355247607574084,0.0748615254647592,0.0766530543429429,0.0772469058127318,0.0602809655485992,0.515779,15,-0.451406451612903,0,-4.678,-6.13875,-6.223,-5.99429166666667,-5.41083333333333,-5.39181395348837,-5.90498245614035,0
1580,15800000,1887,13,0.221151,9.811267,1.441878,-5.624,0.0378,0.0545118806557683,0.11479887907207,0.098386301976909,0.100340075948247,0.0779892269493762,0.546115,19,-0.166697101449275,0,-7.527,-5.325,-7.177,-5.75426315789474,-5.39844117647059,-5.407,-5.86294642857143,0
1580,15800000,1888,13,0.039959,9.492517,1.297608,-5.684,-0.1785,0.0487163962621651,0.0705287094344373,0.0945502870455038,0.0795530312133446,0.0667203426473257,0.530664,19,-0.27603768115942,0,-5.477,-6.76866666666667,-6.45325,-5.4899375,-5.38874285714286,-5.4171935483871,-6.13523529411765,0
1580,15800000,1889,13,15.513898,9.461127,1.441888,-5.635,-0.1004,0.0622335229294392,0.126469479875511,0.0984146132221365,0.06318005266117,0.0599720231815214,0.488581,18,0.299231147540984,0,-8.101,-6.38933333333333,-5.2565,-5.18045,-5.481375,-5.793,-5.52891836734694,0
1580,15800000,1890,13,15.477798,9.423507,1.825888,-5.603,0.1422,0.0624603498120695,0.138467540935739,0.09252493509283,0.0654001112118621,0.0656024486102598,0.513096,16,0.023446875,0,-7.699,-6.60666666666667,-5.4996,-5.13028571428571,-5.7954,-5.39170731707317,-5.47082,0
1580,15800000,1891,13,15.608298,9.077597,1.963168,-5.626,0.0844,0.0706155895456553,0.135884556756851,0.0861011041464288,0.0813816335788886,0.0681870689428657,0.500318,18,0.16474696969697,0,-5.992,-6.6365,-5.49275,-5.4366,-5.58525714285714,-5.273375,-5.84634545454545,0
1580,15800000,1892,13,15.613198,9.072167,2.361788,-5.626,0.1127,0.0540810846159523,0.118558641775485,0.0775225672959185,0.0673440522251353,0.0570244384298757,0.514623,17,0.4382671875,0,-5.727,-6.7005,-6.41766666666667,-5.86014285714286,-5.18338461538462,-5.31641025641026,-5.65411666666667,0
1580,15800000,1893,13,15.695798,8.713657,2.513378,-5.617,0.1129,0.0526815611276428,0.118357582091835,0.080046777756454,0.0599101608397033,0.0676787133521496,0.443252,14,0.76159,0,-5.019,-6.60366666666667,-6.0096,-5.974,-5.46327586206897,-5.03744186046512,-5.74014035087719,0
1580,15800000,1894,13,15.750598,8.711327,2.910358,-5.506,-0.0061,0.054575613202768,0.118666963241325,0.0852517829353676,0.0584328939240572,0.0632472011241708,0.445248,15,0.872348333333333,0,-8.092,-5.856,-6.02025,-5.75821052631579,-5.44079166666667,-5.19382978723404,-5.54004761904762,0
1580,15800000,1895,13,0.019757,8.368947,3.044618,-5.609,-0.1079,0.0510265259898465,0.118354535314466,0.0861661249601648,0.0574213641818985,0.0551677408767826,0.483626,17,1.11638275862069,0,-6.822,-6.47966666666667,-4.77666666666667,-5.81325,-5.81777777777778,-5.56701960784314,-5.49945614035088,0
1580,15800000,1896,13,0.016749,8.367937,3.433288,-5.597,-0.0804,0.0619378859146798,0.130386217386885,0.0865717045459602,0.0610310109676525,0.0546774299376514,0.666228,21,1.973085,0,-5.968,-4.99033333333333,-5.752,-5.30471428571429,-5.74796774193548,-5.58622916666667,-5.3998275862069,0
1580,15800000,1897,13,0.164876,8.682187,3.619118,-5.54,-0.0731,0.0529682797478309,0.113895964795758,0.0850759849021449,0.0569116178387165,0.0507978063244634,0.471675,13,1.52149655172414,0,-5.379,-4.92625,-5.38125,-5.87473333333333,-5.60281481481482,-5.61342857142857,-5.48353846153846,0
1580,15800000,1898,13,0.148239,8.714827,4.012658,-5.433,-0.1325,0.0447218037615931,0.094305664197444,0.0757392266945678,0.0462459658804354,0.0474969737896265,0.521349,15,2.30173272727273,0,-2.77,-4.62825,-5.6898,-5.45742857142857,-5.74445833333333,-5.51105769230769,-5.33398412698413,0
1580,15800000,1899,13,0.339485,8.478557,4.264808,-5.407,-0.2139,0.0446765421814285,0.0959839376493762,0.0749691955972835,0.0562826221651534,0.0547611453453303,0.562496,18,1.62137333333333,0,-4.145,-4.22725,-4.3158,-5.35238461538462,-6.01984375,-5.35720930232558,-5.39783870967742,0
1580,15800000,1900,13,0.283444,8.574947,4.640308,-5.386,-0.2824,0.0519113457372278,0.0884840651215784,0.0761435414792032,0.0561046115233507,0.0554927693045372,0.327909,14,1.91994262295082,0,-3.021,-4.1194,-4.56033333333333,-5.18933333333333,-5.88271875,-5.56819047619048,-5.31638709677419,0
1580,15800000,1901,13,0.556697,8.390647,4.854368,-5.39,-0.2623,0.0519786056669984,0.0762454831772156,0.0742588998284494,0.0500244603008236,0.0503086537133787,0.55208,18,1.33237076923077,0,-5.739,-3.77725,-4.10425,-5.28866666666667,-5.54538461538462,-5.73944444444445,-5.42502941176471,0
1580,15800000,1902,13,0.53933,8.548867,5.211518,-5.382,0.0195,0.0463795511738971,0.0716541077835545,0.0882350714446477,0.0485052782222679,0.0531592908038993,0.441487,14,1.02364927536232,0,-4.492,-4.40225,-4.18875,-4.8369,-5.29357575757576,-5.97428571428572,-5.462484375,0
1580,15800000,1903,13,0.19414,8.477267,5.376828,-5.284,0.0937,0.039893053711742,0.110565319418711,0.0862612564401388,0.0596656358752221,0.0536868316607072,0.383266,14,1.95273382352941,0,-3.451,-4.6625,-4.352,-4.85269565217391,-5.08206896551724,-5.59138235294118,-5.75113043478261,0
1580,15800000,1904,13,0.128806,8.717757,5.677498,-5.144,0.2192,0.0404621500581623,0.107634454810763,0.108261492332154,0.0597949000545007,0.054554515703119,0.420004,14,1.56989090909091,0,-5.398,-4.047,-4.75283333333333,-4.91677777777778,-4.93814705882353,-5.30981081081081,-5.65724137931035,0
1580,15800000,1905,13,15.601598,8.682727,5.812238,-5.044,0.2684,0.0373643440863229,0.124240115056141,0.107736605783894,0.0601937789921859,0.0542755503001771,0.446216,16,1.44503125,0,-4.198,-4.94866666666667,-5.39566666666667,-5.10265,-4.63417857142857,-4.80805128205128,-5.65247457627119,0
1580,15800000,1906,13,15.545698,8.936447,6.106678,-5.074,0.1799,0.042241064684315,0.136992340161077,0.135338720648114,0.0535431838898265,0.0551885996200537,0.444961,16,1.09837575757576,0,-5.686,-4.38233333333333,-5.7115,-4.83254545454545,-5.06960714285714,-4.770775,-5.49220895522388,0
1580,15800000,1907,13,15.169598,8.870477,6.202618,-5.087,0.2776,0.0348999412532556,0.131454450800703,0.135969088807288,0.0559166859310114,0.0511695915961931,0.442492,14,0.49055671641791,0,-3.762,-5.2205,-5.086,-4.74283333333333,-5.33374193548387,-4.98618421052632,-5.11917857142857,0
1580,15800000,1908,13,15.051298,9.139017,6.462378,-5.138,0.1544,0.0249247221641155,0.104758306642698,0.117886948760538,0.0487318087183428,0.0542292546542998,0.41868,15,0.961828571428572,0,-5.187,-4.951,-4.74444444444444,-4.8038125,-5.29824,-5.11426666666667,-5.40937704918033,0
1580,15800000,1909,13,14.665698,9.078667,6.548958,-5.145,0.2002,0.026569766237992,0.0938434485031727,0.109543463745326,0.0527631682081861,0.0486574315478691,0.443665,17,0.81894328358209,0,-5.811,-4.30425,-4.58566666666667,-5.16890909090909,-4.87711111111111,-5.11109756097561,-5.33206451612903,0
1580,15800000,1910,13,14.489298,9.297467,6.820238,-5.16,0.0624,0.0253607775706144,0.0782277520257537,0.102789259995243,0.0512008833369919,0.0520125527407714,0.436535,14,1.26238970588235,0,-4.545,-4.56225,-4.37433333333333,-5.11468,-5.39631818181818,-4.80604545454545,-5.60184745762712,0
1580,15800000,1911,13,14.110298,9.212177,6.840218,-5.125,0.1642,0.0274242990659282,0.0670675732600547,0.0966228253096023,0.0534799802759002,0.0527573012680828,0.423095,15,0.677575362318841,0,-3.723,-4.9635,-4.49633333333333,-4.99240909090909,-5.21303571428572,-5.00804347826087,-5.55767213114754,0
1580,15800000,1912,13,13.922198,9.529797,6.974938,-5.05,0.05,0.0443468136221369,0.0643140980791865,0.0813403070949661,0.0402246904739211,0.0484070331844342,0.515984,16,0.499401369863014,0,-3.528,-4.498,-3.5882,-5.36747619047619,-5.07522580645161,-5.17816,-5.30630909090909,0
1580,15800000,1913,13,13.532598,9.464667,6.994368,-5.037,-0.0654,0.0394998612941906,0.0631981359182229,0.0652749971248687,0.0394859868637203,0.0414719200499034,0.604797,20,0.832856,0,-5.97,-3.42575,-5.81566666666667,-4.95632,-5.30251724137931,-4.94065217391304,-5.29633333333333,0
1580,15800000,1914,13,13.405198,9.204847,7.250528,-5.133,-0.0249,0.045998669498687,0.0783213148835053,0.0646059968523702,0.0491909163729792,0.0461796727158566,0.423525,18,0.980988,0,-3.754,-4.62075,-5.427,-5.40535,-4.82789189189189,-5.21889189189189,-5.09586486486487,0
1580,15800000,1915,13,13.028298,9.092767,7.203198,-5.149,-0.1226,0.0221469624618837,0.0683429513093482,0.0635684571913817,0.0454676932511298,0.0491981200322556,0.407684,12,1.01206438356164,0,-2.698,-5.7065,-5.157,-5.34709090909091,-4.93472727272727,-5.30782926829268,-5.03744927536232,0
1580,15800000,1916,13,12.814198,9.011927,7.521948,-5.203,-0.0458,0.0112772978223111,0.088073585595529,0.053631724214329,0.0423818074482431,0.035425168237615,0.533495,20,0.984381081081081,0,-6.287,-4.10225,-5.6708,-5.30218518518519,-5.01830769230769,-5.16982051282051,-5.24646153846154,0
1580,15800000,1917,13,12.955498,8.685557,7.690888,-5.22,0.3267,0.0174825740181839,0.118458204772618,0.0846949908387587,0.049851241933435,0.0398564063805498,0.4182,13,1.00929230769231,0,-6.815,-4.104,-4.4252,-5.72032142857143,-5.1881724137931,-4.86916216216216,-5.30976388888889,0
1580,15800000,1918,13,12.898598,8.380197,7.458788,-5.208,0.352,0.0288076252001015,0.114843216658171,0.0812545001242637,0.0424219009613866,0.0399528087126121,0.416716,16,0.722260526315789,0,-3.142,-5.55625,-4.35383333333333,-5.764,-4.98141935483871,-5.21986666666667,-5.1794126984127,0
1580,15800000,1919,13,13.033298,8.056597,7.610748,-5.232,0.2234,0.0302484528782297,0.109888575025175,0.0777498105196856,0.047728851860275,0.0436705963769772,0.456599,15,0.75516,0,-4.289,-5.02775,-4.175,-5.62633333333333,-5.01772727272727,-5.279225,-5.18708695652174,0
1580,15800000,1920,13,13.105398,7.792667,7.331638,-5.209,0.2037,0.0364614467463758,0.12574709082684,0.103410030582742,0.0548534171884975,0.0470122478768394,0.446867,17,0.521244736842105,0,-4.834,-4.15875,-5.628,-5.29357692307692,-5.21875757575758,-4.81108108108108,-5.55302898550725,0
1580,15800000,1921,13,13.291298,7.458107,7.417888,-5.193,0.1771,0.0234815463324596,0.140659799405794,0.0792489621855679,0.0558611422812871,0.0421126011844089,0.487354,16,0.425532857142857,0,-5.32,-4.125,-4.36975,-5.50112,-5.15544827586207,-4.81047727272727,-5.56989393939394,0
1580,15800000,1922,13,13.273498,7.186157,7.133208,-5.154,0.1887,0.0308691108073754,0.150809992470794,0.0981945061007639,0.0638021635659101,0.0446716986660226,0.451955,18,-0.216702777777778,0,-3.884,-4.316,-5.2126,-5.02833333333333,-5.3828275862069,-4.90107317073171,-5.36537313432836,0
1580,15800000,1923,13,13.448698,6.835767,7.219268,-5.186,0.1398,0.0615179052967768,0.155686017408521,0.0967216324021181,0.0606441483545493,0.0527262373488391,0.470055,13,-0.592337313432836,0,-3.493,-4.498,-4.958,-5.15704347826087,-4.91040909090909,-5.30403773584906,-5.430390625,0
1580,15800000,1924,13,13.380898,6.558357,6.958468,-5.278,-0.0444,0.06576245008732,0.143780418251529,0.088283353477746,0.0558650635705868,0.0516549704324203,0.491443,14,-0.381547887323944,0,-3.617,-4.60675,-4.35057142857143,-4.91594444444445,-5.37573333333333,-5.46332,-5.55434426229508,0
1580,15800000,1925,13,13.562398,6.625747,6.618438,-5.396,-0.0036,0.0595394527376244,0.120270670199695,0.071849406822922,0.0572717182967062,0.0567298208207183,0.447883,15,-0.327736231884058,0,-5.171,-4.32425,-4.7265,-4.64633333333333,-5.23286666666667,-5.2975,-5.70709523809524,0
1580,15800000,1926,13,13.578798,6.333687,6.361868,-5.249,-0.0821,0.0402195448287372,0.127243931035851,0.0694344591393943,0.0664500955789001,0.0464213776212626,0.491833,17,-0.313634722222222,0,-5.879,-4.3255,-3.84675,-4.78588888888889,-4.73275,-5.87162222222222,-5.457171875,0
1580,15800000,1927,13,13.720398,6.453767,6.017968,-5.203,-0.1953,0.0590951412661551,0.0870099678971765,0.0725931778463656,0.086024392465561,0.0483896161429624,0.428654,14,0.0462287671232876,0,-4.308,-5.17175,-4.75271428571429,-4.58733333333333,-5.56748148148148,-5.19688888888889,-5.31811428571429,0
1580,15800000,1928,13,13.681898,6.228317,5.706038,-5.11,-0.2558,0.0402322534702012,0.100835990660936,0.0555780176902366,0.0753222653804346,0.0460682319066315,0.372676,12,0.150445205479452,0,-4.206,-4.925,-4.81857142857143,-5.2816,-4.71730303030303,-5.33251111111111,-5.31663333333333,0
1580,15800000,1929,13,13.820398,6.400237,5.380128,-5.18,-0.1418,0.0362828030040399,0.0647045167654641,0.0760207531841425,0.0608392391558575,0.0459782876316289,0.583182,19,0.385586301369863,0,-5.431,-4.441,-4.4395,-5.60176,-4.76321428571429,-4.94712244897959,-5.22852631578947,0
1580,15800000,1930,13,13.922498,6.143677,5.089118,-5.149,0.094,0.0330300672894414,0.0612535248555584,0.0607132324213231,0.0483941818029738,0.0388625593531452,0.427808,15,0.632541025641026,0,-4.082,-4.939,-5.33928571428571,-5.59942307692308,-4.8478,-4.76912765957447,-5.28043333333333,0
1580,15800000,1931,13,13.717098,5.830087,4.992428,-5.099,0.0777,0.0216842872584334,0.0891875014220385,0.0652160420890307,0.0489567451511415,0.0346017867065951,0.431511,13,0.996365432098766,0,-5.168,-5.8995,-4.79633333333333,-5.73744,-4.63664102564103,-5.06579411764706,-4.7827358490566,0
1580,15800000,1932,13,13.890198,5.638307,4.698548,-5.145,0.0059,0.0175879694263415,0.0591416309391874,0.0600375366367504,0.0436818793919735,0.0362584835379625,0.343448,13,1.7180950617284,0,-4.951,-5.61225,-5.149,-5.62468181818182,-4.98973684210526,-4.83021052631579,-5.25925,0
1580,15800000,1933,13,13.735898,5.290217,4.605908,-5.28,0.0158,0.0286903047449895,0.0457675270699151,0.0654356626149223,0.032985952392189,0.0337275549243311,0.506312,19,0.976451282051282,0,-9.134,-4.648,-4.63183333333333,-5.40853333333333,-5.07466666666667,-5.04614705882353,-5.67270967741935,0
1580,15800000,1934,13,13.942298,5.144467,4.296418,-5.451,-0.1374,0.0318437979260011,0.0688391750270099,0.0625017578056941,0.0344227428081025,0.0473547247495683,0.393903,15,1.1543025974026,0,-4.065,-6.117,-4.31575,-5.54120833333333,-5.25418181818182,-5.23722222222222,-5.48565079365079,0
1580,15800000,1935,13,14.340698,5.127617,4.345028,-5.291,-0.1026,0.0388471135032264,0.0373338292744657,0.0500709413878886,0.0386923726218862,0.0441775718910113,0.403134,15,1.31813466666667,0,-4.408,-5.58775,-5.633,-5.22253333333333,-5.29644,-5.39161538461539,-5.43114516129032,0
1580,15800000,1936,13,14.528998,4.976537,4.033898,-5.486,-0.0904,0.0301061548066884,0.0709962698872159,0.0547413170674432,0.0316775020541788,0.045296074631723,0.452765,19,1.43297794117647,0,-5.975,-4.753,-5.85522222222222,-5.23442307692308,-5.6784,-5.15947619047619,-5.69804545454546,0
1580,15800000,1937,13,14.917998,4.954067,4.077558,-5.333,0.1707,0.0431653232142472,0.0910847210594731,0.0561336156113581,0.0343413339822045,0.042770385225251,0.357228,14,1.37205671641791,0,-3.177,-6.22866666666667,-4.8363,-6.25983333333333,-5.10639285714286,-5.33068181818182,-5.329,0
1580,15800000,1938,13,15.051798,5.299127,3.988798,-5.418,0.0866,0.0358584667256632,0.0981311715943666,0.0561818648334705,0.0293249795064987,0.0402014949727651,0.399095,16,1.43030158730159,0,-7.362,-6.54566666666667,-4.378,-6.03415384615385,-5.334375,-5.20129268292683,-5.37115714285714,0
1580,15800000,1939,13,15.433598,5.333617,3.962808,-5.461,0.0576,0.0608826584389185,0.11796535226731,0.0738234317258685,0.0340613549684371,0.0368579375869496,0.432852,16,0.962421875,0,-8.303,-5.29933333333333,-4.476,-6.12938461538462,-5.335625,-5.30053333333334,-5.14614473684211,0
1580,15800000,1940,13,15.555998,5.678007,3.832228,-5.487,0.0542,0.0473220378256063,0.0974335230068976,0.070317262220923,0.0398579967175923,0.0382674984184515,0.45725,19,0.920045901639344,0,-5.359,-6.635,-4.7844,-6.24030434782609,-5.22786206896552,-5.20633333333333,-5.5152,0
1580,15800000,1941,13,0.102523,5.760767,3.839208,-5.585,0.0192,0.0624017076477302,0.0961410978455065,0.0784935330321558,0.0463995783939722,0.050213521173217,0.437393,16,1.06594411764706,0,-4.24,-5.39433333333333,-6.70575,-6.037,-5.34151515151515,-5.4304358974359,-5.82977777777778,0
1580,15800000,1942,13,0.323987,5.552337,3.592308,-5.654,0.1064,0.056491570111791,0.103690347759332,0.0833462253498349,0.0460508657251704,0.049679038583914,0.482558,17,1.19783235294118,0,-6.598,-4.72233333333333,-6.864,-5.78433333333333,-5.15541935483871,-6.0782,-5.87306382978723,0
1580,15800000,1943,13,0.704678,5.612647,3.690338,-5.701,0.0555,0.0375967160148375,0.117281324205907,0.072147386806741,0.0581460699473067,0.0464298308702696,0.469039,18,1.21824696969697,0,-4.226,-6.227,-4.215,-5.61983333333333,-5.75282142857143,-5.75841935483871,-5.71064516129032,0
1580,15800000,1944,13,0.945268,5.402527,3.445618,-5.696,-0.0188,0.0258169731479684,0.150379395427399,0.0794118097804131,0.0627966441765542,0.0498012985640537,0.428856,15,0.261917142857143,0,-5.701,-5.88775,-4.04733333333333,-5.29366666666667,-6.0721724137931,-5.90124137931035,-5.64546153846154,0
1580,15800000,1945,13,0.890608,5.022787,3.416898,-5.66,-0.0785,0.0400094882122329,0.149861305271895,0.09299014167253,0.0632808192281756,0.0542426320593855,0.45337,18,-0.192196825396825,0,-8.369,-4.586,-5.42775,-5.70720833333333,-5.63525,-5.58209375,-5.67608064516129,0
1580,15800000,1946,13,1.163608,4.878677,3.171608,-5.588,-0.0867,0.0312309810107529,0.142434036656259,0.101767328093435,0.0647437763958618,0.0493583398113148,0.472715,17,0.345252941176471,0,-4.358,-6.0095,-5.1665,-5.67682608695652,-5.52263636363636,-5.58966666666667,-5.433953125,0
1580,15800000,1947,13,1.068578,4.532267,2.990978,-5.513,-0.1496,0.0489152168078393,0.130907256702016,0.100642250610653,0.0577384359672856,0.0502748968675472,0.439502,14,0.40105671641791,0,-4.059,-6.5415,-6.11375,-5.64277777777778,-5.70184,-5.177575,-5.22581818181818,0
1580,15800000,1948,13,1.391368,4.428217,2.766898,-5.418,-0.0977,0.0455093565089607,0.106435462367434,0.104636131437403,0.0667100884495147,0.0551774906925898,0.47007,18,1.62454,0,-5.909,-5.58425,-5.96233333333333,-5.97215,-5.49583333333333,-5.13478571428571,-5.2654406779661,0
1580,15800000,1949,13,1.320188,4.106307,2.554068,-5.395,-0.1145,0.0454837495385363,0.0984227723389248,0.0978334576933652,0.0468912271985064,0.0527502745207093,0.483842,19,2.41315441176471,0,-7.53,-4.984,-6.15585714285714,-6.20655,-5.21422222222222,-5.07125581395349,-5.29242857142857,0
1580,15800000,1950,13,1.643668,3.994557,2.388568,-5.423,-0.5,0.0557386371149768,0.124359183302892,0.108026613392204,0.0695892717676528,0.0684269256825515,0.708238,21,3.46167571428571,0,-6.39,-5.909,-5.798125,-5.89172727272727,-5.38489285714286,-4.9474,-5.36114754098361,0
1580,15800000,1951,14,13.015398,5.779457,9.019508,-6.272,-0.5,0.0364985528278156,0.100457885680006,0.172890742264394,0.0713217821423824,0.0468954895016807,0.662629,18,-2.39537727272727,1,-8.156,-6.4595,-5.8018,-6.00915384615385,-6.01295,-6.344625,-6.29669444444444,0
1580,15800000,1952,14,13.142598,5.418127,9.072868,-6.556,0.616,0.0370509005486004,0.125179571186721,0.210225896337536,0.0873501463517051,0.0582273086301427,0.328613,17,-3.55873194444444,1,-5.712,-7.17866666666667,-6.74546153846154,-6.01605,-6.60722222222222,-7.07434,-5.95448571428571,1
1580,15800000,1953,14,13.523398,5.363277,9.022528,-6.629,0.6371,0.0413784030434927,0.158552235554425,0.220846261775697,0.0915428243080101,0.0685743263254813,0.40811,14,-2.85018450704225,1,-7.207,-6.77925,-5.31125,-6.991,-6.16213043478261,-6.67955,-6.3301884057971,1
1580,15800000,1954,14,13.625098,4.989897,9.096498,-6.844,0.7677,0.0346521198464397,0.159320204070882,0.243022698512619,0.0958513486338775,0.0697951412726412,0.340951,12,-3.62781232876712,1,-6.173,-6.74175,-6.92088888888889,-7.06820833333333,-6.52938461538462,-7.21088888888889,-6.46083582089552,1
1580,15800000,1955,14,13.965198,4.890417,8.945968,-6.839,0.7914,0.0327170455072179,0.169167862831532,0.237108031782323,0.0979956175361207,0.0691437419028172,0.389625,15,-3.33486666666667,1,-7.076,-7.14625,-6.21527272727273,-7.34325,-6.70158333333334,-6.75974,-6.49041095890411,1
1580,15800000,1956,14,14.110698,4.546467,9.061508,-7.104,0.7875,0.0280893544062929,0.168765964721787,0.244614397167224,0.102429941033555,0.0782809660711269,0.397318,16,-3.85692972972973,1,-6.972,-6.74875,-7.78966666666667,-6.87007692307692,-6.72021739130435,-7.28786538461539,-6.81923880597015,1
1580,15800000,1957,14,14.463698,4.425087,8.931578,-6.947,0.7636,0.0209974199712664,0.180034070865446,0.248030949460575,0.0998770292174287,0.0867743449744901,0.419887,16,-3.38301891891892,1,-8.233,-7.114,-5.8772,-7.20751612903226,-6.42217391304348,-7.36222727272727,-6.87009090909091,1
1580,15800000,1958,14,14.602598,4.112887,9.116938,-7.021,0.795,0.0257123119233511,0.183533551393238,0.25666954587985,0.107057042010449,0.0949419937933526,0.410403,15,-3.53546575342466,1,-5.513,-7.61075,-7.07616666666667,-7.14503846153846,-6.65658620689655,-6.97386,-7.3673492063492,1
1580,15800000,1959,14,14.973698,4.030477,9.014318,-6.714,0.7528,0.0347989725039017,0.193140765255453,0.241841628485592,0.103280086043486,0.0935523191098811,0.49748,17,-3.16846621621622,1,-8.895,-6.655,-6.58025,-7.05416,-6.52548275862069,-6.73351219512195,-6.93232467532468,1
1580,15800000,1960,14,15.073898,3.667967,9.088838,-6.734,0.7819,0.0381406191819239,0.191196661371733,0.270193101365734,0.112896576254284,0.109095089054019,0.417059,16,-3.71389142857143,1,-6.343,-6.15,-8.16816666666667,-7.04409523809524,-6.5999375,-6.95704081632653,-6.60097297297297,1
1580,15800000,1961,14,15.445698,3.562097,9.009368,-6.481,0.6327,0.0362455713327524,0.188025371805165,0.228514212372063,0.0937635890066358,0.0979046508215261,0.478262,16,-3.12313088235294,1,-6.531,-7.619,-7.83633333333333,-6.81925925925926,-6.71738461538462,-6.15390909090909,-6.785,1
