step,t,atom_id,mol_id,x,y,z,ent,p2,q6
2300,23000000,914,7.0,3.477411,3.277043,2.201347,-5.59,0.1658,0.1291921
2300,23000000,915,7.0,3.3205210000000003,3.4250730000000003,1.879687,-5.703,0.1528,0.12011042
2300,23000000,1875,13.0,0.174745,0.7785630000000001,0.879397,-5.582,-0.0504,0.10532435
2300,23000000,1866,13.0,0.1701709999999999,1.441723,3.201087,-5.634,0.148,0.07877199
2300,23000000,1867,13.0,0.141888,1.757973,2.9736670000000003,-5.573,-0.1551,0.063573
2300,23000000,907,7.0,3.069701,2.127833,3.700517000000001,-5.453,-0.0231,0.08289358
2300,23000000,6475,44.0,1.451301,0.551655,0.7352969999999999,-5.639,0.362,0.08979401
2300,23000000,1876,13.0,0.322445,0.497155,1.112527,-5.605,-0.1315,0.08544161
2300,23000000,916,7.0,3.099921,3.7343030000000006,1.971397,-5.628,-0.0232,0.11474278
2300,23000000,5588,38.0,2.091161,1.993683,1.006687,-5.763,-0.0928,0.08910677
2300,23000000,1108,8.0,2.630731,0.2547979999999999,3.445117,-5.677,-0.0711,0.06277538
2300,23000000,1869,13.0,0.20386,2.017043,2.3825070000000004,-5.539,-0.1499,0.10075147
2300,23000000,6477,44.0,2.062371,0.291151,0.6752769999999999,-5.559,-0.2602,0.08142598
2300,23000000,1870,13.0,0.2596779999999999,1.929923,2.015667,-5.57,0.3708,0.11901053
2300,23000000,6478,44.0,2.371661,0.270364,0.4176979999999999,-5.498,0.2127,0.06347833
2300,23000000,1109,8.0,2.9865510000000004,0.429726,3.522127,-5.711,-0.0867,0.0602213
2300,23000000,1110,8.0,3.060701,0.775353,3.382247,-5.671,-0.0918,0.06773324
2300,23000000,7254,49.0,2.163821,2.3120830000000003,2.0512870000000003,-5.873,-0.0564,0.07420502
2300,23000000,5590,38.0,2.396781,1.488123,0.7432669999999999,-5.704,0.2224,0.07665769
2300,23000000,6479,44.0,2.2427210000000004,0.105162,0.0781419999999999,-5.398,0.2867,0.06771167
2300,23000000,911,7.0,3.4131410000000004,2.7982430000000003,2.719027,-5.611,0.0609,0.08249195
2300,23000000,5584,38.0,2.484671,3.258013,0.8258570000000001,-5.651,0.1712,0.06382149
2300,23000000,912,7.0,3.732231000000001,2.780143,2.500677,-5.607,0.0186,0.07434792
2300,23000000,1112,8.0,3.444201,1.283093,3.3656870000000003,-5.597,-0.072,0.07064322
2300,23000000,7256,49.0,2.196431,2.975403,1.962307,-5.69,0.2747,0.0948499
2300,23000000,7257,49.0,2.0148910000000004,3.318193,1.935437,-5.689,0.1145,0.10293157
2300,23000000,1113,8.0,3.800541,1.444283,3.368157,-5.605,-0.0423,0.06404415
2300,23000000,1294,9.0,2.003641,3.266713,6.949567,-6.021,0.8582,0.22705988
2300,23000000,847,6.0,1.435001,3.814393,7.794177,-6.678,0.8742,0.28597444
2300,23000000,1295,9.0,1.7520809999999998,3.306113,6.651617,-5.922,0.8385,0.18626488
2300,23000000,3664,25.0,3.5833510000000004,0.102543,5.601117,-5.681,0.4371,0.08381223
2300,23000000,5659,38.0,1.423651,2.607953,0.141416,-5.606,-0.0637,0.0635029
2300,23000000,7259,49.0,1.589631,3.728623,1.682047,-5.606,0.1739,0.09303911
2300,23000000,7260,49.0,1.617811,3.876653,2.038707,-5.608,0.142,0.08555434
2300,23000000,5660,38.0,1.399991,2.908643,0.406667,-5.62,0.0449,0.06511333
2300,23000000,7251,49.0,3.075011,1.876093,2.263317,-5.736,-0.0827,0.08696552
2300,23000000,5587,38.0,2.390101,2.256453,0.964437,-5.759,-0.0867,0.06989984
2300,23000000,1107,8.0,2.559921,0.108648,3.0943270000000003,-5.606,0.1445,0.06691128
2300,23000000,7252,49.0,2.707491,1.920663,2.142447,-5.785,-0.1422,0.07496076
2300,23000000,5666,38.0,0.0883169999999999,3.795503,0.930407,-5.652,-0.0721,0.06608818
2300,23000000,612,5.0,3.931911,0.0,2.670027,-5.428,-0.1847,0.05804211
2300,23000000,4965,34.0,0.8450709999999999,0.058446,2.020127,-5.685,0.0785,0.05118188
2300,23000000,4966,34.0,0.7846409999999999,0.285285,2.3384270000000003,-5.655,0.2645,0.05856423
2300,23000000,7253,49.0,2.514601,2.269763,2.209317,-5.801,-0.0889,0.07448472
2300,23000000,1877,13.0,0.221904,0.1444309999999999,1.021927,-5.554,-0.0553,0.07528818
2300,23000000,917,7.0,2.810001,3.829893,1.715937,-5.572,0.034,0.10796569
2300,23000000,5589,38.0,2.194941,1.618543,1.039887,-5.868,0.2368,0.08060855
2300,23000000,4968,34.0,0.141963,0.4925779999999999,2.345167,-5.534,-0.3286,0.06149622
2300,23000000,3753,26.0,2.416961,0.387459,2.099507,-5.566,0.2389,0.09305159
2300,23000000,3754,26.0,2.164641,0.546389,2.342217,-5.634,0.1857,0.08794237
2300,23000000,3755,26.0,2.369891,0.800613,2.570187,-5.648,0.1361,0.07659009
2300,23000000,5591,38.0,2.1909910000000004,1.434033,0.410367,-5.554,0.2642,0.08332877
2300,23000000,1111,8.0,3.404921,0.909813,3.510697,-5.586,-0.053,0.06069675
2300,23000000,7255,49.0,2.010721,2.666173,2.119927,-5.804,0.2686,0.08093941
2300,23000000,5592,38.0,2.3692710000000003,1.210303,0.127324,-5.568,0.1867,0.07110561
2300,23000000,3760,26.0,2.028741,2.135383,3.435337,-5.581,0.1307,0.06349904
2300,23000000,3761,26.0,2.127261,2.498163,3.505367,-5.561,-0.0692,0.08001048
2300,23000000,3762,26.0,2.202061,2.693033,3.164517,-5.611,0.0212,0.07373717
2300,23000000,3763,26.0,2.219361,3.080773,3.242687,-5.555,0.0318,0.06668058
2300,23000000,4589,31.0,0.4067699999999999,1.136173,6.096497,-5.461,0.3737,0.07620951
2300,23000000,4590,31.0,0.63564,0.8423229999999999,6.229667,-5.508,0.4178,0.07522469
2300,23000000,4591,31.0,1.019511,0.925073,6.258017000000001,-5.603,0.3968,0.0809876
2300,23000000,4592,31.0,1.223491,0.60903,6.319237,-5.577,0.4837,0.07706264
2300,23000000,1020,7.0,2.898311,2.511873,0.044769,-5.505,0.0555,0.05830621
2300,23000000,8509,57.0,0.6481809999999999,3.656823,2.4099470000000003,-5.711,0.2201,0.11267012
2300,23000000,6461,44.0,0.567311,3.4293630000000004,3.518107,-5.653,0.3083,0.08612404
2300,23000000,1021,7.0,3.130591,2.294683,0.256794,-5.55,-0.1191,0.06692176
2300,23000000,5661,38.0,1.036891,3.072613,0.409481,-5.638,0.0244,0.07174508
2300,23000000,5662,38.0,0.996291,3.3411530000000003,0.671027,-5.685,0.1024,0.06621107
2300,23000000,5663,38.0,0.6515610000000001,3.528103,0.6981469999999999,-5.666,0.153,0.06979536
2300,23000000,5664,38.0,0.6721410000000001,3.711103000000001,1.044387,-5.586,0.2439,0.0755695
2300,23000000,8511,57.0,0.676291,3.097773,2.051997,-5.703,0.3068,0.10469861
2300,23000000,1023,7.0,3.568791,2.3387830000000003,0.749887,-5.635,0.115,0.08074357
2300,23000000,3585,24.0,2.316571,3.593163,4.759257,-5.361,-0.1096,0.06503311
2300,23000000,7489,50.0,3.288391,1.687143,7.002747,-5.809,0.6333,0.18183842
2300,23000000,4967,34.0,0.527857,0.594907,2.345067,-5.583,-0.1965,0.07156039
2300,23000000,3751,26.0,2.560701,0.0139759999999999,1.570247,-5.45,-0.5,0.06957925
2300,23000000,5415,37.0,3.178061,3.9188230000000006,0.264694,-5.424,0.0452,0.05486506
2300,23000000,3752,26.0,2.292451,0.105532,1.855697,-5.527,0.2381,0.08397865
2300,23000000,3200,22.0,0.125043,3.5903530000000003,7.670846999999999,-6.484,0.7285,0.257348
2300,23000000,1216,9.0,0.436322,2.170443,5.444197,-5.399,0.2549,0.07773488
2300,23000000,2624,18.0,3.717821,0.7990729999999999,6.223247,-5.583,0.4127,0.0883747
2300,23000000,3584,24.0,2.665211,3.767603,4.821517,-5.307,-0.1642,0.07621774
2300,23000000,3756,26.0,2.153891,1.021253,2.8130070000000003,-5.711,0.0982,0.08061722
2300,23000000,3757,26.0,2.3708210000000003,1.307803,2.979247,-5.73,0.0524,0.07598424
2300,23000000,3758,26.0,2.154641,1.560543,3.182417,-5.761,0.1256,0.0747288
2300,23000000,3759,26.0,2.286191,1.929803,3.237797,-5.606,0.1041,0.06592054
2300,23000000,2626,18.0,3.2151110000000003,1.136543,5.965957,-5.587,0.3562,0.11526067
2300,23000000,7490,50.0,3.311081,1.439723,7.302907,-5.728,0.5998,0.18934996
2300,23000000,3587,24.0,1.856841,3.449643,4.3189470000000005,-5.315,-0.2226,0.07100082
2300,23000000,7491,50.0,3.649671000000001,1.256653,7.298907,-5.727,0.6089,0.16263117
2300,23000000,6459,44.0,0.761441,3.601463,4.120627,-5.593,-0.1537,0.071501
2300,23000000,1147,8.0,3.279941,0.584076,4.700237,-5.571,0.1796,0.0755611
2300,23000000,7483,50.0,2.680731,2.692143,5.6706270000000005,-5.447,-0.0067,0.09779309
2300,23000000,1211,9.0,1.639721,1.722363,6.497447,-5.671,0.4118,0.0852707
2300,23000000,2628,18.0,2.827781,1.538873,5.580587,-5.516,0.1075,0.09253585
2300,23000000,1156,8.0,0.917321,1.810653,4.055747,-5.582,0.1717,0.09351614
2300,23000000,901,7.0,1.600041,2.209703,4.914767,-5.328,-0.5,0.08487215
2300,23000000,2629,18.0,2.6243610000000004,1.229023,5.465057,-5.564,0.1622,0.09041479
2300,23000000,1022,7.0,3.402171,2.512963,0.4525809999999999,-5.584,-0.0929,0.07239174
2300,23000000,6462,44.0,0.8364609999999999,3.143343,3.560997,-5.656,0.263,0.08205471
2300,23000000,8510,57.0,0.766791,3.292333,2.3787770000000004,-5.68,0.2668,0.11097125
2300,23000000,6463,44.0,0.8175509999999999,2.851793,3.296577,-5.698,0.3574,0.08822077
2300,23000000,1158,8.0,0.4683589999999999,2.289883,4.175897,-5.442,0.1792,0.08898595
2300,23000000,903,7.0,2.1330910000000003,2.181043,4.545527,-5.33,-0.0762,0.06479043
2300,23000000,2631,18.0,1.984761,1.031683,5.347967000000001,-5.474,0.278,0.06062193
2300,23000000,1159,8.0,0.326824,2.551813,4.435277,-5.443,0.1161,0.09123731
2300,23000000,1153,8.0,1.625041,1.131743,4.274967,-5.471,0.1792,0.07739002
2300,23000000,2625,18.0,3.606441,1.080523,5.9819770000000005,-5.588,0.3494,0.12049541
2300,23000000,3201,22.0,0.0720369999999999,3.621523,7.262727,-6.307,-0.2097,0.22063257
2300,23000000,1217,9.0,0.1144649999999999,2.154743,5.665217,-5.468,0.2245,0.07339749
2300,23000000,905,7.0,2.626961,2.174443,4.103167,-5.285,-0.0016,0.09314465
2300,23000000,1290,9.0,2.638731,2.5615430000000003,7.814247000000001,-6.423,0.9224,0.26338883
2300,23000000,2634,18.0,0.985581,0.959103,5.195747,-5.415,0.4128,0.0837237
2300,23000000,906,7.0,2.958911,1.991113,4.046737,-5.373,-0.0466,0.08227817
2300,23000000,7488,50.0,2.9447910000000004,1.887563,6.963157,-5.863,0.6624,0.18487827
2300,23000000,1152,8.0,1.903041,0.908753,4.106317,-5.599,0.1895,0.06897538
2300,23000000,1154,8.0,1.411891,1.351773,4.019357,-5.585,0.1906,0.08299063
2300,23000000,3586,24.0,2.176321,3.649523,4.401307,-5.352,-0.2213,0.06844433
2300,23000000,2637,18.0,0.240228,0.706283,4.520527,-5.456,0.516,0.12979966
2300,23000000,1293,9.0,2.037131,2.9067230000000004,7.0973370000000005,-6.119,0.8211,0.2130522
2300,23000000,846,6.0,1.159581,3.870383,7.517127,-6.423,0.9168,0.27015384
2300,23000000,3662,25.0,2.926851,0.0258329999999999,5.545507,-5.69,0.4712,0.07621751
2300,23000000,7814,53.0,1.270861,0.533484,10.230777,-6.207,0.5263,0.15938798
2300,23000000,1286,9.0,3.159291,1.7836230000000002,8.706287,-6.435,0.8827,0.21574127
2300,23000000,7494,50.0,3.811451,0.830133,8.203227,-5.703,0.3265,0.10256443
2300,23000000,7815,53.0,1.221071,0.626824,9.855777,-6.26,0.6263,0.15630152
2300,23000000,3152,22.0,0.216442,3.605633,5.4812970000000005,-5.509,0.4744,0.10436668
2300,23000000,1296,9.0,1.7936409999999998,3.645443,6.470537,-5.803,0.7977,0.17667647
2300,23000000,3153,22.0,0.4891419999999999,3.582123,5.771927,-5.542,0.4687,0.13431285
2300,23000000,1297,9.0,1.563551,3.711933,6.153517,-5.717,0.7601,0.16759311
2300,23000000,1157,8.0,0.7331509999999999,2.041633,4.323637000000001,-5.446,0.1245,0.09549227
2300,23000000,902,7.0,1.945671,2.0252730000000003,4.867217,-5.311,-0.0788,0.07453686
2300,23000000,3654,25.0,0.327952,0.018049,5.613867,-5.401,0.642,0.10740932
2300,23000000,2630,18.0,2.234971,1.304703,5.467237,-5.5,0.214,0.08187354
2300,23000000,3157,22.0,0.8552109999999999,2.8295830000000004,6.7730570000000005,-5.952,0.5353,0.12488067
2300,23000000,3158,22.0,0.921211,2.496773,6.968897,-5.868,0.4862,0.10884739
2300,23000000,3159,22.0,1.007331,2.555893,7.363727,-6.059,0.6054,0.18546279
2300,23000000,3160,22.0,1.079631,2.212803,7.536197,-6.055,0.6812,0.17514962
2300,23000000,1160,8.0,0.046167,2.812053,4.362717,-5.505,-0.0073,0.07884111
2300,23000000,904,7.0,2.492131,2.059263,4.445927,-5.3,-0.034,0.07699753
2300,23000000,2632,18.0,1.591021,1.105433,5.390237,-5.422,0.2998,0.06607916
2300,23000000,2633,18.0,1.347491,0.839653,5.247027,-5.462,0.4029,0.0765334
2300,23000000,3298,22.0,1.139321,0.921483,7.515087,-5.757,0.3663,0.1192051
2300,23000000,3299,22.0,0.8267309999999999,0.997573,7.285697,-5.65,0.271,0.11118221
2300,23000000,4451,30.0,3.839781,2.402093,7.699027,-5.879,0.8098,0.22525051
2300,23000000,4452,30.0,3.790021,2.627863,7.377677,-5.9,0.8227,0.21121382
2300,23000000,1291,9.0,2.315981,2.569443,7.606917,-6.385,0.9199,0.23700502
2300,23000000,2635,18.0,0.7472509999999999,0.7386330000000001,4.970337,-5.47,0.3246,0.09114514
2300,23000000,1292,9.0,2.340571,2.870533,7.343817,-6.202,0.8643,0.24276302
2300,23000000,2636,18.0,0.424141,0.886693,4.818617000000001,-5.448,0.2367,0.08345893
2300,23000000,4456,30.0,3.248781,3.402043,6.568907,-5.816,0.6386,0.18995425
2300,23000000,4457,30.0,2.922091,3.577993,6.412717,-5.629,0.6207,0.20411637
2300,23000000,4458,30.0,2.984851,3.790973,6.094337,-5.552,0.5817,0.18445641
2300,23000000,4588,31.0,0.0420399999999999,1.016063,5.992597,-5.476,0.4639,0.07825325
2300,23000000,5145,35.0,2.974151,3.565293,9.749177,-7.104,0.9753,0.28963575
2300,23000000,857,6.0,3.055391,2.055553,10.010077,-6.755,0.8443,0.22805165
2300,23000000,5146,35.0,2.786411,3.881533,9.651077,-7.173,0.9733,0.28529368
2300,23000000,858,6.0,3.012421,1.7645229999999998,10.258077,-6.652,0.7895,0.20607598
2300,23000000,4593,31.0,1.594271,0.7341329999999999,6.3611770000000005,-5.705,0.4064,0.09403746
2300,23000000,4594,31.0,1.872461,0.45166,6.360857,-5.722,0.4854,0.09761093
2300,23000000,6451,44.0,1.590041,2.684703,5.965597,-5.511,-0.5,0.08361375
2300,23000000,4595,31.0,2.222021,0.609635,6.496117,-5.697,0.5227,0.1070706
2300,23000000,3154,22.0,0.548833,3.214863,5.899597,-5.521,0.4601,0.08685852
2300,23000000,5267,36.0,3.723301,3.669743,7.602887,-6.007,0.5173,0.24781542
2300,23000000,3155,22.0,0.735471,3.183453,6.246737,-5.756,0.5592,0.10293154
2300,23000000,3156,22.0,0.724091,2.822013,6.404587,-5.758,0.3946,0.0800759
2300,23000000,6454,44.0,1.506601,3.235773,5.131467,-5.348,0.2773,0.08901938
2300,23000000,7478,50.0,3.773271,2.4082230000000004,6.014157,-5.439,0.4743,0.13701364
2300,23000000,4598,31.0,3.136661,0.232738,6.663597,-5.559,-0.186,0.08299507
2300,23000000,1206,9.0,2.371371,1.177133,7.855477,-5.98,0.6308,0.17626244
2300,23000000,3161,22.0,1.234781,2.205573,7.888647,-6.321,0.7627,0.21299926
2300,23000000,7776,52.0,0.01632,0.159757,6.8591370000000005,-5.47,0.545,0.10053891
2300,23000000,7777,52.0,0.384035,0.027343,6.831847,-5.505,-0.3476,0.1015066
2300,23000000,3297,22.0,1.092101,0.648163,7.798157000000001,-5.674,0.4096,0.13046078
2300,23000000,7480,50.0,3.475351,2.7365830000000004,5.519507,-5.328,-0.0617,0.1078915
2300,23000000,1208,9.0,2.049871,1.485953,7.389257,-5.882,0.7126,0.1727396
2300,23000000,6457,44.0,1.061721,3.749563,4.691057,-5.601,0.2458,0.07507439
2300,23000000,7481,50.0,3.2330310000000004,2.453403,5.403087,-5.414,-0.076,0.10785295
2300,23000000,3300,22.0,0.554388,1.166003,7.525757,-5.843,-0.5,0.1158111
2300,23000000,4453,30.0,3.441631,2.678133,7.217337000000001,-5.933,0.8314,0.22448788
2300,23000000,4454,30.0,3.478981,2.931483,6.918437,-5.882,0.695,0.20455949
2300,23000000,4455,30.0,3.148241,3.1355630000000003,6.836037,-5.851,0.6671,0.21469595
2300,23000000,6458,44.0,0.827771,3.8624230000000006,4.399307,-5.522,-0.1463,0.0757603
2300,23000000,1146,8.0,3.565371,0.360534,4.563657,-5.544,0.0002,0.07827559
2300,23000000,1210,9.0,1.652661,1.621563,6.881537,-5.73,0.5149,0.11309661
2300,23000000,826,6.0,2.553471,3.829423,7.627777,-6.483,0.9336,0.26784652
2300,23000000,6500,44.0,1.133651,1.084993,11.128377,-6.463,0.6776,0.20585124
2300,23000000,5732,39.0,2.869561,3.370293,11.575077,-6.925,0.8209,0.24452712
2300,23000000,1188,8.0,1.142151,3.869623,8.956456999999999,-7.414,0.896,0.30436342
2300,23000000,5733,39.0,3.192441,3.280803,11.762277,-6.439,0.7566,0.22569767
2300,23000000,1212,9.0,1.288491,1.818933,6.397867,-5.676,0.3491,0.07983142
2300,23000000,3580,24.0,3.743261,3.276953,4.566967,-5.404,-0.0729,0.07602722
2300,23000000,1148,8.0,3.008001,0.7128030000000001,4.4473970000000005,-5.597,0.0958,0.08341604
2300,23000000,7484,50.0,2.6907110000000003,2.410203,5.950947,-5.489,0.1368,0.11911261
2300,23000000,4596,31.0,2.505831,0.353309,6.5202670000000005,-5.635,0.5217,0.10652838
2300,23000000,6452,44.0,1.440351,2.810083,5.618337,-5.49,0.1953,0.08939034
2300,23000000,6453,44.0,1.644131,3.102733,5.464497000000001,-5.402,0.257,0.08456226
2300,23000000,4597,31.0,2.852071,0.498742,6.610267,-5.586,0.4715,0.11444878
2300,23000000,1150,8.0,2.428191,1.088193,4.413507,-5.414,0.1541,0.08695664
2300,23000000,1214,9.0,0.8438110000000001,2.0081230000000003,5.961807,-5.565,0.3402,0.09058207
2300,23000000,3582,24.0,3.288791,3.7338330000000006,4.706317,-5.388,-0.1182,0.09318205
2300,23000000,7486,50.0,2.611221,2.312793,6.604007,-5.918,0.688,0.15715433
2300,23000000,1207,9.0,2.301181,1.208563,7.474637,-5.745,0.6374,0.16005032
2300,23000000,7479,50.0,3.808281,2.619283,5.700977,-5.446,0.4237,0.10283298
2300,23000000,6455,44.0,1.155531,3.369053,5.201017,-5.473,0.2786,0.09327845
2300,23000000,6456,44.0,0.926641,3.454423,4.891847,-5.51,0.2009,0.08645743
2300,23000000,7487,50.0,2.938571,2.119463,6.656067,-5.85,0.6673,0.1613054
2300,23000000,1282,9.0,3.499111,1.126893,9.781277,-6.193,0.7403,0.12914773
2300,23000000,7810,53.0,1.724041,0.018513,11.343477,-5.547,0.1327,0.08193953
2300,23000000,1280,9.0,3.737561,0.704413,10.234677,-5.589,0.7107,0.1406472
2300,23000000,1145,8.0,3.806631,0.4967399999999999,4.293717,-5.525,-0.069,0.07792711
2300,23000000,1209,9.0,2.0115610000000004,1.519963,7.002257,-5.675,0.513,0.14842697
2300,23000000,7482,50.0,2.8599110000000003,2.5453530000000004,5.356727,-5.324,-0.0361,0.08223967
2300,23000000,3578,24.0,3.851361,3.083323,3.969547,-5.504,-0.0981,0.06405889
2300,23000000,1284,9.0,3.375751,1.442093,9.201817,-6.306,0.8477,0.16134249
2300,23000000,7813,53.0,1.561381,0.316986,10.379377,-6.013,0.5868,0.13912024
2300,23000000,1285,9.0,3.094201,1.473573,8.932787,-6.404,0.8629,0.17781347
2300,23000000,7493,50.0,3.789971,1.101413,7.939146999999999,-5.647,0.3482,0.14077284
2300,23000000,3183,22.0,2.768381,0.55576,11.429977,-5.657,0.4659,0.07778457
2300,23000000,879,6.0,1.004951,2.588363,10.885477,-7.39,0.8239,0.29012922
2300,23000000,2544,17.0,0.339564,1.959553,11.775977,-6.737,0.7681,0.27355692
2300,23000000,1200,8.0,2.971551,1.818893,11.772977,-6.142,-0.5,0.14986153
2300,23000000,1287,9.0,2.8519810000000003,1.864533,8.494817,-6.453,0.8781,0.22880207
2300,23000000,7816,53.0,0.911301,0.855103,9.797676999999998,-6.399,0.6468,0.15993583
2300,23000000,1288,9.0,2.892641,2.193783,8.289477,-6.6,0.9158,0.26422309
2300,23000000,7817,53.0,0.934081,1.127163,9.509777,-6.631,0.7169,0.17382881
2300,23000000,3581,24.0,3.588711,3.628573,4.489377,-5.449,0.023,0.07388795
2300,23000000,1213,9.0,1.192601,1.856673,6.013817,-5.456,0.3258,0.09462868
2300,23000000,7485,50.0,2.614851,2.556613,6.295547,-5.735,0.1518,0.14088342
2300,23000000,1149,8.0,2.7783809999999995,0.994103,4.580947,-5.447,0.1944,0.08568977
2300,23000000,7821,53.0,0.4597759999999999,1.843823,8.594356999999999,-6.525,0.709,0.21477532
2300,23000000,7822,53.0,0.140824,1.993473,8.400627,-6.414,0.6798,0.23002753
2300,23000000,7823,53.0,0.2280679999999999,2.168563,8.070637,-6.207,-0.0977,0.22355031
2300,23000000,848,6.0,1.482301,3.440433,7.906497000000001,-6.663,0.8837,0.2768664
2300,23000000,3199,22.0,0.365564,3.3078130000000003,7.804827,-6.466,0.7517,0.24930954
2300,23000000,1151,8.0,2.1985910000000004,0.7950330000000001,4.330337,-5.569,0.1373,0.06366863
2300,23000000,3583,24.0,2.936811,3.605913,4.584567,-5.377,-0.1161,0.08178221
2300,23000000,1215,9.0,0.7338910000000001,1.951793,5.593247,-5.52,0.2096,0.08822182
2300,23000000,3604,25.0,0.1853449999999999,0.035561,9.667577,-5.74,-0.0039,0.09069359
2300,23000000,5140,35.0,3.621731,2.775773,11.011277,-6.543,0.8376,0.2199929
2300,23000000,852,6.0,2.107761,2.7844230000000003,8.876176999999998,-7.114,0.9432,0.28491842
2300,23000000,3605,25.0,0.0798499999999999,0.3559759999999999,9.870977,-5.966,0.0709,0.10708278
2300,23000000,1281,9.0,3.517071,0.7671129999999999,9.913277,-5.788,0.7363,0.12723819
2300,23000000,7811,53.0,1.7849510000000002,0.151464,10.982777,-5.664,0.3732,0.10079089
2300,23000000,1283,9.0,3.326371,1.124563,9.430307,-6.27,0.6483,0.13687727
2300,23000000,7812,53.0,1.466021,0.173892,10.733477,-5.812,0.34,0.12441906
2300,23000000,5143,35.0,3.1616410000000004,3.182303,10.230477,-7.054,0.8735,0.27357655
2300,23000000,855,6.0,2.734081,2.411423,9.565817,-7.099,0.9588,0.27179683
2300,23000000,5144,35.0,3.093261,3.551063,10.122877,-7.046,0.9069,0.27826422
2300,23000000,856,6.0,2.792731,2.060273,9.721577,-6.892,0.9464,0.24775817
2300,23000000,3193,22.0,1.301961,2.479273,9.213877,-7.281,0.8655,0.24963607
2300,23000000,825,6.0,2.673781,3.780953,8.000677,-6.653,0.9398,0.28189719
2300,23000000,3194,22.0,0.942551,2.610403,9.164037,-7.184,0.8216,0.25930635
2300,23000000,3195,22.0,0.913631,2.779023,8.810587,-7.123,0.8065,0.26177025
2300,23000000,3162,22.0,1.287731,1.845253,8.003307,-6.254,0.7701,0.18142957
2300,23000000,5147,35.0,2.700741,3.880473,9.293277,-7.227,0.9676,0.29484406
2300,23000000,859,6.0,3.297121,1.789133,10.525576999999998,-6.468,0.8051,0.17180997
2300,23000000,3163,22.0,1.415361,1.837263,8.375796999999999,-6.478,0.8511,0.195572
