step,t,atom_id,mol_id,x,y,z,S,xlo,xhi,ylo,yhi,zlo,zhi,S_ave_0.4to0.8,S_ave_0.8to1.1,S_ave_1.1to1.5,S_ave_1.5to1.9,S_ave_1.9to2.3,S_ave_2.3to2.7
1,23000000,614,5.0,4.27128,16.0272,2.38201,-7.287,0.0,0.0,0.0,0.0,0.0,0.0,-5.69275,-5.694,-5.176555555555554,-5.396138888888888,-5.398052631578946,-5.651388888888889
1,23000000,615,5.0,4.46797,15.9008,2.0528,-6.225,0.0,0.0,0.0,0.0,0.0,0.0,-5.92775,-5.320833333333333,-5.08964,-5.525970588235294,-5.275428571428572,-5.6433809523809515
1,23000000,616,5.0,4.25426,15.8858,1.72699,-5.99,0.0,0.0,0.0,0.0,0.0,0.0,-6.23775,-4.8336,-5.4225,-5.405576923076923,-5.146000000000001,-5.709864864864865
1,23000000,617,5.0,3.99091,15.6052,1.77275,-5.568,0.0,0.0,0.0,0.0,0.0,0.0,-5.588000000000001,-5.379428571428572,-5.282653846153847,-5.468100000000001,-5.153704545454546,-5.434333333333333
1,23000000,618,5.0,3.70604,15.5805,1.51364,-5.871,0.0,0.0,0.0,0.0,0.0,0.0,-5.58325,-5.688000000000001,-5.065869565217391,-5.343878787878788,-5.275674418604652,-5.42123943661972
1,23000000,619,5.0,3.43416,15.3193,1.63216,-4.266,0.0,0.0,0.0,0.0,0.0,0.0,-5.8100000000000005,-5.2062857142857135,-5.54232,-5.2675,-5.104704545454545,-5.530434782608695
1,23000000,620,5.0,3.08465,15.3185,1.47728,-6.509,0.0,0.0,0.0,0.0,0.0,0.0,-5.00825,-5.26,-5.325400000000001,-5.343090909090909,-5.157923076923077,-5.526485294117647
1,23000000,621,5.0,3.11998,15.2862,1.0866,-5.292,0.0,0.0,0.0,0.0,0.0,0.0,-5.01075,-5.21475,-5.0564333333333344,-5.571638888888888,-5.278923076923077,-5.334050847457627
1,23000000,622,5.0,2.78323,15.2658,0.888766,-4.604,0.0,0.0,0.0,0.0,0.0,0.0,-5.05125,-4.7482500000000005,-5.3069999999999995,-5.369033333333333,-5.241063829787233,-5.292819999999999
1,23000000,623,5.0,2.79551,15.1407,0.516251,-4.664,0.0,0.0,0.0,0.0,0.0,0.0,-4.703,-5.020777777777777,-5.29537037037037,-5.191304347826088,-5.1426799999999995,-5.2757
1,23000000,624,5.0,2.98769,14.808,0.448829,-3.74,0.0,0.0,0.0,0.0,0.0,0.0,-4.78675,-5.118166666666666,-5.250269230769231,-5.149903225806451,-5.0172888888888885,-5.485692307692308
1,23000000,625,5.0,2.91113,14.6079,15.9223,-4.799,0.0,0.0,0.0,0.0,0.0,0.0,-4.33325,-5.4775,-5.504904761904762,-4.998233333333332,-4.969039215686275,-5.212525423728813
1,23000000,626,5.0,2.92564,14.8625,15.621,-5.08,0.0,0.0,0.0,0.0,0.0,0.0,-4.5996,-4.7170000000000005,-5.323321428571427,-5.120678571428571,-4.987790697674418,-5.232342857142857
1,23000000,627,5.0,2.75489,14.7443,15.2933,-3.849,0.0,0.0,0.0,0.0,0.0,0.0,-4.882750000000001,-4.774333333333334,-5.310391304347826,-5.142967741935483,-5.075743589743589,-5.182784615384616
1,23000000,628,5.0,2.82884,14.9796,14.9986,-5.946,0.0,0.0,0.0,0.0,0.0,0.0,-3.758,-4.8095,-5.259178571428571,-4.97488,-5.277568181818181,-5.032283783783784
1,23000000,629,5.0,2.80408,14.7991,14.65,-3.706,0.0,0.0,0.0,0.0,0.0,0.0,-4.021,-4.6166,-5.373884615384616,-4.8552,-5.157175,-4.994263888888889
1,23000000,630,5.0,2.79508,15.0878,14.3846,-2.397,0.0,0.0,0.0,0.0,0.0,0.0,-4.21775,-4.7965,-5.268666666666666,-5.045208333333334,-4.7672,-5.248742424242423
1,23000000,631,5.0,2.822,14.9647,14.0214,-3.892,0.0,0.0,0.0,0.0,0.0,0.0,-3.56225,-5.419125,-4.927789473684211,-4.962774193548387,-4.816431818181818,-5.246691176470588
1,23000000,632,5.0,2.52472,14.7491,13.8673,-3.327,0.0,0.0,0.0,0.0,0.0,0.0,-4.5215000000000005,-5.0264999999999995,-4.837173913043479,-4.9838148148148145,-5.0220666666666665,-5.2149117647058825
1,23000000,633,5.0,2.18183,14.9155,13.9449,-4.819,0.0,0.0,0.0,0.0,0.0,0.0,-4.543749999999999,-4.5575,-5.109344827586208,-4.935227272727273,-5.2473,-5.018762499999999
1,23000000,634,5.0,1.87434,14.8139,13.7366,-6.978,0.0,0.0,0.0,0.0,0.0,0.0,-4.709333333333333,-4.760375,-5.06284,-5.210142857142857,-5.025127659574467,-5.208855263157895
1,23000000,635,5.0,1.90101,14.8745,13.361,-3.978,0.0,0.0,0.0,0.0,0.0,0.0,-5.3,-4.792875,-5.001391304347826,-5.4274615384615394,-4.603380952380952,-5.292918918918919
1,23000000,636,5.0,1.56166,14.8671,13.1731,-5.982,0.0,0.0,0.0,0.0,0.0,0.0,-5.0915,-5.0117,-5.078047619047619,-5.223076923076923,-4.956645833333333,-5.402237288135591
1,23000000,637,5.0,1.4283,14.4982,13.163,-5.099,0.0,0.0,0.0,0.0,0.0,0.0,-5.18125,-5.315285714285714,-5.075272727272727,-5.234566666666668,-5.002999999999999,-5.448466666666667
1,23000000,638,5.0,1.04747,14.4774,13.0419,-4.311,0.0,0.0,0.0,0.0,0.0,0.0,-5.72975,-5.357500000000001,-5.32516,-5.098870967741936,-5.171078947368421,-5.393030769230768
1,23000000,639,5.0,0.960174,14.636,12.6931,-6.454,0.0,0.0,0.0,0.0,0.0,0.0,-5.22925,-5.193,-5.574086956521739,-5.008133333333333,-5.227395348837209,-5.353074626865671
1,23000000,640,5.0,0.579193,14.6273,12.5855,-5.384,0.0,0.0,0.0,0.0,0.0,0.0,-5.50575,-4.5875,-5.65245,-5.485214285714286,-5.4037021276595745,-5.1193442622950815
1,23000000,641,5.0,0.514169,14.8216,12.246,-6.123,0.0,0.0,0.0,0.0,0.0,0.0,-5.22075,-4.747125,-5.510416666666667,-5.950080000000001,-5.108472222222223,-5.2486575342465756
1,23000000,642,5.0,15.9225,14.9156,12.2101,-5.135,0.0,0.0,0.0,0.0,0.0,0.0,-5.03425,-4.916111111111111,-5.56,-5.572565217391305,-5.29742105263158,-5.437782608695652
1,23000000,643,5.0,15.7004,14.5926,12.1887,-3.91,0.0,0.0,0.0,0.0,0.0,0.0,-5.296749999999999,-5.072375,-5.315777777777777,-5.8796875,-5.303305555555557,-5.162718309859155
1,23000000,644,5.0,15.7496,14.3747,11.867,-4.72,0.0,0.0,0.0,0.0,0.0,0.0,-5.014749999999999,-5.755000000000001,-5.808041666666667,-5.527076923076923,-5.1259487179487175,-5.413121621621621
1,23000000,645,5.0,15.5296,14.0462,11.8852,-5.209,0.0,0.0,0.0,0.0,0.0,0.0,-5.368499999999999,-4.5562,-5.600666666666665,-5.754192307692309,-5.587707317073171,-5.197464788732395
1,23000000,646,5.0,15.6364,13.7806,11.6105,-5.805,0.0,0.0,0.0,0.0,0.0,0.0,-5.360499999999999,-5.309666666666668,-5.8840416666666675,-5.286966666666667,-5.486483870967742,-5.485662337662337
1,23000000,647,5.0,16.0162,13.6721,11.5958,-7.039,0.0,0.0,0.0,0.0,0.0,0.0,-5.1295,-4.700333333333333,-6.230619047619048,-5.49730303030303,-5.198243243243242,-5.6592153846153845
1,23000000,648,5.0,16.0553,13.3249,11.4006,-4.474,0.0,0.0,0.0,0.0,0.0,0.0,-5.83625,-5.325,-6.420526315789474,-5.384517241379311,-5.423565217391305,-5.487661016949152
1,23000000,649,5.0,0.615737,13.1759,11.4316,-5.03,0.0,0.0,0.0,0.0,0.0,0.0,-5.7595,-5.608750000000001,-5.717523809523811,-5.961965517241379,-5.4172631578947374,-5.275417721518987
1,23000000,650,5.0,0.654561,12.8319,11.232,-5.471,0.0,0.0,0.0,0.0,0.0,0.0,-5.2365,-5.591200000000001,-5.647,-6.5153103448275855,-5.497999999999999,-5.104465753424658
1,23000000,651,5.0,1.00905,12.6673,11.2949,-6.054,0.0,0.0,0.0,0.0,0.0,0.0,-5.023000000000001,-5.272666666666667,-5.735473684210526,-6.03515625,-5.493190476190476,-5.256388059701493
1,23000000,652,5.0,1.01346,12.4677,11.639,-5.388,0.0,0.0,0.0,0.0,0.0,0.0,-4.91,-6.361666666666667,-5.3153500000000005,-5.854114285714285,-5.706526315789474,-5.301952380952382
1,23000000,653,5.0,1.35856,12.3387,11.7533,-4.203,0.0,0.0,0.0,0.0,0.0,0.0,-5.49425,-5.949000000000001,-5.630727272727271,-5.342307692307693,-5.323886363636364,-5.480707692307692
1,23000000,654,5.0,1.50749,12.0738,11.5086,-3.912,0.0,0.0,0.0,0.0,0.0,0.0,-5.70675,-5.4695,-5.691090909090909,-5.344484848484848,-5.248,-5.263835820895522
1,23000000,655,5.0,1.84427,11.8878,11.6135,-6.623,0.0,0.0,0.0,0.0,0.0,0.0,-5.039,-5.865666666666667,-5.786823529411765,-5.1192142857142855,-4.9947,-5.2567407407407405
1,23000000,656,5.0,2.00104,11.6455,11.3436,-6.613,0.0,0.0,0.0,0.0,0.0,0.0,-5.20325,-6.190666666666668,-5.121789473684211,-5.398366666666667,-5.08550909090909,-5.036542372881356
1,23000000,657,5.0,2.23441,11.3871,11.5179,-5.428,0.0,0.0,0.0,0.0,0.0,0.0,-5.987,-5.1125,-5.126043478260869,-5.3074375,-4.871454545454546,-5.2737027027027015
1,23000000,658,5.0,2.61422,11.5145,11.5689,-4.85,0.0,0.0,0.0,0.0,0.0,0.0,-6.053999999999999,-6.0085999999999995,-5.178695652173913,-5.024062499999999,-4.802159090909091,-5.318132352941176
1,23000000,659,5.0,2.82537,11.2796,11.7945,-5.862,0.0,0.0,0.0,0.0,0.0,0.0,-5.226249999999999,-4.793,-5.53804,-4.720166666666667,-4.994510638297872,-5.141135135135134
1,23000000,660,5.0,3.20448,11.3927,11.8115,-6.313,0.0,0.0,0.0,0.0,0.0,0.0,-4.81525,-4.776714285714285,-5.473428571428571,-4.763050000000001,-5.173788461538463,-4.998576923076923
1,23000000,661,5.0,3.24436,11.7127,12.0371,-4.314,0.0,0.0,0.0,0.0,0.0,0.0,-5.23275,-4.788285714285714,-5.471692307692308,-4.891407407407407,-4.68914,-5.25832857142857
1,23000000,662,5.0,3.61285,11.8457,12.0545,-4.235,0.0,0.0,0.0,0.0,0.0,0.0,-4.65525,-5.166714285714286,-5.257083333333333,-5.214607142857142,-4.865659574468085,-5.1544459459459455
1,23000000,663,5.0,3.65457,12.2025,12.2245,-4.521,0.0,0.0,0.0,0.0,0.0,0.0,-4.22,-5.450142857142858,-5.09995652173913,-4.896096774193548,-4.859318181818182,-5.338462686567164
1,23000000,664,5.0,4.02135,12.331,12.1799,-3.473,0.0,0.0,0.0,0.0,0.0,0.0,-4.64,-4.5008,-5.117181818181818,-5.003685714285715,-4.922978260869565,-5.524239436619719
1,23000000,665,5.0,4.09358,12.6992,12.2893,-4.858,0.0,0.0,0.0,0.0,0.0,0.0,-4.04125,-3.94325,-5.117923076923077,-4.892666666666667,-4.942444444444444,-5.595394366197183
1,23000000,666,5.0,4.46697,12.8038,12.2579,-4.946,0.0,0.0,0.0,0.0,0.0,0.0,-3.6479999999999997,-4.341,-4.908086956521738,-4.969972222222222,-5.464,-5.459449275362319
1,23000000,667,5.0,4.54518,13.1898,12.3,-3.225,0.0,0.0,0.0,0.0,0.0,0.0,-4.202999999999999,-4.023333333333333,-5.007399999999999,-4.963421052631579,-5.3295,-5.422012658227848
1,23000000,668,5.0,4.92873,13.2313,12.3527,-3.036,0.0,0.0,0.0,0.0,0.0,0.0,-4.022749999999999,-5.0905000000000005,-4.943954545454545,-5.081057142857143,-5.543238095238095,-5.524088235294118
1,23000000,669,5.0,5.05626,13.0485,12.6832,-3.972,0.0,0.0,0.0,0.0,0.0,0.0,-3.8295,-4.974714285714286,-5.128916666666666,-5.567833333333334,-5.629425531914894,-5.55184375
1,23000000,670,5.0,5.41616,13.1354,12.8166,-3.948,0.0,0.0,0.0,0.0,0.0,0.0,-3.7776666666666667,-4.7805,-5.323307692307692,-5.988620689655174,-5.827478260869564,-5.870261538461539
1,23000000,671,5.0,5.49672,13.5031,12.8593,-5.109,0.0,0.0,0.0,0.0,0.0,0.0,-4.406,-4.851,-5.339617647058824,-5.326148148148149,-6.1944390243902445,-6.018391891891892
1,23000000,672,5.0,5.80269,13.579,13.091,-4.325,0.0,0.0,0.0,0.0,0.0,0.0,-4.46375,-5.532625,-5.729307692307693,-5.703906249999999,-6.515644444444446,-6.4605588235294125
1,23000000,673,5.0,5.92318,13.9379,13.1773,-4.921,0.0,0.0,0.0,0.0,0.0,0.0,-4.914,-5.600875,-5.511038461538462,-5.922133333333335,-6.397730769230772,-6.429159420289856
1,23000000,674,5.0,6.21579,13.972,13.4251,-3.877,0.0,0.0,0.0,0.0,0.0,0.0,-5.59225,-6.311333333333334,-6.079785714285714,-6.704892857142857,-6.612666666666667,-6.045061728395061
1,23000000,675,5.0,6.3047,14.3318,13.5291,-6.345,0.0,0.0,0.0,0.0,0.0,0.0,-5.46825,-5.423555555555556,-6.667999999999999,-6.66937037037037,-6.221407407407407,-6.091675
1,23000000,676,5.0,6.53737,14.3666,13.8349,-6.778,0.0,0.0,0.0,0.0,0.0,0.0,-5.925666666666667,-7.449666666666668,-6.641148148148147,-6.987066666666667,-6.361298245614034,-6.165347826086958
1,23000000,677,5.0,6.64523,14.7313,13.858,-6.297,0.0,0.0,0.0,0.0,0.0,0.0,-7.486999999999999,-5.687777777777778,-6.955178571428573,-6.5434,-6.42109090909091,-6.116874999999999
1,23000000,678,5.0,6.91054,14.7926,14.1501,-7.555,0.0,0.0,0.0,0.0,0.0,0.0,-7.7505,-7.2216249999999995,-6.928275862068966,-6.310153846153846,-6.647241379310345,-6.031157142857145
1,23000000,679,5.0,6.99943,15.1766,14.2157,-8.561,0.0,0.0,0.0,0.0,0.0,0.0,-7.401999999999999,-5.452,-6.948851851851852,-6.5043461538461536,-6.136555555555556,-6.034276315789476
1,23000000,680,5.0,7.20572,15.1894,14.5615,-9.366,0.0,0.0,0.0,0.0,0.0,0.0,-7.202999999999999,-6.273166666666666,-6.952624999999999,-6.273391304347826,-6.1323684210526315,-6.391921052631579
1,23000000,681,5.0,7.28575,15.5416,14.6868,-6.39,0.0,0.0,0.0,0.0,0.0,0.0,-7.34275,-5.887142857142857,-6.33406896551724,-6.4767857142857155,-5.920685185185187,-6.128128571428571
1,23000000,682,5.0,7.55861,15.5519,14.9723,-6.306,0.0,0.0,0.0,0.0,0.0,0.0,-6.9567499999999995,-6.9087499999999995,-6.119419354838709,-6.2810344827586215,-6.229411764705883,-6.276493333333333
1,23000000,683,5.0,7.64571,15.9195,15.0899,-5.138,0.0,0.0,0.0,0.0,0.0,0.0,-6.13925,-6.0426,-5.668258064516129,-6.054518518518518,-6.1868,-5.918435294117646
1,23000000,684,5.0,7.94031,15.9221,15.338,-6.933,0.0,0.0,0.0,0.0,0.0,0.0,-5.260333333333333,-5.96625,-5.811766666666667,-5.459857142857142,-6.79408888888889,-5.8556309523809515
1,23000000,685,5.0,8.02148,0.456738,15.5133,-4.928,0.0,0.0,0.0,0.0,0.0,0.0,-5.165333333333333,-5.3790000000000004,-5.393608695652174,-5.482035714285714,-5.8665714285714285,-5.95815
1,23000000,686,5.0,8.35376,0.412254,15.7272,-4.337,0.0,0.0,0.0,0.0,0.0,0.0,-5.62025,-5.062,-5.314041666666666,-5.443448275862069,-6.184159999999999,-6.284012987012987
1,23000000,687,5.0,8.43968,0.771263,15.8502,-6.021,0.0,0.0,0.0,0.0,0.0,0.0,-4.60975,-5.1899999999999995,-4.996099999999999,-5.319309523809524,-5.819194444444444,-6.082197183098591
1,23000000,688,5.0,8.59899,0.968063,15.556,-4.599,0.0,0.0,0.0,0.0,0.0,0.0,-5.03075,-5.0840000000000005,-4.92604347826087,-5.283617647058824,-5.625372093023255,-6.097784615384615
1,23000000,689,5.0,8.63013,1.36179,15.6335,-4.575,0.0,0.0,0.0,0.0,0.0,0.0,-5.0385,-5.495833333333334,-4.977315789473685,-4.970885714285714,-5.223348837209302,-5.937215384615384
1,23000000,690,5.0,8.28704,1.53953,15.6881,-5.19,0.0,0.0,0.0,0.0,0.0,0.0,-5.1625000000000005,-4.887333333333333,-4.808095238095238,-5.087785714285714,-5.127571428571429,-5.569622950819672
1,23000000,691,5.0,8.39204,1.92191,15.729,-4.344,0.0,0.0,0.0,0.0,0.0,0.0,-5.63275,-4.743166666666667,-4.8252500000000005,-4.779461538461538,-5.2623181818181815,-5.459267605633802
1,23000000,692,5.0,8.09188,2.15143,15.8216,-7.132,0.0,0.0,0.0,0.0,0.0,0.0,-4.921,-4.002833333333334,-4.799458333333334,-4.803193548387097,-5.444969696969697,-5.453453333333334
1,23000000,693,5.0,7.83765,2.18153,15.5357,-5.634,0.0,0.0,0.0,0.0,0.0,0.0,-4.899333333333333,-4.5988750000000005,-4.72685,-4.8707352941176465,-5.30376923076923,-5.496243243243244
1,23000000,694,5.0,7.54364,2.39918,15.6288,-4.516,0.0,0.0,0.0,0.0,0.0,0.0,-5.024,-4.939166666666666,-4.369428571428572,-5.2027241379310345,-5.266196078431373,-5.369542372881356
1,23000000,695,5.0,7.28004,2.49853,15.3554,-3.222,0.0,0.0,0.0,0.0,0.0,0.0,-5.259333333333333,-4.533444444444445,-4.994875,-5.192969696969698,-4.952395833333334,-5.294868852459016
1,23000000,696,5.0,7.43405,2.64487,15.0427,-4.718,0.0,0.0,0.0,0.0,0.0,0.0,-4.418,-4.957,-5.21759090909091,-5.040666666666665,-4.8809375,-5.565318181818182
1,23000000,697,5.0,7.19006,2.56829,14.7402,-5.628,0.0,0.0,0.0,0.0,0.0,0.0,-3.6639999999999997,-5.062166666666666,-5.565391304347827,-4.835299999999999,-4.956585365853659,-5.2654683544303795
1,23000000,698,5.0,7.30058,2.67918,14.3767,-3.11,0.0,0.0,0.0,0.0,0.0,0.0,-4.636,-4.858428571428571,-5.672000000000001,-4.836444444444443,-5.17255,-4.953712121212122
1,23000000,699,5.0,7.28053,3.07184,14.3141,-3.606,0.0,0.0,0.0,0.0,0.0,0.0,-4.48225,-5.4631428571428575,-5.304227272727274,-5.2470333333333325,-4.7581702127659575,-5.165372881355934
1,23000000,700,5.0,7.14116,3.17206,13.9596,-4.592,0.0,0.0,0.0,0.0,0.0,0.0,-4.349,-5.978333333333333,-5.900800000000001,-4.774641025641026,-4.903,-4.955485294117646
1,23000000,701,5.0,7.21522,3.52814,13.8288,-4.599,0.0,0.0,0.0,0.0,0.0,0.0,-4.657,-5.854857142857143,-5.397875,-4.758105263157895,-5.067108108108108,-5.362275862068966
1,23000000,702,5.0,7.12504,3.57057,13.4524,-6.724,0.0,0.0,0.0,0.0,0.0,0.0,-4.409,-5.501444444444444,-5.153578947368421,-5.02875,-4.8325499999999995,-5.42734
1,23000000,703,5.0,7.25816,3.27268,13.2171,-3.706,0.0,0.0,0.0,0.0,0.0,0.0,-5.203,-4.066714285714285,-5.649708333333334,-4.99990625,-4.961611111111111,-4.958971428571428
1,23000000,704,5.0,7.01808,3.18759,12.9077,-4.739,0.0,0.0,0.0,0.0,0.0,0.0,-4.608,-5.291222222222223,-5.1262380952380955,-4.8149411764705885,-5.072619047619047,-4.957408450704226
1,23000000,705,5.0,6.93412,3.48169,12.6579,-5.361,0.0,0.0,0.0,0.0,0.0,0.0,-4.011,-5.1579999999999995,-5.323307692307693,-4.697176470588235,-5.066947368421053,-5.186943661971832
1,23000000,706,5.0,7.24279,3.62281,12.444,-2.641,0.0,0.0,0.0,0.0,0.0,0.0,-4.8225,-4.8789,-5.00109090909091,-4.998538461538461,-5.188098039215687,-5.187199999999999
1,23000000,707,5.0,7.16687,3.98517,12.3037,-4.958,0.0,0.0,0.0,0.0,0.0,0.0,-4.0962499999999995,-4.373285714285715,-5.156423076923077,-4.847041666666667,-5.309717391304348,-5.1585
1,23000000,708,5.0,7.13813,4.28347,12.5604,-4.232,0.0,0.0,0.0,0.0,0.0,0.0,-3.834,-6.180285714285715,-4.8080740740740735,-5.163681818181818,-5.124448979591836,-5.304652777777778
1,23000000,709,5.0,7.03558,4.60207,12.3736,-4.151,0.0,0.0,0.0,0.0,0.0,0.0,-4.425000000000001,-5.4526,-4.991280000000001,-5.03442857142857,-5.12841304347826,-5.3409870129870125
1,23000000,710,5.0,6.97908,4.89612,12.6161,-3.586,0.0,0.0,0.0,0.0,0.0,0.0,-5.2437499999999995,-6.343166666666666,-4.821086956521739,-4.7124,-5.4441951219512195,-5.667234375
1,23000000,711,5.0,6.8092,5.20786,12.4533,-4.924,0.0,0.0,0.0,0.0,0.0,0.0,-6.15675,-4.827000000000001,-5.023727272727274,-5.074166666666667,-5.391024390243902,-5.445636363636363
1,23000000,712,5.0,6.72989,5.46968,12.7259,-7.668,0.0,0.0,0.0,0.0,0.0,0.0,-6.389749999999999,-4.1524,-5.5140416666666665,-4.862151515151515,-5.19675,-5.8298
1,23000000,713,5.0,7.0396,5.70217,12.7756,-9.222,0.0,0.0,0.0,0.0,0.0,0.0,-6.12925,-5.0842,-5.386857142857143,-5.133454545454545,-5.807027777777778,-5.873461538461539
1,23000000,714,5.0,7.03195,5.94099,13.0893,-7.827,0.0,0.0,0.0,0.0,0.0,0.0,-6.97175,-6.016800000000001,-5.627766666666665,-5.080000000000001,-5.7259166666666665,-6.283224719101123
1,23000000,715,5.0,7.24712,6.2653,13.0495,-4.098,0.0,0.0,0.0,0.0,0.0,0.0,-7.6115,-6.09525,-5.754124999999999,-5.73759375,-6.683851063829787,-6.232575342465752
1,23000000,716,5.0,7.38296,6.3573,13.3964,-6.899,0.0,0.0,0.0,0.0,0.0,0.0,-6.3027500000000005,-6.408125,-6.08648275862069,-6.168555555555555,-6.246333333333335,-6.744666666666667
1,23000000,717,5.0,7.6736,6.61242,13.3481,-6.498,0.0,0.0,0.0,0.0,0.0,0.0,-6.3625,-6.3942499999999995,-6.610600000000001,-6.536359999999999,-7.0694444444444455,-6.61864367816092
1,23000000,718,5.0,7.84363,6.71219,13.6835,-6.788,0.0,0.0,0.0,0.0,0.0,0.0,-7.909750000000001,-5.91325,-6.754931034482759,-7.11326923076923,-6.970603773584906,-7.288397435897437
1,23000000,719,5.0,8.16454,6.92386,13.6221,-7.665,0.0,0.0,0.0,0.0,0.0,0.0,-7.957000000000001,-7.375166666666668,-6.971161290322581,-7.086666666666667,-7.672288461538463,-7.277928571428571
1,23000000,720,5.0,8.28294,7.09682,13.9531,-10.577,0.0,0.0,0.0,0.0,0.0,0.0,-8.28475,-6.3757777777777775,-7.730499999999999,-7.034333333333333,-7.523428571428572,-7.792696202531645
1,23000000,721,5.0,8.61989,7.31295,13.9306,-7.965,0.0,0.0,0.0,0.0,0.0,0.0,-8.83625,-9.338333333333333,-7.752031249999999,-7.633620689655173,-7.711232142857142,-8.021275
1,23000000,722,5.0,8.77255,7.44067,14.2678,-10.721,0.0,0.0,0.0,0.0,0.0,0.0,-9.70575,-7.692666666666666,-8.219379310344827,-7.697583333333333,-7.86621875,-8.185230769230769
1,23000000,723,5.0,9.11366,7.63737,14.2321,-6.382,0.0,0.0,0.0,0.0,0.0,0.0,-9.99,-9.4505,-8.561032258064516,-8.29272,-7.791161290322579,-8.576818181818181
1,23000000,724,5.0,9.20105,7.8044,14.5771,-13.899,0.0,0.0,0.0,0.0,0.0,0.0,-8.783000000000001,-8.22875,-9.219733333333334,-8.223076923076924,-8.42949152542373,-8.656439024390243
1,23000000,725,5.0,9.55388,7.96233,14.5778,-7.375,0.0,0.0,0.0,0.0,0.0,0.0,-9.16625,-10.100333333333333,-9.32528,-9.202424242424243,-8.3025,-8.616192307692309
1,23000000,726,5.0,9.65363,8.21175,14.873,-10.654,0.0,0.0,0.0,0.0,0.0,0.0,-10.13325,-9.146142857142857,-9.793483870967744,-9.004642857142857,-9.063777777777776,-8.645655172413793
1,23000000,727,5.0,10.013,8.36032,14.9182,-5.73,0.0,0.0,0.0,0.0,0.0,0.0,-9.7365,-11.233428571428572,-9.871111111111112,-9.514911764705882,-9.007072727272728,-8.956933333333334
1,23000000,728,5.0,10.0217,8.54926,15.2583,-13.529,0.0,0.0,0.0,0.0,0.0,0.0,-9.2505,-8.4335,-10.581617647058822,-9.162999999999998,-9.360836363636365,-9.01928409090909
1,23000000,729,5.0,10.3596,8.73461,15.2987,-7.388,0.0,0.0,0.0,0.0,0.0,0.0,-10.06875,-11.88257142857143,-10.001933333333334,-9.919225806451612,-9.010000000000002,-9.64193670886076
1,23000000,730,5.0,10.4239,8.8609,15.67,-13.23,0.0,0.0,0.0,0.0,0.0,0.0,-10.87425,-7.788833333333334,-10.526,-10.10812,-9.628777777777778,-9.251547368421054
1,23000000,731,5.0,10.7843,9.02778,15.709,-7.786,0.0,0.0,0.0,0.0,0.0,0.0,-10.523000000000001,-11.640714285714285,-10.049333333333331,-10.309275862068965,-9.25435,-9.5430875
1,23000000,732,5.0,10.8385,9.21378,16.0573,-14.794,0.0,0.0,0.0,0.0,0.0,0.0,-10.30975,-9.206125,-10.39274193548387,-10.653458333333333,-9.498583333333332,-9.56878021978022
1,23000000,733,5.0,11.203,9.35582,16.1111,-6.68,0.0,0.0,0.0,0.0,0.0,0.0,-11.103,-10.212900000000001,-10.430192307692305,-9.907454545454545,-9.386,-9.672620253164556
1,23000000,734,5.0,11.2302,9.51187,0.679337,-13.543,0.0,0.0,0.0,0.0,0.0,0.0,-10.727,-9.564285714285715,-10.42009090909091,-10.029750000000002,-9.349078125,-9.657238636363637
1,23000000,735,5.0,11.5925,9.61284,0.780367,-8.289,0.0,0.0,0.0,0.0,0.0,0.0,-10.972249999999999,-10.56411111111111,-9.795333333333334,-9.5608125,-9.140185185185187,-9.317098765432098
1,23000000,736,5.0,11.613,9.80799,1.12694,-13.145,0.0,0.0,0.0,0.0,0.0,0.0,-10.974,-8.55675,-10.568806451612902,-8.676961538461537,-9.011492063492064,-9.597488095238095
1,23000000,737,5.0,11.9756,9.93618,1.19619,-10.521,0.0,0.0,0.0,0.0,0.0,0.0,-9.986999999999998,-9.865,-9.588965517241379,-9.265766666666668,-8.444918032786886,-9.333876543209877
1,23000000,738,5.0,12.0254,10.142,1.52739,-11.543,0.0,0.0,0.0,0.0,0.0,0.0,-10.442250000000001,-9.015,-9.890275862068965,-8.477074074074075,-8.6509375,-9.244037974683545
1,23000000,739,5.0,12.3863,10.2929,1.56543,-6.971,0.0,0.0,0.0,0.0,0.0,0.0,-9.804749999999999,-9.690666666666665,-9.032310344827586,-9.069375,-8.233209677419357,-8.943202702702703
1,23000000,740,5.0,12.4345,10.5876,1.83895,-11.132,0.0,0.0,0.0,0.0,0.0,0.0,-8.81425,-9.300444444444445,-9.183264705882353,-9.14116,-8.161724137931035,-8.893784090909092
1,23000000,741,5.0,12.8133,10.6612,1.9208,-6.023,0.0,0.0,0.0,0.0,0.0,0.0,-8.84925,-8.625499999999999,-9.118645161290322,-8.521148148148148,-8.206968750000001,-8.44212987012987
1,23000000,742,5.0,12.8372,10.9301,2.19142,-10.72,0.0,0.0,0.0,0.0,0.0,0.0,-8.89825,-7.742,-9.21669696969697,-8.35667857142857,-8.079155172413792,-8.553083333333333
1,23000000,743,5.0,13.2017,11.0219,2.28399,-6.574,0.0,0.0,0.0,0.0,0.0,0.0,-9.46425,-8.9861,-8.477533333333334,-8.405999999999999,-7.818777777777777,-8.274759999999999
1,23000000,744,5.0,13.2538,11.3079,2.56218,-11.864,0.0,0.0,0.0,0.0,0.0,0.0,-10.2625,-7.82688888888889,-8.54828125,-8.367346153846153,-7.892413793103448,-7.868160493827161
