step,t,atom_id,mol_id,v,nfaces,xlo,xhi,ylo,yhi,zlo,zhi
0,22990000,4609,1.0,0.416259,18.0,0,0,0,0,0,0
0,22990000,4606,1.0,0.407725,12.0,0,0,0,0,0,0
0,22990000,4605,1.0,0.424969,15.0,0,0,0,0,0,0
0,22990000,2711,1.0,0.387388,13.0,0,0,0,0,0,0
0,22990000,5223,1.0,0.428394,14.0,0,0,0,0,0,0
0,22990000,4610,1.0,0.405666,16.0,0,0,0,0,0,0
0,22990000,4084,1.0,0.41244,16.0,0,0,0,0,0,0
0,22990000,4939,1.0,0.421851,18.0,0,0,0,0,0,0
0,22990000,1939,1.0,0.41492,16.0,0,0,0,0,0,0
0,22990000,4940,1.0,0.466498,15.0,0,0,0,0,0,0
0,22990000,4941,1.0,0.375846,14.0,0,0,0,0,0,0
0,22990000,1050,2.0,0.731972,22.0,0,0,0,0,0,0
0,22990000,1049,1.0,0.48729,14.0,0,0,0,0,0,0
0,22990000,1048,1.0,0.511496,18.0,0,0,0,0,0,0
0,22990000,1046,1.0,0.434276,16.0,0,0,0,0,0,0
0,22990000,1047,1.0,0.537051,19.0,0,0,0,0,0,0
0,22990000,4600,1.0,0.490875,17.0,0,0,0,0,0,0
0,22990000,1936,1.0,0.402932,13.0,0,0,0,0,0,0
0,22990000,5946,1.0,0.530768,19.0,0,0,0,0,0,0
0,22990000,1937,1.0,0.476947,15.0,0,0,0,0,0,0
0,22990000,1580,1.0,0.461977,18.0,0,0,0,0,0,0
0,22990000,5234,1.0,0.538068,17.0,0,0,0,0,0,0
0,22990000,8567,1.0,0.452726,16.0,0,0,0,0,0,0
0,22990000,1575,1.0,0.407445,13.0,0,0,0,0,0,0
0,22990000,8086,1.0,0.371507,14.0,0,0,0,0,0,0
0,22990000,5186,1.0,0.348157,16.0,0,0,0,0,0,0
0,22990000,1581,1.0,0.395175,14.0,0,0,0,0,0,0
0,22990000,8568,1.0,0.436995,14.0,0,0,0,0,0,0
0,22990000,1579,1.0,0.383112,14.0,0,0,0,0,0,0
0,22990000,1578,1.0,0.413053,15.0,0,0,0,0,0,0
0,22990000,1576,1.0,0.429,17.0,0,0,0,0,0,0
0,22990000,1577,1.0,0.405297,13.0,0,0,0,0,0,0
0,22990000,4087,1.0,0.466823,16.0,0,0,0,0,0,0
0,22990000,1593,1.0,0.469541,17.0,0,0,0,0,0,0
0,22990000,2707,1.0,0.458014,17.0,0,0,0,0,0,0
0,22990000,2471,1.0,0.46347,15.0,0,0,0,0,0,0
0,22990000,4059,1.0,0.508475,17.0,0,0,0,0,0,0
0,22990000,4086,1.0,0.41453,15.0,0,0,0,0,0,0
0,22990000,4057,1.0,0.488935,21.0,0,0,0,0,0,0
0,22990000,673,1.0,0.497862,15.0,0,0,0,0,0,0
0,22990000,4063,1.0,0.406142,13.0,0,0,0,0,0,0
0,22990000,4056,1.0,0.415383,15.0,0,0,0,0,0,0
0,22990000,4085,1.0,0.494899,16.0,0,0,0,0,0,0
0,22990000,672,1.0,0.403591,15.0,0,0,0,0,0,0
0,22990000,670,1.0,0.389024,12.0,0,0,0,0,0,0
0,22990000,5188,1.0,0.365494,16.0,0,0,0,0,0,0
0,22990000,4058,1.0,0.423783,15.0,0,0,0,0,0,0
0,22990000,8084,1.0,0.338313,14.0,0,0,0,0,0,0
0,22990000,2704,1.0,0.468708,15.0,0,0,0,0,0,0
0,22990000,2703,1.0,0.472319,16.0,0,0,0,0,0,0
0,22990000,4950,2.0,0.699073,22.0,0,0,0,0,0,0
0,22990000,2702,1.0,0.420318,15.0,0,0,0,0,0,0
0,22990000,2701,2.0,0.76831,17.0,0,0,0,0,0,0
0,22990000,4949,1.0,0.362031,13.0,0,0,0,0,0,0
0,22990000,5945,1.0,0.383353,15.0,0,0,0,0,0,0
0,22990000,671,1.0,0.529794,19.0,0,0,0,0,0,0
0,22990000,669,1.0,0.476329,16.0,0,0,0,0,0,0
0,22990000,4062,1.0,0.419513,18.0,0,0,0,0,0,0
0,22990000,2708,1.0,0.639549,20.0,0,0,0,0,0,0
0,22990000,322,1.0,0.416196,15.0,0,0,0,0,0,0
0,22990000,8087,1.0,0.398147,15.0,0,0,0,0,0,0
0,22990000,8085,1.0,0.409753,17.0,0,0,0,0,0,0
0,22990000,4082,1.0,0.539015,15.0,0,0,0,0,0,0
0,22990000,4081,1.0,0.374532,12.0,0,0,0,0,0,0
0,22990000,8572,1.0,0.444375,18.0,0,0,0,0,0,0
0,22990000,5187,1.0,0.395923,14.0,0,0,0,0,0,0
0,22990000,4083,1.0,0.437214,15.0,0,0,0,0,0,0
0,22990000,4061,1.0,0.398394,16.0,0,0,0,0,0,0
0,22990000,8570,1.0,0.457268,14.0,0,0,0,0,0,0
0,22990000,8089,1.0,0.394558,16.0,0,0,0,0,0,0
0,22990000,5942,1.0,0.384621,17.0,0,0,0,0,0,0
0,22990000,8088,1.0,0.385529,13.0,0,0,0,0,0,0
0,22990000,8569,1.0,0.42832,17.0,0,0,0,0,0,0
0,22990000,8571,1.0,0.405183,13.0,0,0,0,0,0,0
0,22990000,2706,1.0,0.428618,15.0,0,0,0,0,0,0
0,22990000,2705,1.0,0.441547,16.0,0,0,0,0,0,0
0,22990000,5224,1.0,0.419939,14.0,0,0,0,0,0,0
0,22990000,4601,1.0,0.435721,15.0,0,0,0,0,0,0
0,22990000,5225,1.0,0.477325,22.0,0,0,0,0,0,0
0,22990000,1940,1.0,0.461642,22.0,0,0,0,0,0,0
0,22990000,1938,1.0,0.471289,17.0,0,0,0,0,0,0
0,22990000,4060,1.0,0.412405,16.0,0,0,0,0,0,0
0,22990000,1044,1.0,0.354715,12.0,0,0,0,0,0,0
0,22990000,5941,1.0,0.39321,13.0,0,0,0,0,0,0
0,22990000,4613,1.0,0.529062,17.0,0,0,0,0,0,0
0,22990000,8083,1.0,0.368746,16.0,0,0,0,0,0,0
0,22990000,8080,1.0,0.363522,16.0,0,0,0,0,0,0
0,22990000,8079,1.0,0.370468,14.0,0,0,0,0,0,0
0,22990000,5955,1.0,0.389273,17.0,0,0,0,0,0,0
0,22990000,8082,1.0,0.332384,13.0,0,0,0,0,0,0
0,22990000,5949,1.0,0.417732,17.0,0,0,0,0,0,0
0,22990000,1042,1.0,0.377649,17.0,0,0,0,0,0,0
0,22990000,1041,1.0,0.498136,18.0,0,0,0,0,0,0
0,22990000,8078,1.0,0.388522,16.0,0,0,0,0,0,0
0,22990000,8081,1.0,0.368995,15.0,0,0,0,0,0,0
0,22990000,1572,1.0,0.418377,16.0,0,0,0,0,0,0
0,22990000,1043,1.0,0.422908,15.0,0,0,0,0,0,0
0,22990000,6399,1.0,0.379389,17.0,0,0,0,0,0,0
0,22990000,8077,1.0,0.375761,16.0,0,0,0,0,0,0
0,22990000,8076,1.0,0.402604,16.0,0,0,0,0,0,0
0,22990000,8075,1.0,0.384398,15.0,0,0,0,0,0,0
0,22990000,8074,1.0,0.405131,16.0,0,0,0,0,0,0
0,22990000,5542,1.0,0.39992,13.0,0,0,0,0,0,0
0,22990000,1574,1.0,0.409242,16.0,0,0,0,0,0,0
0,22990000,8072,1.0,0.419238,15.0,0,0,0,0,0,0
0,22990000,5947,1.0,0.394434,15.0,0,0,0,0,0,0
0,22990000,1045,1.0,0.497552,12.0,0,0,0,0,0,0
0,22990000,6095,1.0,0.407474,16.0,0,0,0,0,0,0
0,22990000,8073,1.0,0.3959,16.0,0,0,0,0,0,0
0,22990000,5948,1.0,0.441126,16.0,0,0,0,0,0,0
0,22990000,8071,1.0,0.420016,19.0,0,0,0,0,0,0
0,22990000,6393,1.0,0.494764,17.0,0,0,0,0,0,0
0,22990000,6394,1.0,0.436617,18.0,0,0,0,0,0,0
0,22990000,6392,1.0,0.454923,12.0,0,0,0,0,0,0
0,22990000,5824,1.0,0.417304,20.0,0,0,0,0,0,0
0,22990000,6395,1.0,0.458417,16.0,0,0,0,0,0,0
0,22990000,5953,1.0,0.401517,15.0,0,0,0,0,0,0
0,22990000,5951,1.0,0.42441,19.0,0,0,0,0,0,0
0,22990000,5950,1.0,0.389358,17.0,0,0,0,0,0,0
0,22990000,5952,1.0,0.378764,15.0,0,0,0,0,0,0
0,22990000,5954,1.0,0.389511,17.0,0,0,0,0,0,0
0,22990000,8100,2.0,0.681595,22.0,0,0,0,0,0,0
0,22990000,6063,1.0,0.446274,16.0,0,0,0,0,0,0
0,22990000,6397,1.0,0.50168,21.0,0,0,0,0,0,0
0,22990000,8095,1.0,0.368097,17.0,0,0,0,0,0,0
0,22990000,5956,1.0,0.374571,18.0,0,0,0,0,0,0
0,22990000,8096,1.0,0.401335,13.0,0,0,0,0,0,0
0,22990000,8098,1.0,0.376309,14.0,0,0,0,0,0,0
0,22990000,2328,1.0,0.382653,14.0,0,0,0,0,0,0
0,22990000,2331,1.0,0.374691,14.0,0,0,0,0,0,0
0,22990000,3699,1.0,0.422176,16.0,0,0,0,0,0,0
0,22990000,8091,1.0,0.384471,16.0,0,0,0,0,0,0
0,22990000,8097,1.0,0.379739,15.0,0,0,0,0,0,0
0,22990000,7498,1.0,0.546741,16.0,0,0,0,0,0,0
0,22990000,8099,1.0,0.385182,15.0,0,0,0,0,0,0
0,22990000,2332,1.0,0.366661,17.0,0,0,0,0,0,0
0,22990000,1970,1.0,0.388735,16.0,0,0,0,0,0,0
0,22990000,8093,1.0,0.378546,16.0,0,0,0,0,0,0
0,22990000,3705,1.0,0.419552,15.0,0,0,0,0,0,0
0,22990000,8094,1.0,0.401361,15.0,0,0,0,0,0,0
0,22990000,6101,1.0,0.40554,13.0,0,0,0,0,0,0
0,22990000,7499,1.0,0.463771,19.0,0,0,0,0,0,0
0,22990000,3693,1.0,0.381795,14.0,0,0,0,0,0,0
0,22990000,3690,1.0,0.560228,23.0,0,0,0,0,0,0
0,22990000,3694,1.0,0.454813,17.0,0,0,0,0,0,0
0,22990000,6068,1.0,0.434833,17.0,0,0,0,0,0,0
0,22990000,3695,1.0,0.385316,14.0,0,0,0,0,0,0
0,22990000,6073,1.0,0.391034,20.0,0,0,0,0,0,0
0,22990000,3696,1.0,0.395191,14.0,0,0,0,0,0,0
0,22990000,3691,1.0,0.393727,14.0,0,0,0,0,0,0
0,22990000,6074,1.0,0.382315,18.0,0,0,0,0,0,0
0,22990000,3700,1.0,0.353934,13.0,0,0,0,0,0,0
0,22990000,3692,1.0,0.466507,17.0,0,0,0,0,0,0
0,22990000,6069,1.0,0.368611,17.0,0,0,0,0,0,0
0,22990000,5534,1.0,0.409362,17.0,0,0,0,0,0,0
0,22990000,6070,1.0,0.376582,16.0,0,0,0,0,0,0
0,22990000,6071,1.0,0.35628,14.0,0,0,0,0,0,0
0,22990000,6072,1.0,0.404539,19.0,0,0,0,0,0,0
0,22990000,6067,1.0,0.401024,17.0,0,0,0,0,0,0
0,22990000,1960,1.0,0.410142,12.0,0,0,0,0,0,0
0,22990000,6401,1.0,0.371514,17.0,0,0,0,0,0,0
0,22990000,6098,1.0,0.40034,15.0,0,0,0,0,0,0
0,22990000,1573,1.0,0.520547,19.0,0,0,0,0,0,0
0,22990000,6080,1.0,0.448805,19.0,0,0,0,0,0,0
0,22990000,6077,1.0,0.379107,16.0,0,0,0,0,0,0
0,22990000,6075,1.0,0.366349,15.0,0,0,0,0,0,0
0,22990000,6099,1.0,0.399135,13.0,0,0,0,0,0,0
0,22990000,6079,1.0,0.412483,19.0,0,0,0,0,0,0
0,22990000,6082,1.0,0.413001,17.0,0,0,0,0,0,0
0,22990000,6081,1.0,0.40083,19.0,0,0,0,0,0,0
0,22990000,6100,1.0,0.421339,13.0,0,0,0,0,0,0
0,22990000,3703,1.0,0.431863,15.0,0,0,0,0,0,0
0,22990000,6379,1.0,0.414523,17.0,0,0,0,0,0,0
0,22990000,6380,1.0,0.355258,13.0,0,0,0,0,0,0
0,22990000,6383,1.0,0.403695,15.0,0,0,0,0,0,0
0,22990000,6384,1.0,0.418288,14.0,0,0,0,0,0,0
0,22990000,6382,1.0,0.379529,14.0,0,0,0,0,0,0
0,22990000,6381,1.0,0.384794,15.0,0,0,0,0,0,0
0,22990000,5533,1.0,0.385002,15.0,0,0,0,0,0,0
0,22990000,2319,1.0,0.402348,16.0,0,0,0,0,0,0
0,22990000,6076,1.0,0.373681,16.0,0,0,0,0,0,0
0,22990000,6078,1.0,0.40957,18.0,0,0,0,0,0,0
0,22990000,6398,1.0,0.403364,17.0,0,0,0,0,0,0
0,22990000,3697,1.0,0.409148,14.0,0,0,0,0,0,0
0,22990000,5541,1.0,0.446927,15.0,0,0,0,0,0,0
0,22990000,5540,1.0,0.398024,16.0,0,0,0,0,0,0
0,22990000,1962,1.0,0.399358,16.0,0,0,0,0,0,0
0,22990000,5539,1.0,0.464047,17.0,0,0,0,0,0,0
0,22990000,1967,1.0,0.361475,15.0,0,0,0,0,0,0
0,22990000,6391,1.0,0.456761,17.0,0,0,0,0,0,0
0,22990000,6390,1.0,0.471462,12.0,0,0,0,0,0,0
0,22990000,6389,1.0,0.448217,16.0,0,0,0,0,0,0
0,22990000,6097,1.0,0.398308,16.0,0,0,0,0,0,0
0,22990000,3701,1.0,0.414253,13.0,0,0,0,0,0,0
0,22990000,6066,1.0,0.405617,15.0,0,0,0,0,0,0
0,22990000,6396,1.0,0.378391,15.0,0,0,0,0,0,0
0,22990000,3698,1.0,0.375046,15.0,0,0,0,0,0,0
0,22990000,1971,1.0,0.358551,15.0,0,0,0,0,0,0
0,22990000,1965,1.0,0.375936,15.0,0,0,0,0,0,0
0,22990000,1966,1.0,0.350019,13.0,0,0,0,0,0,0
0,22990000,2320,1.0,0.362744,15.0,0,0,0,0,0,0
0,22990000,5537,1.0,0.437234,16.0,0,0,0,0,0,0
0,22990000,5536,1.0,0.411737,18.0,0,0,0,0,0,0
0,22990000,5535,1.0,0.397996,16.0,0,0,0,0,0,0
0,22990000,1969,1.0,0.359698,14.0,0,0,0,0,0,0
0,22990000,5825,1.0,0.365191,16.0,0,0,0,0,0,0
0,22990000,6096,1.0,0.400687,14.0,0,0,0,0,0,0
0,22990000,1964,1.0,0.359117,13.0,0,0,0,0,0,0
0,22990000,1963,1.0,0.384627,14.0,0,0,0,0,0,0
0,22990000,2333,1.0,0.363999,14.0,0,0,0,0,0,0
0,22990000,6388,1.0,0.474189,14.0,0,0,0,0,0,0
0,22990000,6387,1.0,0.452423,17.0,0,0,0,0,0,0
0,22990000,6386,1.0,0.419327,14.0,0,0,0,0,0,0
0,22990000,5538,1.0,0.410554,16.0,0,0,0,0,0,0
0,22990000,6385,1.0,0.426282,16.0,0,0,0,0,0,0
0,22990000,3704,1.0,0.370366,13.0,0,0,0,0,0,0
0,22990000,1968,1.0,0.363437,13.0,0,0,0,0,0,0
0,22990000,3702,1.0,0.368761,13.0,0,0,0,0,0,0
0,22990000,2329,1.0,0.377214,13.0,0,0,0,0,0,0
0,22990000,2330,1.0,0.37027,15.0,0,0,0,0,0,0
0,22990000,1972,1.0,0.36879,14.0,0,0,0,0,0,0
0,22990000,1961,1.0,0.410873,13.0,0,0,0,0,0,0
0,22990000,6083,1.0,0.39028,15.0,0,0,0,0,0,0
0,22990000,5823,1.0,0.353611,17.0,0,0,0,0,0,0
0,22990000,6374,1.0,0.369285,14.0,0,0,0,0,0,0
0,22990000,3688,1.0,0.388851,13.0,0,0,0,0,0,0
0,22990000,8444,1.0,0.463081,17.0,0,0,0,0,0,0
0,22990000,8443,1.0,0.376117,15.0,0,0,0,0,0,0
0,22990000,8442,1.0,0.43032,15.0,0,0,0,0,0,0
0,22990000,4970,1.0,0.529592,15.0,0,0,0,0,0,0
0,22990000,3552,1.0,0.414805,16.0,0,0,0,0,0,0
0,22990000,8447,1.0,0.433395,14.0,0,0,0,0,0,0
0,22990000,4183,1.0,0.432809,19.0,0,0,0,0,0,0
0,22990000,8446,1.0,0.457216,19.0,0,0,0,0,0,0
0,22990000,4181,1.0,0.400267,15.0,0,0,0,0,0,0
0,22990000,8453,1.0,0.458933,15.0,0,0,0,0,0,0
0,22990000,3091,1.0,0.399942,17.0,0,0,0,0,0,0
0,22990000,8445,1.0,0.514309,19.0,0,0,0,0,0,0
0,22990000,8434,1.0,0.543051,18.0,0,0,0,0,0,0
0,22990000,4968,1.0,0.461829,15.0,0,0,0,0,0,0
0,22990000,8452,1.0,0.414381,16.0,0,0,0,0,0,0
0,22990000,3557,1.0,0.443547,15.0,0,0,0,0,0,0
0,22990000,8438,1.0,0.514427,17.0,0,0,0,0,0,0
0,22990000,8437,1.0,0.529152,18.0,0,0,0,0,0,0
0,22990000,8440,1.0,0.385222,14.0,0,0,0,0,0,0
0,22990000,8455,1.0,0.392671,14.0,0,0,0,0,0,0
0,22990000,8454,1.0,0.385786,14.0,0,0,0,0,0,0
0,22990000,8456,1.0,0.384513,17.0,0,0,0,0,0,0
0,22990000,2130,1.0,0.415169,17.0,0,0,0,0,0,0
0,22990000,2129,1.0,0.469437,17.0,0,0,0,0,0,0
0,22990000,2373,1.0,0.574408,15.0,0,0,0,0,0,0
0,22990000,2374,1.0,0.390015,13.0,0,0,0,0,0,0
0,22990000,2372,1.0,0.416335,15.0,0,0,0,0,0,0
0,22990000,8436,1.0,0.540937,15.0,0,0,0,0,0,0
0,22990000,3558,1.0,0.464979,18.0,0,0,0,0,0,0
0,22990000,8459,1.0,0.458892,18.0,0,0,0,0,0,0
0,22990000,8458,1.0,0.431907,15.0,0,0,0,0,0,0
0,22990000,8460,1.0,0.403504,14.0,0,0,0,0,0,0
0,22990000,8457,1.0,0.389546,14.0,0,0,0,0,0,0
0,22990000,8461,1.0,0.552749,15.0,0,0,0,0,0,0
0,22990000,3571,1.0,0.482343,17.0,0,0,0,0,0,0
0,22990000,3087,1.0,0.418665,20.0,0,0,0,0,0,0
0,22990000,4971,1.0,0.472616,17.0,0,0,0,0,0,0
0,22990000,2131,1.0,0.391684,15.0,0,0,0,0,0,0
0,22990000,2133,1.0,0.469409,14.0,0,0,0,0,0,0
0,22990000,3101,1.0,0.403086,16.0,0,0,0,0,0,0
0,22990000,7050,2.0,0.809785,22.0,0,0,0,0,0,0
0,22990000,2128,1.0,0.435603,14.0,0,0,0,0,0,0
0,22990000,3102,1.0,0.49469,17.0,0,0,0,0,0,0
0,22990000,4967,1.0,0.431844,17.0,0,0,0,0,0,0
0,22990000,2134,1.0,0.462704,17.0,0,0,0,0,0,0
0,22990000,2136,1.0,0.429905,12.0,0,0,0,0,0,0
0,22990000,2135,1.0,0.416786,16.0,0,0,0,0,0,0
0,22990000,2357,1.0,0.39774,13.0,0,0,0,0,0,0
0,22990000,7049,1.0,0.552215,19.0,0,0,0,0,0,0
0,22990000,3103,1.0,0.39876,13.0,0,0,0,0,0,0
0,22990000,3104,1.0,0.466697,14.0,0,0,0,0,0,0
0,22990000,7381,1.0,0.424895,16.0,0,0,0,0,0,0
0,22990000,3573,1.0,0.495546,15.0,0,0,0,0,0,0
0,22990000,3032,1.0,0.38546,16.0,0,0,0,0,0,0
0,22990000,7388,1.0,0.359944,19.0,0,0,0,0,0,0
0,22990000,3099,1.0,0.383517,14.0,0,0,0,0,0,0
0,22990000,8451,1.0,0.5327,18.0,0,0,0,0,0,0
0,22990000,2132,1.0,0.394233,19.0,0,0,0,0,0,0
0,22990000,3097,1.0,0.394674,15.0,0,0,0,0,0,0
0,22990000,3096,1.0,0.452095,16.0,0,0,0,0,0,0
0,22990000,3098,1.0,0.447998,16.0,0,0,0,0,0,0
0,22990000,3100,1.0,0.539461,15.0,0,0,0,0,0,0
0,22990000,3094,1.0,0.408714,16.0,0,0,0,0,0,0
0,22990000,3095,1.0,0.365081,13.0,0,0,0,0,0,0
0,22990000,3084,1.0,0.386383,13.0,0,0,0,0,0,0
0,22990000,7383,1.0,0.457093,14.0,0,0,0,0,0,0
0,22990000,3092,1.0,0.412066,18.0,0,0,0,0,0,0
0,22990000,3106,1.0,0.629882,18.0,0,0,0,0,0,0
0,22990000,7382,1.0,0.391496,16.0,0,0,0,0,0,0
0,22990000,7384,1.0,0.360623,14.0,0,0,0,0,0,0
0,22990000,7386,1.0,0.362759,13.0,0,0,0,0,0,0
0,22990000,3093,1.0,0.379119,16.0,0,0,0,0,0,0
0,22990000,7380,1.0,0.389372,16.0,0,0,0,0,0,0
0,22990000,3563,1.0,0.456397,15.0,0,0,0,0,0,0
0,22990000,2391,1.0,0.405679,16.0,0,0,0,0,0,0
0,22990000,7763,1.0,0.372818,15.0,0,0,0,0,0,0
0,22990000,3567,1.0,0.432891,15.0,0,0,0,0,0,0
0,22990000,3570,1.0,0.53838,19.0,0,0,0,0,0,0
0,22990000,3568,1.0,0.490498,13.0,0,0,0,0,0,0
0,22990000,3565,1.0,0.49121,19.0,0,0,0,0,0,0
0,22990000,7762,1.0,0.446605,15.0,0,0,0,0,0,0
0,22990000,3566,1.0,0.437904,13.0,0,0,0,0,0,0
0,22990000,3569,1.0,0.467995,16.0,0,0,0,0,0,0
0,22990000,3562,1.0,0.443224,18.0,0,0,0,0,0,0
0,22990000,7048,1.0,0.423596,13.0,0,0,0,0,0,0
0,22990000,3560,1.0,0.5383,20.0,0,0,0,0,0,0
0,22990000,3561,1.0,0.439742,17.0,0,0,0,0,0,0
0,22990000,4969,1.0,0.375819,14.0,0,0,0,0,0,0
0,22990000,2375,1.0,0.646149,17.0,0,0,0,0,0,0
0,22990000,2390,1.0,0.432414,16.0,0,0,0,0,0,0
0,22990000,3559,1.0,0.401615,14.0,0,0,0,0,0,0
0,22990000,3564,1.0,0.41586,16.0,0,0,0,0,0,0
0,22990000,4965,1.0,0.40106,16.0,0,0,0,0,0,0
0,22990000,8448,1.0,0.4707,17.0,0,0,0,0,0,0
0,22990000,3753,1.0,0.507,19.0,0,0,0,0,0,0
0,22990000,8439,1.0,0.563619,17.0,0,0,0,0,0,0
0,22990000,3033,1.0,0.374674,14.0,0,0,0,0,0,0
0,22990000,8441,1.0,0.45609,15.0,0,0,0,0,0,0
0,22990000,2370,1.0,0.406127,11.0,0,0,0,0,0,0
0,22990000,2399,1.0,0.385329,15.0,0,0,0,0,0,0
0,22990000,2396,1.0,0.446649,14.0,0,0,0,0,0,0
0,22990000,8435,1.0,0.476871,15.0,0,0,0,0,0,0
0,22990000,2393,1.0,0.362168,16.0,0,0,0,0,0,0
0,22990000,8450,1.0,0.43408,15.0,0,0,0,0,0,0
0,22990000,2371,1.0,0.454127,17.0,0,0,0,0,0,0
0,22990000,2392,1.0,0.418145,14.0,0,0,0,0,0,0
0,22990000,2369,1.0,0.464347,20.0,0,0,0,0,0,0
0,22990000,2394,1.0,0.439505,16.0,0,0,0,0,0,0
0,22990000,2395,1.0,0.37288,14.0,0,0,0,0,0,0
0,22990000,2397,1.0,0.395871,14.0,0,0,0,0,0,0
0,22990000,2400,2.0,0.755381,20.0,0,0,0,0,0,0
0,22990000,3080,1.0,0.43809,14.0,0,0,0,0,0,0
0,22990000,2398,1.0,0.447038,16.0,0,0,0,0,0,0
0,22990000,8462,1.0,0.389502,16.0,0,0,0,0,0,0
0,22990000,3083,1.0,0.438873,16.0,0,0,0,0,0,0
0,22990000,4186,1.0,0.474577,16.0,0,0,0,0,0,0
0,22990000,4187,1.0,0.574911,19.0,0,0,0,0,0,0
0,22990000,4184,1.0,0.398071,15.0,0,0,0,0,0,0
0,22990000,3038,1.0,0.381527,19.0,0,0,0,0,0,0
0,22990000,3036,1.0,0.40668,16.0,0,0,0,0,0,0
0,22990000,3035,1.0,0.349948,13.0,0,0,0,0,0,0
0,22990000,3037,1.0,0.360821,15.0,0,0,0,0,0,0
0,22990000,3751,2.0,0.816931,20.0,0,0,0,0,0,0
0,22990000,2138,1.0,0.43329,15.0,0,0,0,0,0,0
0,22990000,2140,1.0,0.463026,15.0,0,0,0,0,0,0
0,22990000,2137,1.0,0.506606,17.0,0,0,0,0,0,0
0,22990000,2139,1.0,0.484871,16.0,0,0,0,0,0,0
0,22990000,7047,1.0,0.452052,13.0,0,0,0,0,0,0
0,22990000,3039,1.0,0.396262,17.0,0,0,0,0,0,0
0,22990000,4964,1.0,0.578096,18.0,0,0,0,0,0,0
0,22990000,4966,1.0,0.508584,18.0,0,0,0,0,0,0
0,22990000,3040,1.0,0.363676,16.0,0,0,0,0,0,0
0,22990000,3042,1.0,0.372273,17.0,0,0,0,0,0,0
0,22990000,3105,1.0,0.434102,16.0,0,0,0,0,0,0
0,22990000,3034,1.0,0.367238,13.0,0,0,0,0,0,0
0,22990000,3752,1.0,0.449323,17.0,0,0,0,0,0,0
0,22990000,3085,1.0,0.406384,14.0,0,0,0,0,0,0
0,22990000,7387,1.0,0.489727,15.0,0,0,0,0,0,0
0,22990000,7385,1.0,0.478552,16.0,0,0,0,0,0,0
0,22990000,7389,1.0,0.352579,16.0,0,0,0,0,0,0
0,22990000,3041,1.0,0.389137,16.0,0,0,0,0,0,0
0,22990000,8449,1.0,0.409889,19.0,0,0,0,0,0,0
0,22990000,3043,1.0,0.375259,17.0,0,0,0,0,0,0
0,22990000,3082,1.0,0.409669,14.0,0,0,0,0,0,0
0,22990000,4185,1.0,0.433909,15.0,0,0,0,0,0,0
0,22990000,3572,1.0,0.443624,14.0,0,0,0,0,0,0
0,22990000,4182,1.0,0.418721,13.0,0,0,0,0,0,0
0,22990000,350,1.0,0.395472,16.0,0,0,0,0,0,0
0,22990000,7396,1.0,0.43135,19.0,0,0,0,0,0,0
0,22990000,7766,1.0,0.481323,16.0,0,0,0,0,0,0
0,22990000,2751,1.0,0.358694,15.0,0,0,0,0,0,0
0,22990000,7759,1.0,0.512971,19.0,0,0,0,0,0,0
0,22990000,8407,1.0,0.346214,13.0,0,0,0,0,0,0
0,22990000,7760,1.0,0.503065,15.0,0,0,0,0,0,0
0,22990000,4157,1.0,0.427471,19.0,0,0,0,0,0,0
0,22990000,3757,1.0,0.474084,16.0,0,0,0,0,0,0
0,22990000,3600,2.0,0.907643,23.0,0,0,0,0,0,0
0,22990000,7761,1.0,0.502915,16.0,0,0,0,0,0,0
0,22990000,353,1.0,0.382311,13.0,0,0,0,0,0,0
0,22990000,6776,1.0,0.473722,17.0,0,0,0,0,0,0
0,22990000,6774,1.0,0.42498,15.0,0,0,0,0,0,0
0,22990000,6777,1.0,0.374329,14.0,0,0,0,0,0,0
0,22990000,6778,1.0,0.425136,15.0,0,0,0,0,0,0
0,22990000,2728,1.0,0.451468,17.0,0,0,0,0,0,0
0,22990000,3755,1.0,0.415936,16.0,0,0,0,0,0,0
0,22990000,7757,1.0,0.478873,15.0,0,0,0,0,0,0
0,22990000,6779,1.0,0.377327,17.0,0,0,0,0,0,0
0,22990000,7758,1.0,0.407135,14.0,0,0,0,0,0,0
0,22990000,2749,1.0,0.380485,15.0,0,0,0,0,0,0
0,22990000,6775,1.0,0.431865,16.0,0,0,0,0,0,0
0,22990000,351,1.0,0.39014,17.0,0,0,0,0,0,0
0,22990000,7394,1.0,0.399285,15.0,0,0,0,0,0,0
0,22990000,352,1.0,0.414321,15.0,0,0,0,0,0,0
0,22990000,6769,1.0,0.398709,16.0,0,0,0,0,0,0
0,22990000,6773,1.0,0.492611,14.0,0,0,0,0,0,0
0,22990000,6771,1.0,0.501837,16.0,0,0,0,0,0,0
0,22990000,6770,1.0,0.398934,16.0,0,0,0,0,0,0
0,22990000,2742,1.0,0.391501,16.0,0,0,0,0,0,0
0,22990000,4159,1.0,0.414407,16.0,0,0,0,0,0,0
0,22990000,2743,1.0,0.37462,17.0,0,0,0,0,0,0
0,22990000,6772,1.0,0.419922,15.0,0,0,0,0,0,0
0,22990000,7767,1.0,0.438106,14.0,0,0,0,0,0,0
0,22990000,3050,1.0,0.442864,15.0,0,0,0,0,0,0
0,22990000,3594,1.0,0.395715,15.0,0,0,0,0,0,0
