step,t,atom_id,mol_id,x,y,z,S,xlo,xhi,ylo,yhi,zlo,zhi
0,22990000,909,7.0,3.91721,2.63023,3.40089,-5.435,0,0,0,0,0,0
0,22990000,907,7.0,3.99893,2.65068,4.02869,-5.321,0,0,0,0,0,0
0,22990000,906,7.0,4.22669,2.5666,4.35352,-5.215,0,0,0,0,0,0
0,22990000,908,7.0,4.14452,2.5114,3.69627,-5.396,0,0,0,0,0,0
0,22990000,20,1.0,0.416527,11.8093,13.7526,-5.127,0,0,0,0,0,0
0,22990000,3620,25.0,15.3118,3.53062,6.9664,-5.521,0,0,0,0,0,0
0,22990000,3624,25.0,15.0552,4.2091,5.8731,-5.337,0,0,0,0,0,0
0,22990000,3623,25.0,15.3052,3.93201,6.01917,-5.285,0,0,0,0,0,0
0,22990000,905,7.0,4.07583,2.65296,4.70788,-5.208,0,0,0,0,0,0
0,22990000,904,7.0,4.35855,2.62881,4.96389,-5.2,0,0,0,0,0,0
0,22990000,2785,19.0,9.20537,6.53308,14.4712,-7.786,0,0,0,0,0,0
0,22990000,3622,25.0,15.1958,3.83715,6.38225,-5.442,0,0,0,0,0,0
0,22990000,7353,50.0,12.1155,13.0427,7.81324,-5.324,0,0,0,0,0,0
0,22990000,7354,50.0,12.2067,12.7682,7.55679,-5.406,0,0,0,0,0,0
0,22990000,3619,25.0,14.9762,3.34996,6.97901,-5.378,0,0,0,0,0,0
0,22990000,3618,25.0,14.8963,3.18574,7.32528,-5.511,0,0,0,0,0,0
0,22990000,7352,50.0,12.449,13.1969,7.96914,-5.265,0,0,0,0,0,0
0,22990000,3617,25.0,14.5703,2.97681,7.38924,-5.485,0,0,0,0,0,0
0,22990000,749,5.0,14.987,12.6174,3.6909,-5.993,0,0,0,0,0,0
0,22990000,7267,49.0,0.666042,5.61175,2.50151,-5.444,0,0,0,0,0,0
0,22990000,1141,8.0,4.88327,15.6049,5.17553,-5.551,0,0,0,0,0,0
0,22990000,7266,49.0,0.881376,5.33753,2.31193,-5.642,0,0,0,0,0,0
0,22990000,3609,25.0,15.4063,1.71111,9.13137,-5.753,0,0,0,0,0,0
0,22990000,3608,25.0,15.4225,1.48961,9.44538,-5.689,0,0,0,0,0,0
0,22990000,7427,50.0,10.8131,2.12681,8.0878,-5.64,0,0,0,0,0,0
0,22990000,7269,49.0,0.446601,6.24164,2.45714,-5.384,0,0,0,0,0,0
0,22990000,7243,49.0,5.05684,0.599184,3.41988,-5.466,0,0,0,0,0,0
0,22990000,7268,49.0,0.626596,5.93379,2.28047,-5.358,0,0,0,0,0,0
0,22990000,1142,8.0,4.51311,15.7113,5.17345,-5.421,0,0,0,0,0,0
0,22990000,5550,37.0,3.91117,7.59727,13.8796,-5.132,0,0,0,0,0,0
0,22990000,7355,50.0,11.8871,12.7316,7.32295,-5.432,0,0,0,0,0,0
0,22990000,7244,49.0,5.20925,0.906993,3.25573,-5.461,0,0,0,0,0,0
0,22990000,3607,25.0,15.7857,1.3566,9.52154,-5.773,0,0,0,0,0,0
0,22990000,3610,25.0,15.0491,1.81065,9.00304,-5.685,0,0,0,0,0,0
0,22990000,2789,19.0,10.0196,7.17521,15.2645,-8.02,0,0,0,0,0,0
0,22990000,2855,20.0,10.7192,15.3664,6.93798,-5.481,0,0,0,0,0,0
0,22990000,7424,50.0,9.84488,2.16473,8.26302,-5.545,0,0,0,0,0,0
0,22990000,1332,9.0,13.428,8.62406,1.94683,-6.431,0,0,0,0,0,0
0,22990000,6984,47.0,14.585,6.05541,14.6811,-5.289,0,0,0,0,0,0
0,22990000,1331,9.0,13.5173,8.76096,2.29442,-6.307,0,0,0,0,0,0
0,22990000,1139,8.0,5.48065,15.7859,5.30752,-5.637,0,0,0,0,0,0
0,22990000,1136,8.0,6.40296,0.402365,5.16754,-5.489,0,0,0,0,0,0
0,22990000,1137,8.0,6.14263,15.9146,5.22089,-5.585,0,0,0,0,0,0
0,22990000,6983,47.0,14.5517,5.97233,15.0718,-5.389,0,0,0,0,0,0
0,22990000,3153,22.0,0.680173,3.88318,6.39855,-5.421,0,0,0,0,0,0
0,22990000,3152,22.0,0.401147,4.11263,6.30039,-5.422,0,0,0,0,0,0
0,22990000,3154,22.0,0.705377,3.75959,6.77918,-5.639,0,0,0,0,0,0
0,22990000,1134,8.0,7.00215,0.611991,5.15115,-5.4,0,0,0,0,0,0
0,22990000,7420,50.0,8.8801,2.45319,7.66832,-5.588,0,0,0,0,0,0
0,22990000,1138,8.0,5.78054,16.0449,5.25972,-5.621,0,0,0,0,0,0
0,22990000,7423,50.0,9.50437,2.16139,8.0425,-5.619,0,0,0,0,0,0
0,22990000,1135,8.0,6.77043,16.106,5.25653,-5.427,0,0,0,0,0,0
0,22990000,7428,50.0,11.1258,2.00904,8.30342,-5.634,0,0,0,0,0,0
0,22990000,7422,50.0,9.2007,2.33511,8.21524,-5.67,0,0,0,0,0,0
0,22990000,3628,25.0,13.8013,4.32312,5.64755,-5.259,0,0,0,0,0,0
0,22990000,7421,50.0,8.87453,2.2825,8.01716,-5.573,0,0,0,0,0,0
0,22990000,7257,49.0,2.41569,3.18507,2.28945,-5.651,0,0,0,0,0,0
0,22990000,1126,8.0,7.29735,1.89861,3.84242,-5.484,0,0,0,0,0,0
0,22990000,7286,49.0,12.5786,6.76677,15.8515,-6.285,0,0,0,0,0,0
0,22990000,1127,8.0,7.31705,2.23472,4.06226,-5.499,0,0,0,0,0,0
0,22990000,7418,50.0,8.53502,2.71864,7.18148,-5.409,0,0,0,0,0,0
0,22990000,1129,8.0,7.20073,1.90094,4.63751,-5.554,0,0,0,0,0,0
0,22990000,1131,8.0,7.03719,1.63851,5.23361,-5.508,0,0,0,0,0,0
0,22990000,1130,8.0,7.24679,1.91614,5.03723,-5.608,0,0,0,0,0,0
0,22990000,1128,8.0,7.43381,2.1473,4.43016,-5.481,0,0,0,0,0,0
0,22990000,1133,8.0,6.8926,0.958736,5.27828,-5.469,0,0,0,0,0,0
0,22990000,1132,8.0,7.12726,1.25418,5.14777,-5.482,0,0,0,0,0,0
0,22990000,750,5.0,15.1992,12.6008,4.02677,-5.709,0,0,0,0,0,0
0,22990000,4567,31.0,12.6176,2.3902,3.30284,-5.286,0,0,0,0,0,0
0,22990000,1125,8.0,7.23174,1.96009,3.46216,-5.501,0,0,0,0,0,0
0,22990000,7242,49.0,5.12609,0.585605,3.80371,-5.424,0,0,0,0,0,0
0,22990000,3625,25.0,14.7288,4.03066,5.79429,-5.354,0,0,0,0,0,0
0,22990000,3626,25.0,14.4231,4.27552,5.74603,-5.32,0,0,0,0,0,0
0,22990000,2788,19.0,9.99933,6.96241,14.938,-7.761,0,0,0,0,0,0
0,22990000,2787,19.0,9.64287,6.94385,14.7699,-7.875,0,0,0,0,0,0
0,22990000,2786,19.0,9.58014,6.62456,14.5386,-7.615,0,0,0,0,0,0
0,22990000,7290,49.0,11.7895,6.0635,15.1143,-6.303,0,0,0,0,0,0
0,22990000,7241,49.0,5.02509,0.902769,3.98612,-5.427,0,0,0,0,0,0
0,22990000,3612,25.0,14.691,2.14381,8.58911,-5.607,0,0,0,0,0,0
0,22990000,7288,49.0,12.1732,6.37791,15.4983,-6.358,0,0,0,0,0,0
0,22990000,7293,49.0,11.3568,5.49797,14.4067,-5.96,0,0,0,0,0,0
0,22990000,7294,49.0,11.1657,5.15552,14.4239,-6.013,0,0,0,0,0,0
0,22990000,7289,49.0,12.1008,6.2928,15.1238,-6.322,0,0,0,0,0,0
0,22990000,911,7.0,3.74956,3.1106,3.0118,-5.378,0,0,0,0,0,0
0,22990000,912,7.0,3.84291,3.46488,2.87792,-5.446,0,0,0,0,0,0
0,22990000,1330,9.0,13.7754,9.04577,2.26104,-6.242,0,0,0,0,0,0
0,22990000,3614,25.0,14.3202,2.35984,8.09919,-5.398,0,0,0,0,0,0
0,22990000,3616,25.0,14.5855,2.7792,7.71075,-5.514,0,0,0,0,0,0
0,22990000,3613,25.0,14.6745,2.28634,8.22371,-5.58,0,0,0,0,0,0
0,22990000,3611,25.0,15.0634,2.02137,8.68627,-5.706,0,0,0,0,0,0
0,22990000,3615,25.0,14.2982,2.50309,7.74148,-5.348,0,0,0,0,0,0
0,22990000,7292,49.0,11.4746,5.61028,14.7591,-6.068,0,0,0,0,0,0
0,22990000,7291,49.0,11.6859,5.93954,14.7648,-6.248,0,0,0,0,0,0
0,22990000,3151,22.0,0.483435,4.26688,5.94418,-5.352,0,0,0,0,0,0
0,22990000,7419,50.0,8.53954,2.45203,7.47934,-5.503,0,0,0,0,0,0
0,22990000,7246,49.0,4.80673,0.869083,2.73785,-5.468,0,0,0,0,0,0
0,22990000,7237,49.0,5.07146,1.86258,4.67469,-5.364,0,0,0,0,0,0
0,22990000,6986,47.0,14.328,5.98693,14.0815,-5.545,0,0,0,0,0,0
0,22990000,8547,57.0,13.364,5.41638,8.7656,-5.769,0,0,0,0,0,0
0,22990000,770,6.0,11.0888,13.244,8.28777,-5.13,0,0,0,0,0,0
0,22990000,8546,57.0,13.5937,5.44552,9.06683,-5.795,0,0,0,0,0,0
0,22990000,784,6.0,7.74727,13.647,7.25201,-5.577,0,0,0,0,0,0
0,22990000,8548,57.0,13.2289,5.74049,8.61323,-5.664,0,0,0,0,0,0
0,22990000,8545,57.0,13.7026,5.08967,9.17971,-5.904,0,0,0,0,0,0
0,22990000,2857,20.0,11.0434,15.1824,7.48779,-5.378,0,0,0,0,0,0
0,22990000,8549,57.0,12.9613,5.7096,8.33511,-5.663,0,0,0,0,0,0
0,22990000,769,6.0,11.3862,13.4477,8.12525,-5.27,0,0,0,0,0,0
0,22990000,8550,57.0,12.9193,6.05208,8.14289,-5.686,0,0,0,0,0,0
0,22990000,2858,20.0,11.1878,14.8555,7.62522,-5.353,0,0,0,0,0,0
0,22990000,2860,20.0,10.7686,14.6507,8.07561,-5.342,0,0,0,0,0,0
0,22990000,2625,18.0,3.83962,1.56838,6.28261,-5.433,0,0,0,0,0,0
0,22990000,2626,18.0,3.49809,1.73681,6.19919,-5.324,0,0,0,0,0,0
0,22990000,767,6.0,11.3381,13.9207,8.58243,-5.183,0,0,0,0,0,0
0,22990000,2859,20.0,11.1259,14.7705,8.00419,-5.347,0,0,0,0,0,0
0,22990000,1213,9.0,1.4159,2.69222,6.12857,-5.306,0,0,0,0,0,0
0,22990000,7296,49.0,10.6946,4.79804,14.1658,-6.026,0,0,0,0,0,0
0,22990000,205,2.0,5.68012,9.71186,1.041,-6.633,0,0,0,0,0,0
0,22990000,2663,18.0,15.5955,6.57635,4.43448,-5.044,0,0,0,0,0,0
0,22990000,2637,18.0,0.414725,1.4189,4.52487,-5.258,0,0,0,0,0,0
0,22990000,197,2.0,3.5582,10.3366,0.854186,-5.103,0,0,0,0,0,0
0,22990000,781,6.0,8.70589,13.4581,7.13755,-5.629,0,0,0,0,0,0
0,22990000,2662,18.0,15.2621,6.6271,4.24615,-4.936,0,0,0,0,0,0
0,22990000,1159,8.0,0.584825,3.12235,4.60719,-5.273,0,0,0,0,0,0
0,22990000,1163,8.0,15.6581,4.01524,4.90529,-5.298,0,0,0,0,0,0
0,22990000,1162,8.0,15.9104,3.72048,4.89444,-5.261,0,0,0,0,0,0
0,22990000,1165,8.0,15.5573,4.59673,5.2055,-5.291,0,0,0,0,0,0
0,22990000,1160,8.0,16.0058,3.0918,4.72875,-5.214,0,0,0,0,0,0
0,22990000,1161,8.0,15.7958,3.4196,4.677,-5.253,0,0,0,0,0,0
0,22990000,1164,8.0,15.8154,4.32919,5.08682,-5.271,0,0,0,0,0,0
0,22990000,1146,8.0,3.73671,0.914017,4.86123,-5.244,0,0,0,0,0,0
0,22990000,1166,8.0,15.7513,4.88692,5.38086,-5.244,0,0,0,0,0,0
0,22990000,2627,18.0,3.28423,1.47639,5.98979,-5.368,0,0,0,0,0,0
0,22990000,1167,8.0,15.9,5.14502,5.13857,-5.246,0,0,0,0,0,0
0,22990000,1144,8.0,4.11275,0.427863,4.994,-5.301,0,0,0,0,0,0
0,22990000,1147,8.0,3.64327,1.24741,4.70251,-5.189,0,0,0,0,0,0
0,22990000,1145,8.0,4.11298,0.794129,4.86271,-5.375,0,0,0,0,0,0
0,22990000,1150,8.0,3.16728,1.84824,4.80852,-5.169,0,0,0,0,0,0
0,22990000,1215,9.0,0.913907,3.01484,5.86496,-5.308,0,0,0,0,0,0
0,22990000,1143,8.0,4.46193,16.0684,5.02375,-5.33,0,0,0,0,0,0
0,22990000,1148,8.0,3.75909,1.58112,4.86613,-5.209,0,0,0,0,0,0
0,22990000,8544,57.0,13.9509,5.06513,9.46391,-6.136,0,0,0,0,0,0
0,22990000,8543,57.0,14.0479,4.69917,9.57264,-6.199,0,0,0,0,0,0
0,22990000,2047,14.0,1.97762,6.71359,12.4525,-5.434,0,0,0,0,0,0
0,22990000,2623,18.0,4.40985,1.74268,6.44659,-5.475,0,0,0,0,0,0
0,22990000,5381,36.0,15.2801,1.67679,12.6783,-5.709,0,0,0,0,0,0
0,22990000,8542,57.0,14.2687,4.68752,9.90726,-6.361,0,0,0,0,0,0
0,22990000,2621,18.0,4.82878,1.38963,6.76975,-5.366,0,0,0,0,0,0
0,22990000,5380,36.0,15.1661,1.34313,12.5441,-5.608,0,0,0,0,0,0
0,22990000,2624,18.0,4.04926,1.84822,6.45825,-5.405,0,0,0,0,0,0
0,22990000,2622,18.0,4.46648,1.49912,6.75551,-5.391,0,0,0,0,0,0
0,22990000,5377,36.0,15.1873,16.1231,12.6775,-5.325,0,0,0,0,0,0
0,22990000,5378,36.0,15.0536,0.683543,12.5502,-5.374,0,0,0,0,0,0
0,22990000,5379,36.0,15.1976,0.99698,12.7427,-5.425,0,0,0,0,0,0
0,22990000,5376,36.0,15.0326,15.8175,12.4954,-5.214,0,0,0,0,0,0
0,22990000,7297,49.0,10.6428,4.6078,13.8129,-5.942,0,0,0,0,0,0
0,22990000,7299,49.0,10.236,4.18906,13.5079,-5.98,0,0,0,0,0,0
0,22990000,7298,49.0,10.2959,4.40776,13.8368,-6.051,0,0,0,0,0,0
0,22990000,204,2.0,5.43147,9.41003,1.02198,-6.37,0,0,0,0,0,0
0,22990000,816,6.0,4.51888,2.22471,10.3135,-6.216,0,0,0,0,0,0
0,22990000,1174,8.0,15.7939,6.82769,6.16608,-5.181,0,0,0,0,0,0
0,22990000,2619,18.0,5.47513,1.55219,6.71857,-5.339,0,0,0,0,0,0
0,22990000,2620,18.0,5.11165,1.63957,6.84429,-5.299,0,0,0,0,0,0
0,22990000,2618,18.0,5.65856,1.27406,6.94771,-5.302,0,0,0,0,0,0
0,22990000,1171,8.0,15.717,6.2363,5.34803,-5.265,0,0,0,0,0,0
0,22990000,1169,8.0,16.0966,5.77055,5.06435,-5.116,0,0,0,0,0,0
0,22990000,1168,8.0,15.9575,5.4912,5.28844,-5.19,0,0,0,0,0,0
0,22990000,1170,8.0,16.0818,6.13008,5.23599,-5.219,0,0,0,0,0,0
0,22990000,1172,8.0,15.7249,6.5564,5.58369,-5.241,0,0,0,0,0,0
0,22990000,1173,8.0,15.805,6.49558,5.95565,-5.246,0,0,0,0,0,0
0,22990000,203,2.0,5.11599,9.51254,1.22212,-6.034,0,0,0,0,0,0
0,22990000,2613,18.0,6.24189,0.759095,8.12438,-5.263,0,0,0,0,0,0
0,22990000,2615,18.0,5.83418,0.898019,7.6091,-5.239,0,0,0,0,0,0
0,22990000,2050,14.0,1.51494,7.43686,12.9744,-5.171,0,0,0,0,0,0
0,22990000,1175,8.0,15.9803,6.77955,6.50079,-5.184,0,0,0,0,0,0
0,22990000,2658,18.0,14.3099,6.22231,4.20742,-4.922,0,0,0,0,0,0
0,22990000,1176,8.0,15.9175,6.42913,6.66898,-5.427,0,0,0,0,0,0
0,22990000,775,6.0,10.2457,12.592,7.28593,-5.691,0,0,0,0,0,0
0,22990000,773,6.0,10.8178,12.6978,7.51654,-5.518,0,0,0,0,0,0
0,22990000,776,6.0,9.84483,12.6286,7.29331,-5.751,0,0,0,0,0,0
0,22990000,774,6.0,10.4384,12.7627,7.58755,-5.499,0,0,0,0,0,0
0,22990000,772,6.0,11.0279,12.8417,7.819,-5.439,0,0,0,0,0,0
0,22990000,771,6.0,10.8349,13.0757,8.05184,-5.255,0,0,0,0,0,0
0,22990000,201,2.0,4.51807,9.82129,1.24177,-5.557,0,0,0,0,0,0
0,22990000,206,2.0,6.01964,9.65316,0.846807,-7.295,0,0,0,0,0,0
0,22990000,2051,14.0,1.15798,7.6043,12.9431,-5.175,0,0,0,0,0,0
0,22990000,209,2.0,6.6762,10.2929,1.2096,-7.922,0,0,0,0,0,0
0,22990000,2635,18.0,0.896678,1.4392,4.9136,-5.239,0,0,0,0,0,0
0,22990000,212,2.0,7.21345,10.7884,1.93991,-8.244,0,0,0,0,0,0
0,22990000,211,2.0,7.0028,10.7345,1.61227,-8.067,0,0,0,0,0,0
0,22990000,202,2.0,4.85034,9.75146,1.03666,-6.011,0,0,0,0,0,0
0,22990000,207,2.0,6.26018,9.95365,0.856206,-7.663,0,0,0,0,0,0
0,22990000,1149,8.0,3.55678,1.8992,4.74765,-5.167,0,0,0,0,0,0
0,22990000,208,2.0,6.46669,9.97728,1.19475,-7.62,0,0,0,0,0,0
0,22990000,2632,18.0,1.75748,1.66546,5.36273,-5.26,0,0,0,0,0,0
0,22990000,782,6.0,8.36498,13.6226,7.08621,-5.597,0,0,0,0,0,0
0,22990000,2656,18.0,14.02,5.65495,4.00342,-4.901,0,0,0,0,0,0
0,22990000,196,2.0,3.31901,10.5867,0.670797,-5.193,0,0,0,0,0,0
0,22990000,777,6.0,9.75644,12.9771,7.12777,-5.69,0,0,0,0,0,0
0,22990000,199,2.0,4.13234,9.98724,0.714322,-5.289,0,0,0,0,0,0
0,22990000,1156,8.0,1.35046,2.49916,4.6099,-5.255,0,0,0,0,0,0
0,22990000,1158,8.0,0.743262,2.75748,4.6319,-5.258,0,0,0,0,0,0
0,22990000,824,6.0,3.38147,3.72174,8.47039,-6.53,0,0,0,0,0,0
0,22990000,780,6.0,9.00516,13.634,6.9644,-5.533,0,0,0,0,0,0
0,22990000,819,6.0,4.21283,2.90626,9.65762,-6.571,0,0,0,0,0,0
0,22990000,2614,18.0,6.05844,0.635121,7.79863,-5.267,0,0,0,0,0,0
0,22990000,2628,18.0,2.93498,1.6478,5.93671,-5.361,0,0,0,0,0,0
0,22990000,2629,18.0,2.67357,1.46601,5.72328,-5.313,0,0,0,0,0,0
0,22990000,2630,18.0,2.34021,1.67255,5.63538,-5.291,0,0,0,0,0,0
0,22990000,2611,18.0,6.28204,16.0111,8.50847,-5.192,0,0,0,0,0,0
0,22990000,821,6.0,3.88579,3.25093,9.22564,-6.599,0,0,0,0,0,0
0,22990000,778,6.0,9.38254,13.1127,7.14269,-5.671,0,0,0,0,0,0
0,22990000,2048,14.0,1.89293,6.93056,12.7543,-5.371,0,0,0,0,0,0
0,22990000,1157,8.0,1.13203,2.82068,4.59524,-5.249,0,0,0,0,0,0
0,22990000,822,6.0,3.66868,3.27929,8.8976,-6.613,0,0,0,0,0,0
0,22990000,2856,20.0,11.0697,15.2644,7.10804,-5.394,0,0,0,0,0,0
0,22990000,1216,9.0,0.548918,3.14802,5.89355,-5.332,0,0,0,0,0,0
0,22990000,823,6.0,3.61549,3.66716,8.78818,-6.566,0,0,0,0,0,0
0,22990000,2631,18.0,2.10168,1.47581,5.39467,-5.247,0,0,0,0,0,0
0,22990000,785,6.0,7.43889,13.4904,7.42912,-5.53,0,0,0,0,0,0
0,22990000,2636,18.0,0.566965,1.61919,4.83315,-5.177,0,0,0,0,0,0
0,22990000,198,2.0,3.84407,10.2289,0.602043,-5.298,0,0,0,0,0,0
0,22990000,2661,18.0,14.9686,6.54927,4.48897,-5.006,0,0,0,0,0,0
0,22990000,2660,18.0,14.6393,6.75144,4.41358,-4.964,0,0,0,0,0,0
0,22990000,8541,57.0,14.3205,4.324,10.077,-6.458,0,0,0,0,0,0
0,22990000,8540,57.0,14.5795,4.37797,10.3722,-6.558,0,0,0,0,0,0
0,22990000,8539,57.0,14.5722,4.07336,10.6153,-6.531,0,0,0,0,0,0
0,22990000,8538,57.0,14.839,4.08229,10.9005,-6.487,0,0,0,0,0,0
0,22990000,8537,57.0,14.8578,3.76186,11.1295,-6.502,0,0,0,0,0,0
0,22990000,5375,36.0,14.8931,15.8831,12.1326,-5.338,0,0,0,0,0,0
0,22990000,210,2.0,6.85808,10.3721,1.55533,-7.946,0,0,0,0,0,0
0,22990000,5374,36.0,15.144,15.96,11.837,-5.308,0,0,0,0,0,0
0,22990000,8533,57.0,15.592,3.234,12.1055,-6.359,0,0,0,0,0,0
0,22990000,8535,57.0,15.2387,3.51428,11.602,-6.331,0,0,0,0,0,0
0,22990000,8532,57.0,15.7318,3.28505,12.4691,-6.22,0,0,0,0,0,0
0,22990000,8534,57.0,15.383,3.5338,11.9708,-6.279,0,0,0,0,0,0
0,22990000,8536,57.0,15.0526,3.83331,11.4635,-6.443,0,0,0,0,0,0
0,22990000,8531,57.0,15.8738,2.95197,12.6094,-6.234,0,0,0,0,0,0
0,22990000,2659,18.0,14.4205,6.59562,4.1362,-4.893,0,0,0,0,0,0
0,22990000,2634,18.0,1.13302,1.61638,5.15262,-5.187,0,0,0,0,0,0
0,22990000,2616,18.0,6.02978,1.2217,7.49857,-5.269,0,0,0,0,0,0
0,22990000,1217,9.0,16.079,2.86884,5.83134,-5.343,0,0,0,0,0,0
0,22990000,1219,9.0,15.4521,2.67939,5.69963,-5.189,0,0,0,0,0,0
0,22990000,1214,9.0,1.03363,2.76787,6.14055,-5.346,0,0,0,0,0,0
0,22990000,2617,18.0,5.79925,1.43257,7.27371,-5.276,0,0,0,0,0,0
0,22990000,2633,18.0,1.48393,1.46639,5.15193,-5.24,0,0,0,0,0,0
0,22990000,1220,9.0,15.0895,2.82357,5.61379,-5.106,0,0,0,0,0,0
0,22990000,634,5.0,1.74255,14.6907,13.6873,-5.1,0,0,0,0,0,0
0,22990000,633,5.0,2.09759,14.7233,13.85,-5.153,0,0,0,0,0,0
0,22990000,632,5.0,2.09214,14.8081,14.2269,-5.191,0,0,0,0,0,0
0,22990000,1888,13.0,1.1197,12.6646,15.6283,-5.321,0,0,0,0,0,0
0,22990000,636,5.0,1.46109,14.8179,13.1206,-5.263,0,0,0,0,0,0
0,22990000,628,5.0,2.73372,15.0147,15.3518,-5.241,0,0,0,0,0,0
0,22990000,898,6.0,14.4199,5.95605,6.94242,-5.362,0,0,0,0,0,0
0,22990000,2650,18.0,14.1076,4.58231,4.69774,-5.12,0,0,0,0,0,0
0,22990000,1008,7.0,1.1442,4.5983,13.7144,-5.891,0,0,0,0,0,0
0,22990000,631,5.0,2.41751,14.9064,14.4217,-5.126,0,0,0,0,0,0
0,22990000,630,5.0,2.4005,14.9422,14.8129,-5.171,0,0,0,0,0,0
0,22990000,629,5.0,2.76716,14.9704,14.9595,-5.211,0,0,0,0,0,0
0,22990000,635,5.0,1.79849,14.7677,13.3126,-5.198,0,0,0,0,0,0
0,22990000,2645,18.0,14.5867,3.25054,4.59713,-5.157,0,0,0,0,0,0
0,22990000,2646,18.0,14.75,3.45354,4.88836,-5.144,0,0,0,0,0,0
0,22990000,830,6.0,2.59609,4.90805,7.14398,-5.989,0,0,0,0,0,0
0,22990000,2638,18.0,15.8794,1.57823,4.39155,-5.254,0,0,0,0,0,0
0,22990000,2644,18.0,14.5988,2.85227,4.6416,-5.096,0,0,0,0,0,0
0,22990000,826,6.0,3.09531,4.1216,8.05263,-6.362,0,0,0,0,0,0
0,22990000,1893,13.0,1.76696,12.4401,14.4348,-5.187,0,0,0,0,0,0
0,22990000,2651,18.0,13.8806,4.48992,4.39619,-5.053,0,0,0,0,0,0
0,22990000,836,6.0,1.66089,6.21903,6.08628,-5.46,0,0,0,0,0,0
0,22990000,833,6.0,2.27334,5.73145,6.68278,-5.681,0,0,0,0,0,0
0,22990000,835,6.0,1.94362,6.17141,6.35519,-5.525,0,0,0,0,0,0
0,22990000,834,6.0,1.97208,5.80373,6.44163,-5.654,0,0,0,0,0,0
0,22990000,832,6.0,2.28079,5.34271,6.75938,-5.851,0,0,0,0,0,0
0,22990000,831,6.0,2.53474,5.28969,7.05043,-5.87,0,0,0,0,0,0
0,22990000,2647,18.0,14.7526,3.84463,4.86044,-5.153,0,0,0,0,0,0
0,22990000,2649,18.0,14.4505,4.39355,4.73434,-5.127,0,0,0,0,0,0
0,22990000,1212,9.0,1.48517,2.33583,6.30237,-5.35,0,0,0,0,0,0
0,22990000,2648,18.0,14.4097,4.02307,4.80112,-5.253,0,0,0,0,0,0
0,22990000,640,5.0,0.507994,14.6599,12.4025,-5.288,0,0,0,0,0,0
0,22990000,626,5.0,2.63365,14.7067,15.9259,-5.338,0,0,0,0,0,0
